source,target,tgt_lng
混混(SMG),Thug (SMG),en-US
スケバン（SMG）,Thug (SMG),en-US
太妹 (SMG),Thug (SMG),en-US
불량배 (SMG),Thug (SMG),en-US
แยงกี้สาว (SMG),Thug (SMG),en-US
混混(MG),Thug (MG),en-US
スケバン（MG）,Thug (MG),en-US
太妹 (MG),Thug (MG),en-US
불량배 (MG),Thug (MG),en-US
แยงกี้สาว (MG),Thug (MG),en-US
残酷的混混,Ruthless Thug,en-US
無慈悲なスケバン,Ruthless Thug,en-US
殘酷的太妹,Ruthless Thug,en-US
무자비한 불량배,Ruthless Thug,en-US
แยงกี้สาวอำมหิต,Ruthless Thug,en-US
混混(SR),Thug (SR),en-US
スケバン（SR）,Thug (SR),en-US
太妹 (SR),Thug (SR),en-US
불량배 (SR),Thug (SR),en-US
แยงกี้สาว (SR),Thug (SR),en-US
冷静的混混,Heartless Thug,en-US
冷静なスケバン,Heartless Thug,en-US
冷靜的太妹,Heartless Thug,en-US
냉정한 불량배,Heartless Thug,en-US
แยงกี้สาวเย็นชา,Heartless Thug,en-US
钢盔团团员(SG),Helmet Gangster (SG),en-US
ヘルメット団員（SG）,Helmet Gangster (SG),en-US
頭盔團成員 (SG),Helmet Gangster (SG),en-US
헬멧단원 (SG),Helmet Gangster (SG),en-US
สมาชิกแก๊งหมวกกันน็อก (SG),Helmet Gangster (SG),en-US
钢盔团团员(AR),Helmet Gangster (AR),en-US
ヘルメット団員（AR）,Helmet Gangster (AR),en-US
頭盔團成員 (AR),Helmet Gangster (AR),en-US
헬멧단원 (AR),Helmet Gangster (AR),en-US
สมาชิกแก๊งหมวกกันน็อก (AR),Helmet Gangster (AR),en-US
钢盔团团员(SR),Helmet Gangster (SR),en-US
ヘルメット団員（SR）,Helmet Gangster (SR),en-US
頭盔團成員 (SR),Helmet Gangster (SR),en-US
헬멧단원 (SR),Helmet Gangster (SR),en-US
สมาชิกแก๊งหมวกกันน็อก (SR),Helmet Gangster (SR),en-US
钢盔团干部(SG),Helmet Gang Officer (SG),en-US
ヘルメット団幹部（SG）,Helmet Gang Officer (SG),en-US
頭盔團幹部 (SG),Helmet Gang Officer (SG),en-US
헬멧단 간부 (SG),Helmet Gang Officer (SG),en-US
หัวหน้าแก๊งหมวกกันน็อก (SG),Helmet Gang Officer (SG),en-US
钢盔团干部(AR),Helmet Gang Officer (AR),en-US
ヘルメット団幹部（AR）,Helmet Gang Officer (AR),en-US
頭盔團幹部 (AR),Helmet Gang Officer (AR),en-US
헬멧단 간부 (AR),Helmet Gang Officer (AR),en-US
หัวหน้าแก๊งหมวกกันน็อก (AR),Helmet Gang Officer (AR),en-US
慎重的钢盔团干部,Cautious Helmet Gang Officer,en-US
慎重なヘルメット団幹部,Cautious Helmet Gang Officer,en-US
慎重的頭盔團幹部,Cautious Helmet Gang Officer,en-US
신중한 헬멧단 간부,Cautious Helmet Gang Officer,en-US
หัวหน้าแก๊งหมวกกันน็อกสุขุม,Cautious Helmet Gang Officer,en-US
钢盔团干部(SR),Helmet Gang Officer (SR),en-US
ヘルメット団幹部（SR）,Helmet Gang Officer (SR),en-US
頭盔團幹部 (SR),Helmet Gang Officer (SR),en-US
헬멧단 간부 (SR),Helmet Gang Officer (SR),en-US
หัวหน้าแก๊งหมวกกันน็อก (SR),Helmet Gang Officer (SR),en-US
兰舞,Rabu,en-US
ラブ,Rabu,en-US
良舞,Rabu,en-US
라브,Rabu,en-US
ราบุ,Rabu,en-US
临时佣兵(SG),Part-Timer (SG),en-US
傭兵バイト（SG）,Part-Timer (SG),en-US
打體力工的學生 (SG),Part-Timer (SG),en-US
용역 알바 (SG),Part-Timer (SG),en-US
อัลบารับใช้ (SG),Part-Timer (SG),en-US
临时佣兵(AR),Part-Timer (AR),en-US
傭兵バイト（AR）,Part-Timer (AR),en-US
打體力工的學生 (AR),Part-Timer (AR),en-US
용역 알바 (AR),Part-Timer (AR),en-US
อัลบารับใช้ (AR),Part-Timer (AR),en-US
慎重的临时佣兵,Cautious Part-Timer,en-US
慎重な傭兵バイト,Cautious Part-Timer,en-US
慎重的打體力工的學生,Cautious Part-Timer,en-US
신중한 용역 알바,Cautious Part-Timer,en-US
อัลบารับใช้สุขุม,Cautious Part-Timer,en-US
临时佣兵(SR),Part-Timer (SR),en-US
傭兵バイト（SR）,Part-Timer (SR),en-US
打體力工的學生 (SR),Part-Timer (SR),en-US
용역 알바 (SR),Part-Timer (SR),en-US
อัลบารับใช้ (SR),Part-Timer (SR),en-US
佣兵队长(AR),Labor Captain (AR),en-US
傭兵隊長（AR）,Labor Captain (AR),en-US
工地領班 (AR),Labor Captain (AR),en-US
용역반장 (AR),Labor Captain (AR),en-US
หัวหน้าผู้รับใช้ (AR),Labor Captain (AR),en-US
佣兵队长(SMG),Labor Captain (SMG),en-US
傭兵隊長（SMG）,Labor Captain (SMG),en-US
工地領班 (SMG),Labor Captain (SMG),en-US
용역반장 (SMG),Labor Captain (SMG),en-US
หัวหน้าผู้รับใช้ (SMG),Labor Captain (SMG),en-US
佣兵队长(MG),Labor Captain (MG),en-US
傭兵隊長（MG）,Labor Captain (MG),en-US
工地領班 (MG),Labor Captain (MG),en-US
용역반장 (MG),Labor Captain (MG),en-US
หัวหน้าผู้รับใช้ (MG),Labor Captain (MG),en-US
残酷的佣兵队长,Ruthless Labor Captain,en-US
無慈悲な傭兵隊長,Ruthless Labor Captain,en-US
殘酷的工地領班,Ruthless Labor Captain,en-US
무자비한 용역반장,Ruthless Labor Captain,en-US
หัวหน้าผู้รับใช้อำมหิต,Ruthless Labor Captain,en-US
黑市警卫(SG),Black Market Guard (SG),en-US
ブラックマーケットガード（SG）,Black Market Guard (SG),en-US
黑市守衛 (SG),Black Market Guard (SG),en-US
블랙마켓 가드 (SG),Black Market Guard (SG),en-US
ผู้คุมตลาดมืด (SG),Black Market Guard (SG),en-US
黑市警卫(AR),Black Market Guard (AR),en-US
ブラックマーケットガード（AR）,Black Market Guard (AR),en-US
黑市守衛 (AR),Black Market Guard (AR),en-US
블랙마켓 가드 (AR),Black Market Guard (AR),en-US
ผู้คุมตลาดมืด (AR),Black Market Guard (AR),en-US
黑市警卫(SR),Black Market Guard (SR),en-US
ブラックマーケットガード（SR）,Black Market Guard (SR),en-US
黑市守衛 (SR),Black Market Guard (SR),en-US
블랙마켓 가드 (SR),Black Market Guard (SR),en-US
ผู้คุมตลาดมืด (SR),Black Market Guard (SR),en-US
冷静的黑市警卫,Heartless Black Market Guard,en-US
冷静なブラックマーケットガード,Heartless Black Market Guard,en-US
冷靜的黑市守衛,Heartless Black Market Guard,en-US
냉정한 블랙마켓 가드,Heartless Black Market Guard,en-US
ผู้คุมตลาดมืดเย็นชา,Heartless Black Market Guard,en-US
黑市警卫(RL),Black Market Guard (RL),en-US
ブラックマーケットガード（RL）,Black Market Guard (RL),en-US
黑市守衛 (RL),Black Market Guard (RL),en-US
블랙마켓 가드 (RL),Black Market Guard (RL),en-US
ผู้คุมตลาดมืด (RL),Black Market Guard (RL),en-US
PMC士兵(SG),PMC Soldier (SG),en-US
PMC兵士（SG）,PMC Soldier (SG),en-US
PMC士兵 (SG),PMC Soldier (SG),en-US
PMC 병사 (SG),PMC Soldier (SG),en-US
ทหาร PMC (SG),PMC Soldier (SG),en-US
PMC士兵(AR),PMC Soldier (AR),en-US
PMC兵士（AR）,PMC Soldier (AR),en-US
PMC士兵 (AR),PMC Soldier (AR),en-US
PMC 병사 (AR),PMC Soldier (AR),en-US
ทหาร PMC (AR),PMC Soldier (AR),en-US
慎重的PMC士兵,Cautious PMC Soldier,en-US
慎重なPMC兵士,Cautious PMC Soldier,en-US
신중한 PMC 병사,Cautious PMC Soldier,en-US
ทหาร PMC สุขุม,Cautious PMC Soldier,en-US
PMC士兵(SR),PMC Soldier (SR),en-US
PMC兵士（SR）,PMC Soldier (SR),en-US
PMC士兵 (SR),PMC Soldier (SR),en-US
PMC 병사 (SR),PMC Soldier (SR),en-US
ทหาร PMC (SR),PMC Soldier (SR),en-US
冷静的PMC士兵,Heartless PMC Soldier,en-US
冷静なPMC兵士,Heartless PMC Soldier,en-US
冷靜的PMC士兵,Heartless PMC Soldier,en-US
냉정한 PMC 병사,Heartless PMC Soldier,en-US
ทหาร PMC เย็นชา,Heartless PMC Soldier,en-US
PMC士兵(HG),PMC Soldier (HG),en-US
PMC兵士（HG）,PMC Soldier (HG),en-US
PMC士兵 (HG),PMC Soldier (HG),en-US
PMC 병사 (HG),PMC Soldier (HG),en-US
ทหาร PMC (HG),PMC Soldier (HG),en-US
聪明的PMC士兵,Intelligent PMC Soldier,en-US
知的なPMC兵士,Intelligent PMC Soldier,en-US
聰明的PMC士兵,Intelligent PMC Soldier,en-US
