source,target,tgt_lng
 Sol Command,Cmd esquerdo,pt-BR
! (TN),Numérico !,pt-BR
! (цифр. кл.),Numérico !,pt-BR
! pavé num.,Numérico !,pt-BR
! Tn,Numérico !,pt-BR
"""%s"" chỉ bao gồm dữ liệu bắt buộc.
""%s"" bao gồm cả dữ liệu bắt buộc và dữ liệu không bắt buộc.","""%s"" inclui apenas os dados necessários.
""%s"" inclui os dados necessários e opcionais.",pt-BR
"""%s"" includes only the required data.
""%s"" includes optional, as well as the required data.","""%s"" inclui apenas os dados necessários.
""%s"" inclui os dados necessários e opcionais.",pt-BR
"""%s"" n'inclut que les données requises.
""%s"" inclut les données facultatives et requises.","""%s"" inclui apenas os dados necessários.
""%s"" inclui os dados necessários e opcionais.",pt-BR
"""%s"" ประกอบด้วยข้อมูลที่จำเป็นเท่านั้น
""%s"" ประกอบด้วยข้อมูลที่ไม่จำเป็นและจำเป็น","""%s"" inclui apenas os dados necessários.
""%s"" inclui os dados necessários e opcionais.",pt-BR
"""%s""은(는) 필수 데이터만 포함합니다.
""%s""은(는) 필수 데이터뿐만 아니라 선택적 데이터도 포함합니다.","""%s"" inclui apenas os dados necessários.
""%s"" inclui os dados necessários e opcionais.",pt-BR
"""Kalite & Performans"" ayarlarını istenilen kaliteye göre makul varsayılanlara ayarlar.","Define os ajustes de ""Qualidade e desempenho"" para valores correspondentes ao nível de qualidade desejado.",pt-BR
"""품질 및 성능"" 설정이 원하는 품질에 알맞는 기본 설정값들로 설정됩니다.","Define os ajustes de ""Qualidade e desempenho"" para valores correspondentes ao nível de qualidade desejado.",pt-BR
# (TN),Numérico #,pt-BR
# (цифр. кл.),Numérico #,pt-BR
# pavé num.,Numérico #,pt-BR
# Tn,Numérico #,pt-BR
% (цифр. кл.),Numérico %,pt-BR
%% (TN),Numérico %,pt-BR
%% pavé num.,Numérico %,pt-BR
%% Tn,Numérico %,pt-BR
%1$s번 버튼,Botão %1$s,pt-BR
%2$s öneriden %1$s. seçildi: %3$s,A sugestão %s de %s foi selecionada: %s,pt-BR
%2$s öneriden %1$s. seçildi: %3$s (%4$s),A sugestão %s de %s foi selecionada: %s (%s),pt-BR
%2$s 個畫面元素中的第 %1$s 個,Elemento %s de %s da tela,pt-BR
%2$s個のうち%1$s番目のスクリーン要素,Elemento %s de %s da tela,pt-BR
%2$s個のうち%1$s番目の候補%3$s、%4$sが選択されました,A sugestão %s de %s foi selecionada: %s (%s),pt-BR
%2$s個のうち%1$s番目の候補%3$sが選択されました,A sugestão %s de %s foi selecionada: %s,pt-BR
%2$s個のうち%1$s番目の行の要素が選択されました,O elemento da linha %s de %s foi selecionado,pt-BR
%2$s個のタブのうち%1$s番目を選択しました,A guia %s de %s foi selecionada,pt-BR
%2$s行のリストのうち%1$s行目が選択されました,A linha %s de %s foi selecionada,pt-BR
%s : %s,%s: %s,pt-BR
%s : %s %%,%s: %s%%,pt-BR
%s : %s px,%s: %s px,pt-BR
%s : +%s %%,%s: +%s%%,pt-BR
%s : Non,%s: Não,pt-BR
%s : Oui,%s: Sim,pt-BR
%s auf Standard zurücksetzen,Redefinir o botão para a ação %s,pt-BR
%s bir tuşa atanmamış,A ação %s não está vinculada,pt-BR
%s blocchi,%s blocos,pt-BR
%s Blocks,%s blocos,pt-BR
%s blocs,%s blocos,pt-BR
%s Blok,%s blocos,pt-BR
%s bloques,%s blocos,pt-BR
%s Blöcke,%s blocos,pt-BR
%s chunk,%s chunks,pt-BR
%s Chunks,%s chunks,pt-BR
