source,target,tgt_lng
 % 你好,"oi, %",pt-BR
% 你好,"oi, %",pt-BR
%s bileşen,%s componente(s),pt-BR
%s component(s),%s componente(s),pt-BR
%s composant(s),%s componente(s),pt-BR
%s Komponente(n),%s componente(s),pt-BR
%s thành phần,%s componente(s),pt-BR
%s компонентов,%s componente(s),pt-BR
%s 你好,"oi, %s",pt-BR
%s 個元件,%s componente(s),pt-BR
%s个组件,%s componente(s),pt-BR
%s個のコンポーネント,%s componente(s),pt-BR
%s（%s）,%s (%s),pt-BR
-,—,pt-BR
Achtung:,Aviso:,pt-BR
Addosso:,No corpo:,pt-BR
Advertencia:,Aviso:,pt-BR
Ai piedi:,Nos pés:,pt-BR
Al aplicarse:,Efeito aplicado:,pt-BR
Al equipar montura:,Com sela:,pt-BR
Al equipar:,Em uso:,pt-BR
Allgemein,Gerais,pt-BR
Am Körper:,No peito:,pt-BR
An den Beinen:,Nas pernas:,pt-BR
An den Füßen:,Nos pés:,pt-BR
Ana Eldeyken:,Na mão principal:,pt-BR
Angelegt:,Em uso:,pt-BR
Angelegt:,No corpo:,pt-BR
Attention :,Aviso:,pt-BR
Attenzione!,Aviso:,pt-BR
Auf dem Kopf:,Na cabeça:,pt-BR
Auf „Friedlich“ deaktiviert,Desativado na dificuldade Pacífica,pt-BR
Ausgerüstet:,Em uso:,pt-BR
Auswirkungen:,Efeito aplicado:,pt-BR
Aux jambes :,Nas pernas:,pt-BR
Aux pieds :,Nos pés:,pt-BR
Ayaktayken:,Nos pés:,pt-BR
Bacaktayken:,Nas pernas:,pt-BR
Barışçıl zorlukta devre dışı,Desativado na dificuldade Pacífica,pt-BR
Baskın,Invasão,pt-BR
Baskın - Galibiyet,Invasão — Vitória,pt-BR
Baskın - Mağlubiyet,Invasão — Derrota,pt-BR
Bilinmeyen,Desconhecido,pt-BR
Bonjour tout le monde !,"Olá, mundo!",pt-BR
Boyalı,Tingido,pt-BR
Bu eşyanın kullanılması belirli komutlar çalıştırabilir.,Usar esse item pode acionar um comando.,pt-BR
Can be placed on:,Pode ser colocado em:,pt-BR
Can break:,Quebrável:,pt-BR
Canlılar,Criaturas,pt-BR
Chiến thắng,Vitória,pt-BR
chào %,"oi, %",pt-BR
chào %s,"oi, %s",pt-BR
ciao %,"oi, %",pt-BR
ciao %s,"oi, %s",pt-BR
"Ciao, mondo!","Olá, mundo!",pt-BR
Color: %s,Cor: %s,pt-BR
Colore: %s,Cor: %s,pt-BR
