source,target,tgt_lng
"""Burada Görülecek Bir Şey Yok"" Tamoto",아무 일도 없는 타모토,ko-KR
"""Nothing to See Here"" Tamoto",아무 일도 없는 타모토,ko-KR
"""มังกรร้าย""",「악룡」,ko-KR
After-Sales Service,A/S 포탄,ko-KR
After-Sales Service Rounds,A/S 포탄,ko-KR
"Ahau, Señor de los Dragones",위대하고 신성한 용 아쥬,ko-KR
Alamet Ruhu: Taş Ejderi,악령·마의 바위 도마뱀,ko-KR
Alaycı Kedi Şapkası,웃는 고양이 모자,ko-KR
Alles wendender Heiliger Fürst,흐름을 바꾼 신성한 주인,ko-KR
Allmächtiger Drachenfürst Ajaw,위대하고 신성한 용 아쥬,ko-KR
"Almighty Dragonlord, Ajaw",위대하고 신성한 용 아쥬,ko-KR
Altın Gül Selamı,금장미 대포,ko-KR
Anel da Tempestade,번개로 엮은 고리,ko-KR
Anello avviluppante,번개로 엮은 고리,ko-KR
Animal Hidromimético,물의 환형,ko-KR
Anneau de tempête,번개로 엮은 고리,ko-KR
Arauto da Floresta,한병의 귀차,ko-KR
Arbalétrier Brutocollinus Cryo,츄츄 얼음 궁수,ko-KR
Arbalétrier Brutocollinus Électro,츄츄 번개 궁수,ko-KR
Ardilla Hidromimética,물의 환형·다람쥐,ko-KR
Ardilla voladora de papel,종이 날다람쥐,ko-KR
Armonispirito,사역령,ko-KR
Aura solaire,태양꽃,ko-KR
Autumn Whirlwind,바람 부는 가을 들판,ko-KR
Autômatos Simples de Chiori,치오리의 자동제어 인형,ko-KR
Ave Rapaz Hidromimética,물의 환형·솔개,ko-KR
Ayazın Habercisi,한병의 귀차,ko-KR
Bake-Kurage,환영 해파리,ko-KR
Bakekurage,환영 해파리,ko-KR
Bala posventa,A/S 포탄,ko-KR
Baron Bunny,토끼 백작,ko-KR
Baron Coniglio,토끼 백작,ko-KR
Baron Lapinou,토끼 백작,ko-KR
Baron Tavşan,토끼 백작,ko-KR
Barão Coelho,토끼 백작,ko-KR
Barón Bunny,토끼 백작,ko-KR
Bauklotzfigur,블록 인형,ko-KR
Bereketli Çekirdek,풍요의 핵,ko-KR
Berserker Brutocollinus,츄츄 돌격병,ko-KR
Berserkers Brutocollinus,츄츄 돌격병,ko-KR
Birgitta,비르지타,ko-KR
Bogglecat Box,깜짝 고양이 모자,ko-KR
Bogglecat Box (กล่องแมวเหมียวสุดอึ้ง),깜짝 고양이 모자,ko-KR
Bombastic Side-Eye Tamoto,눈을 흘기는 타모토,ko-KR
Bountiful Core,풍요의 핵,ko-KR
Boîte minestyque,깜짝 고양이 모자,ko-KR
Brutocollinus,츄츄족,ko-KR
Brutoshaman Hydro,물 츄츄 샤먼,ko-KR
Burning Flame,불타는 화염,ko-KR
Buz Cicinleri,얼음 치친,ko-KR
Buzdan Seki no To,서리의 관문,ko-KR
Bá Tước Thỏ,토끼 백작,ko-KR
Bóng Ma Nước,물의 환형,ko-KR
Bóng Ma Nước - Chim Ưng,물의 환형·솔개,ko-KR
Bóng Ma Nước - Sóc Chuột,물의 환형·다람쥐,ko-KR
Bóng Ma Nước - Ếch,물의 환형·개구리,ko-KR
Búp Bê Tự Động Của Chiori,치오리의 자동제어 인형,ko-KR
Büyük Rüzgar Ruhu,거대 풍령,ko-KR
Băng Linh Châu,빙령주,ko-KR
Băng Tiễn Hilichurl,츄츄 얼음 궁수,ko-KR
Ca Sĩ Nước Nguồn,물들의 가수,ko-KR
Cadenas de tormenta inminente,번개 사슬 봉인,ko-KR
Caixa Lumidouce Nível 1,등방울병·1단계,ko-KR
Caixa Lumidouce Nível 2,등방울병·2단계,ko-KR
Caixa Lumidouce Nível 3,등방울병·3단계,ko-KR
Caixa Surpresa Miau Miau,깜짝 고양이 모자,ko-KR
Calaveras de Acechador,수계 늑대 머리,ko-KR
Camgöz Füzesi,샤크 폭탄,ko-KR
Campo Notizia flash,취재 현장,ko-KR
Campo de Dandelion,민들레 영역,ko-KR
Campo de bruma embriagadora,술 안개 영역,ko-KR
Campo de dientes de león,민들레 영역,ko-KR
Campo di denti di leone,민들레 영역,ko-KR
Canardeur tranquille,찬물 오리,ko-KR
Cantante delle Mille Acque,물들의 가수,ko-KR
Cantora das Correntes,물들의 가수,ko-KR
Cappello sogghignante,웃는 고양이 모자,ko-KR
Catene del Tuono tutelare,번개 사슬 봉인,ko-KR
Celestesfera onírica,꿈을 수놓는 천구,ko-KR
Celestial Dreamsphere,꿈을 수놓는 천구,ko-KR
Cerchio melodioso,노래의 고리,ko-KR
Cercle de mélodie,노래의 고리,ko-KR
Cerco ígneo,검지옥 영역,ko-KR
Cerezo kitsune,살생앵,ko-KR
Chains of Warding Thunder,번개 사슬 봉인,ko-KR
Chamas Ardentes,불타는 화염,ko-KR
Champ de flash info,취재 현장,ko-KR
Champ de pissenlits,민들레 영역,ko-KR
Champ de vapeur d'alcool,술 안개 영역,ko-KR
Chanteur des eaux,물들의 가수,ko-KR
Chapeau félinois,웃는 고양이 모자,ko-KR
Chapéu do Gato Brincalhão,웃는 고양이 모자,ko-KR
Chaîne du tonnerre protecteur,번개 사슬 봉인,ko-KR
Chiori'nin Kukla Canavar Makinaları,치오리의 자동제어 인형,ko-KR
Chiori's Automaton Dolls,치오리의 자동제어 인형,ko-KR
Chioris Automaton-Puppen,치오리의 자동제어 인형,ko-KR
Chuva da Cura,치유의 비,ko-KR
Chó Ma Đầu Đàn,수계 늑대 머리,ko-KR
Cicin Băng,얼음 치친,ko-KR
Cicin Cryo,얼음 치친,ko-KR
Cicin Electro,번개 치친,ko-KR
Cicin Lôi,번개 치친,ko-KR
Cicin di Cryo,얼음 치친,ko-KR
Cicin di Electro,번개 치친,ko-KR
Cicines Cryo,얼음 치친,ko-KR
Cicines Electro,번개 치친,ko-KR
Ciclón,돌풍,ko-KR
Cin,램프의 정령,ko-KR
Clusterbloom Arrow,꽃을 품은 화살,ko-KR
Collambei,콜린엔바,ko-KR
Colleámbar,콜린엔바,ko-KR
Con Mắt Lôi Phạt,뇌벌 악요의 눈,ko-KR
Cooking Mek: Cold Storage Mode,요리 장치·냉장 모드,ko-KR
Cool Your Jets Ducky,찬물 오리,ko-KR
Correntes do Trovão,속박의 천둥,ko-KR
Correntes do Trovão Protetor,번개 사슬 봉인,ko-KR
Cresta de piedra,암주,ko-KR
Criceto origami,종이 뚱뚱쥐,ko-KR
Cryo Cicin,얼음 치친,ko-KR
Cryo Cicins,얼음 치친,ko-KR
Cryo Hilichurl Shooter,츄츄 얼음 궁수,ko-KR
Cryoluciole,얼음 치친,ko-KR
Crâne de faille,수계 늑대 머리,ko-KR
Cuilein-Anbar,콜린엔바,ko-KR
Cães da Fenda Alfa,수계 늑대 머리,ko-KR
Círculo Melódico,노래의 고리,ko-KR
Círculos melódicos,노래의 고리,ko-KR
Cổng Băng Tuyết,서리의 관문,ko-KR
Dandelion Field,민들레 영역,ko-KR
Dark Shadow,검은 환영,ko-KR
Darkfire Furnace,어둠의 불꽃 노심,ko-KR
Daruma Muji-Muji,너구리 오뚝이,ko-KR
Daruma Muji-muji,너구리 오뚝이,ko-KR
Dazzling Polyhedron,빛나는 다방면체,ko-KR
Dağ Yabanisi,츄츄족,ko-KR
Delayed Fuse Munitions,지연 기폭 탄두,ko-KR
Delici Buz Tepesi,찌르는 얼음가시,ko-KR
Demi-tulpa,불완전한 환인간,ko-KR
Dikili Taş,암주,ko-KR
Djinn,램프의 정령,ko-KR
Dondurucu Buz Mızrağı,혹한의 얼음창,ko-KR
Donnernde Fesseln,속박의 천둥,ko-KR
Donnerrad,번개로 엮은 고리,ko-KR
Dorsale rocheuse,암주,ko-KR
Drago malvagio,「악룡」,ko-KR
Dragon maléfique,「악룡」,ko-KR
Dragão Maligno,「악룡」,ko-KR
Dragón malvado,「악룡」,ko-KR
Drunken Mist,술 안개 영역,ko-KR
Durchbohrende Eiszapfen,찌르는 얼음가시,ko-KR
Düğümlü Yıldırım Halkası,번개로 엮은 고리,ko-KR
Effortlessly Outclassing Opponents Tamoto,적을 가뿐히 상대하는 타모토,ko-KR
Eisseelenperle,빙령주,ko-KR
Electro Cicin,번개 치친,ko-KR
Electro Hilichurl Shooter,츄츄 번개 궁수,ko-KR
Electroanillo enredador,번개로 엮은 고리,ko-KR
Elektrik Cicini,번개 치친,ko-KR
Elektro-Cicin,번개 치친,ko-KR
Elektro-Hilichurl-Schütze,츄츄 번개 궁수,ko-KR
Empörter Taroumaru,분노한 타로마루,ko-KR
Escualoproyectil,샤크 폭탄,ko-KR
Esfera de Sonhos Celestes,꿈을 수놓는 천구,ko-KR
Espada Luminosa,빛의 검,ko-KR
Espada Sombra - Gelo Galopante,검의 그림자·흩날리는 서리,ko-KR
Espada Sombra - Vento Solitário,검의 그림자·고독한 바람,ko-KR
Espada luminosa,빛의 검,ko-KR
Espadachín sombrío: Escarcha veloz,검의 그림자·흩날리는 서리,ko-KR
Espadachín sombrío: Viento solitario,검의 그림자·고독한 바람,ko-KR
Esplosivo a detonazione ritardata,지연 기폭 탄두,ko-KR
Esprit de gaze,사역령,ko-KR
Esprit du vent de grande taille,거대 풍령,ko-KR
Esprit sinistre du varan de pierre,악령·마의 바위 도마뱀,ko-KR
Esprit talismanique,녹령,ko-KR
Espírito Ominoso: Dragão de Pedra,악령·마의 바위 도마뱀,ko-KR
Espírito Sérico,사역령,ko-KR
Espíritu hechizado,녹령,ko-KR
Espíritu sérico,사역령,ko-KR
Esquilo Voador de Origami,종이 날다람쥐,ko-KR
Estela de Pedra,암주,ko-KR
Evercold Frostlance,혹한의 얼음창,ko-KR
Explosif à retardement,지연 기폭 탄두,ko-KR
Eye of Stormy Judgment,뇌벌 악요의 눈,ko-KR
Farbiges Spiegelbild,색채 분신,ko-KR
Feld des Unzähmbaren Schwertjochs,검지옥 영역,ko-KR
Fell Dragon,「악룡」,ko-KR
Feuilleton-Bereich,취재 현장,ko-KR
Fiammardente,불타는 화염,ko-KR
Fiery Sanctum Field,검지옥 영역,ko-KR
Fighting With Her Eyes Shut Tamoto,눈 감고 싸우는 타모토,ko-KR
Fiocco di ghiaccio Seki no To,서리의 관문,ko-KR
Flacon de Lumidouce (niveau 1),등방울병·1단계,ko-KR
Flacon de Lumidouce (niveau 2),등방울병·2단계,ko-KR
Flacon de Lumidouce (niveau 3),등방울병·3단계,ko-KR
Flamme brûlante,불타는 화염,ko-KR
Flaschengeist,램프의 정령,ko-KR
Flechas Florescentes,꽃을 품은 화살,ko-KR
