source,target,tgt_lng
Actionbar,动作栏,zh-CN
Add-on,附加包,zh-CN
Argument,（实际）参数,zh-CN
Artifact,意外的……纹理 / 缺陷 / 瑕疵,zh-CN
Asset,资产、资源,zh-CN
Block state (BS),方块状态,zh-CN
Boolean,布尔值 / 布尔型,zh-CN
Bug,漏洞,zh-CN
Command,命令,zh-CN
Common,普通 / 共通,zh-CN
Component,组件,zh-CN
Coordinate,坐标,zh-CN
Crash,崩溃,zh-CN
Damage value,损坏值,zh-CN
Data pack,数据包,zh-CN
Data value (DV),数据值,zh-CN
Debug screen,调试屏幕,zh-CN
Despawn,清除 / 消失,zh-CN
Dummy,虚拟型,zh-CN
Field,字段,zh-CN
Fixes,修复,zh-CN
Flattening,扁平化,zh-CN
Format,格式,zh-CN
Formatting code,格式化代码,zh-CN
Function,函数 / 功能,zh-CN
Generation,生成,zh-CN
GUI,图形用户界面,zh-CN
Hotbar,快捷栏,zh-CN
Hotfix,热修复,zh-CN
Interpret,解析,zh-CN
Long,长整型,zh-CN
Mash-up pack,混搭包,zh-CN
Material,材质 / 材料,zh-CN
Mob cap,生物容量,zh-CN
Modify,修改,zh-CN
Module,模块,zh-CN
Option,选项,zh-CN
Outdated,过期 / 过时,zh-CN
Parameter,（形式）参数,zh-CN
Particle,粒子,zh-CN
Placeholder,占位符,zh-CN
Position,位置,zh-CN
Present,选定,zh-CN
Range,范围,zh-CN
Respawn,重生,zh-CN
Screenshot,截图,zh-CN
Setting,设置,zh-CN
Spawn chunk,出生点区块,zh-CN
Spawn point,出生点,zh-CN
Sprite,拼合图 / 精灵图,zh-CN
String,字符串,zh-CN
Syntax,语法,zh-CN
Template,模板,zh-CN
Texture,纹理,zh-CN
Tick,刻,zh-CN
Ticking area,常加载区域,zh-CN
Toast,弹窗,zh-CN
Tooltip,提示框,zh-CN
修復,修复,zh-CN
元件,组件,zh-CN
函數 / 功能,函数 / 功能,zh-CN
動作欄,动作栏,zh-CN
占位,占位符,zh-CN
參數,（形式）参数,zh-CN
圖形使用者介面,图形用户界面,zh-CN
字串,字符串,zh-CN
崩潰,崩溃,zh-CN
布林值 / 布林型,布尔值 / 布尔型,zh-CN
常載入區域,常加载区域,zh-CN
座標,坐标,zh-CN
引數,（实际）参数,zh-CN
快捷欄,快捷栏,zh-CN
意外的……紋理 / 缺陷 / 瑕疵,意外的……纹理 / 缺陷 / 瑕疵,zh-CN
拼合圖 / 精靈圖,拼合图 / 精灵图,zh-CN
指令,命令,zh-CN
提示,提示框,zh-CN
損壞值,损坏值,zh-CN
擷圖,截图,zh-CN
方塊狀態,方块状态,zh-CN
材質 / 材料,材质 / 材料,zh-CN
格式碼,格式化代码,zh-CN
模組,模块,zh-CN
欄位,字段,zh-CN
熱修復,热修复,zh-CN
範圍,范围,zh-CN
紋理,纹理,zh-CN
虛擬型,虚拟型,zh-CN
設定,设置,zh-CN
語法,语法,zh-CN
資料值,数据值,zh-CN
資料包,数据包,zh-CN
資產、資源,资产、资源,zh-CN
通知,弹窗,zh-CN
過期 / 過時,过期 / 过时,zh-CN
選定,选定,zh-CN
選項,选项,zh-CN
重生點,出生点,zh-CN
重生點區塊,出生点区块,zh-CN
錯誤,漏洞,zh-CN
長整型,长整型,zh-CN
除錯畫面,调试屏幕,zh-CN
