source,target,tgt_lng
"""%s"" attendu",Expected '%s',en-US
"""%s"" kimliğine sahip şablon yok","There is no template with ID ""%s""",en-US
"""%s"" n'est pas un nom de pack valide",Invalid new pack name '%s',en-US
"""%s"" türü özellik yok","There is no feature with type ""%s""",en-US
"""%s"" türü şablon havuzu yok","There is no template pool with type ""%s""",en-US
"""%s"" 구조물을 %s, %s, %s에 생성했습니다","Generated structure ""%s"" at %s, %s, %s",en-US
"""%s"" 종류의 구조물이 없습니다","There is no structure with type ""%s""",en-US
"""%s"" 종류의 지물이 없습니다","There is no feature with type ""%s""",en-US
"""%s"" 종류의 템플릿 풀이 없습니다","There is no template pool with type ""%s""",en-US
"""%s"" 템플릿을 %s, %s, %s에 불러왔습니다","Loaded template ""%s"" at %s, %s, %s",en-US
"""%s""을(를) %s, %s, %s에 설치했습니다","Placed ""%s"" at %s, %s, %s",en-US
"""%s” %s,%s,%s konumuna yerleştirildi","Placed ""%s"" at %s, %s, %s",en-US
"""%s” türünde bir yapı yok","There is no structure with type ""%s""",en-US
"""%s” yapısı %s, %s, %s konumunda oluşturuldu","Generated structure ""%s"" at %s, %s, %s",en-US
"""%s” şablonu %s, %s, %s konumuna yüklendi","Loaded template ""%s"" at %s, %s, %s",en-US
"""Enable"" fonctionne seulement sur des objectifs de type ""trigger""",Enable only works on trigger-objectives,en-US
%1$s bloğu %3$s özelliğine '%2$s' kabul etmiyor,Block %s does not accept '%s' for %s property,en-US
"%1$s boyutunda, %2$s konumunda zorla yüklenmiş bir yığın bulundu",A force loaded chunk was found in %s at: %s,en-US
%1$s chunk da %3$s a %4$s nella dimensione %2$s non sono più segnalati per il caricamento forzato,Unmarked %s chunks in %s from %s to %s for force loading,en-US
%1$s fonksiyonunda %2$s değişkeni eksik,Missing argument %2$s to function %1$s,en-US
%1$s gelişimi '%2$s' kriterini içermiyor,The advancement %1$s does not contain the criterion '%2$s',en-US
%1$s tarif %2$s oyuncudan alındı,Took %s recipe(s) from %s players,en-US
%1$s tarif %2$s oyuncusundan alındı,Took %s recipe(s) from %s,en-US
%1$s 발전 과제에 '%2$s' 기준이 없습니다,The advancement %1$s does not contain the criterion '%2$s',en-US
%1$s 함수에 %2$s 인수가 누락되었습니다,Missing argument %2$s to function %1$s,en-US
%1$s 함수에 인수들이 누락되었습니다,Missing arguments to function %s,en-US
"%1$s, %2$s, %3$sから%4$s, %5$s, %6$sの間にバイオームを設定しました","Biomes set between %s, %s, %s and %s, %s, %s",en-US
%1$sの%3$sの値は%2$sです,%s has %s %s,en-US
%1$sを%2$sから降ろしました,%s stopped riding %s,en-US
%1$sを%2$sに騎乗させました,%s started riding %s,en-US
"%1$s个实体未能围绕%2$s, %3$s分散（空间过小而实体过多，请将分散间距设为%4$s以下）","Could not spread %s entity/entities around %s, %s (too many entities for space - try using spread of at most %s)",en-US
"%1$s体のエンティティを%2$s, %3$sの周辺に散開させることができませんでした（スペースに対してエンティティの数が多すぎます。%4$s体以下で散開させてみてください）","Could not spread %s entity/entities around %s, %s (too many entities for space - try using spread of at most %s)",en-US
"%1$s個のチームを%2$s, %3$sの周辺に散開させることができませんでした（スペースに対して人数が多すぎます。%4$s人以下で散開させてみてください）","Could not spread %s team(s) around %s, %s (too many entities for space - try using spread of at most %s)",en-US
%1$s在%3$s记分项里拥有%2$s分,%s has %s %s,en-US
"%1$s支队伍未能围绕%2$s, %3$s分散（空间过小而实体过多，请将分散间距设为%4$s以下）","Could not spread %s team(s) around %s, %s (too many entities for space - try using spread of at most %s)",en-US
%1$s的%3$s属性不能被设为“%2$s”,Block %s does not accept '%s' for %s property,en-US
%1$s에는 경로점 %2$s개가 있습니다: %3$s,%s waypoint(s) in %s: %s,en-US
%1$s은(는) %3$s이(가) %2$s입니다,%s has %s %s,en-US
%2$s %1$s개를 떨어뜨렸습니다 ,Dropped %s %s,en-US
%2$s a subi %1$s point(s) de dégâts,Applied %s damage to %s,en-US
%2$s baniu %1$s: %3$s,%s was banned by %s: %s,en-US
%2$s bloğu üzerinde '%1$s' özelliği için değer bekleniyor,Expected value for property '%s' on block %s,en-US
"%2$s boyutunda, %1$s konumundaki yığın yüklenmeye zorlanacak şekilde işaretlendi",Chunk at %s in %s is marked for force loading,en-US
"%2$s boyutunda, %1$s konumundaki yığın yüklenmeye zorlanacak şekilde işaretlenemedi",Chunk at %s in %s is not marked for force loading,en-US
"%2$s boyutunda, %3$s ile %4$s arasındaki %1$s yığın yüklenmeye zorlanmayacak",Unmarked %s chunks in %s from %s to %s for force loading,en-US
"%2$s boyutunda, %3$s ile %4$s arasındaki %1$s yığın zorla yüklenecek şekilde işaretlendi",Marked %s chunks in %s from %s to %s to be force loaded,en-US
"%2$s boyutunda, %3$s konumlarında %1$s adet zorla yüklenmiş yığın bulundu",%s force loaded chunks were found in %s at: %s,en-US
"%2$s boyutundaki, %1$s yığını yüklenmeye zorlanmayacak",Unmarked chunk %s in %s for force loading,en-US
"%2$s boyutundaki, %1$s yığını zorla yüklenecek şekilde işaretlendi",Marked chunk %s in %s to be force loaded,en-US
%2$s eşyasına %1$s büyüsü uygulandı,Applied enchantment %s to %s's item,en-US
%2$s fonksiyondan %1$s komut %3$s çıktı dosyasına kaydedildi,Traced %s command(s) from %s functions to output file %s,en-US
%2$s fonksiyondan %1$s komut çalıştırıldı,Executed %s command(s) from %s functions,en-US
%2$s ganimet tablosundan %1$s adet eşya düşürüldü,Dropped %s items from loot table %s,en-US
"%2$s görevi, %1$s üzerinde gösterilecek şekilde ayarlandı",Set display slot %s to show objective %s,en-US
%2$s görevinde %1$s için sayı biçimi değiştirildi,Changed number format for %s in %s,en-US
%2$s görevinde %1$s için sayı biçimi temizlendi,Cleared number format for %s in %s,en-US
%2$s görevinde %1$s varlık için sayı biçimi değiştirildi,Changed number format for %s entities in %s,en-US
%2$s görevinde %1$s varlık için sayı biçimi temizlendi,Cleared number format for %s entities in %s,en-US
%2$s ha bannato %1$s: %3$s,%s was banned by %s: %s,en-US
%2$s ha bloqueado a %1$s: %3$s,%s was banned by %s: %s,en-US
%2$s içerisinde %1$s barındıramaz,Can't insert %s into %s,en-US
"%2$s için %1$s değeri alınamıyor, değer atanmamış",Can't get value of %s for %s; none is set,en-US
%2$s için %1$s post-efekti kaldırıldı,Removed post effect %s from %s,en-US
%2$s için %1$s sıfırlandı,Reset %s for %s,en-US
%2$s için %1$s tarif açıldı,Unlocked %s recipe(s) for %s,en-US
%2$s için %1$s tetikleyicisi açıldı,Enabled trigger %s for %s,en-US
"%2$s içindeki %1$s değeri, %3$s ölçeği uygulandıktan sonra %4$s olur",%s in storage %s after scale factor of %s is %s,en-US
%2$s kimlikli %1$s zamanlı fonksiyon kaldırıldı,Removed %s schedule(s) with ID %s,en-US
%2$s konumunda %1$s: %3$s,%s at position %s: %s,en-US
%2$s listesine %1$s eklenemez,Can't insert %s into list of %s,en-US
%2$s oyuncu için %1$s tarif açıldı,Unlocked %s recipe(s) for %s players,en-US
%2$s oyuncuda %1$s eşleşen eşya bulundu,Found %s matching item(s) on %s players,en-US
%2$s oyuncudan %1$s adet eşya silindi,Removed %s item(s) from %s players,en-US
%2$s oyuncudan %1$s gelişim geri alındı,Revoked %s advancements from %s players,en-US
%2$s oyuncudan %1$s post-efekti kaldırıldı,Removed post effect %s from %s players,en-US
%2$s oyuncudan '%1$s' gelişimi geri alındı,Revoked the advancement %s from %s players,en-US
%2$s oyuncunun tecrübe puanı %1$s olarak ayarlandı,Set %s experience points on %s players,en-US
%2$s oyuncunun tecrübe seviyesi %1$s olarak ayarlandı,Set %s experience levels on %s players,en-US
%2$s oyuncusuna %1$s gelişimi verildi,Granted %s advancements to %s,en-US
%2$s oyuncusuna %1$s gelişimi verildi,Granted the advancement %s to %s,en-US
%2$s oyuncusuna %1$s tecrübe puanı verildi,Gave %s experience points to %s,en-US
%2$s oyuncusuna %1$s tecrübe seviyesi verildi,Gave %s experience levels to %s,en-US
%2$s oyuncusunda %1$s adet eşleşen eşya bulundu,Found %s matching item(s) on player %s,en-US
%2$s oyuncusundan %1$s adet eşya silindi,Removed %s item(s) from player %s,en-US
%2$s oyuncusundan %1$s adet gelişim geri alındı,Revoked %s advancements from %s,en-US
%2$s oyuncusundan '%1$s' gelişimi geri alındı,Revoked the advancement %s from %s,en-US
%2$s oyuncusunun tecrübe puanı %1$s olarak ayarlandı,Set %s experience points on %s,en-US
%2$s oyuncusunun tecrübe seviyesi %1$s olarak ayarlandı,Set %s experience levels on %s,en-US
