source,target,tgt_lng
%s caindo,%sกำลังตก,th-TH
%s en caída,%sกำลังตก,th-TH
%s in caduta,%sกำลังตก,th-TH
%s qui tombe,%sกำลังตก,th-TH
%s türündeki canlı çağrılamıyor,ไม่สามารถเสกเอนทิตี้ประเภท %s,th-TH
%s đang rơi,%sกำลังตก,th-TH
%s в падении,%sกำลังตก,th-TH
%s 유형의 개체를 소환할 수 없습니다,ไม่สามารถเสกเอนทิตี้ประเภท %s,th-TH
%sという種類のエンティティを召喚することができません,ไม่สามารถเสกเอนทิตี้ประเภท %s,th-TH
Abeille,ผึ้ง,th-TH
Abeja,ผึ้ง,th-TH
Abelha,ผึ้ง,th-TH
Acacia Boat,เรือไม้อะเคเซีย,th-TH
Acacia Boat with Chest,เรือไม้อะเคเซียพร้อมหีบ,th-TH
Afogado,ซอมบี้ใต้น้ำ,th-TH
Agricoltore,ชาวนา,th-TH
Agricultor,ชาวนา,th-TH
Ahogado,ซอมบี้ใต้น้ำ,th-TH
Ajolote,แอกโซลอเติล,th-TH
Akasya Tekne,เรือไม้อะเคเซีย,th-TH
Akazienholzboot,เรือไม้อะเคเซีย,th-TH
Akazienholztruhenboot,เรือไม้อะเคเซียพร้อมหีบ,th-TH
Aksolotl,แอกโซลอเติล,th-TH
Albañil,ช่างก่อสร้าง,th-TH
Aldeano,ชาวบ้าน,th-TH
Aldeano zombi,ชาวบ้านซอมบี้,th-TH
Aldeão,ชาวบ้าน,th-TH
Aldeão Zumbi,ชาวบ้านซอมบี้,th-TH
Alet Ustası,ช่างเครื่องมือ,th-TH
Allay,อัลเลย์,th-TH
Alleviante,อัลเลย์,th-TH
Almofada,เบาะนั่ง,th-TH
Ampolla d'esperienza lanciata,ขวดแห่งเวทมนตร์ปาแล้ว,th-TH
Anemone,ปลาการ์ตูน,th-TH
Anemonenfisch,ปลาการ์ตูน,th-TH
Anfiprione,ปลาการ์ตูน,th-TH
Annegato,ซอมบี้ใต้น้ำ,th-TH
Antriebslore,รถรางพร้อมเตาเผา,th-TH
Anzuelo,ทุ่นตกปลา,th-TH
Anémona,ปลาการ์ตูน,th-TH
Anêmona,ปลาการ์ตูน,th-TH
Ape,ผึ้ง,th-TH
Araignée,แมงมุม,th-TH
Araignée venimeuse,แมงมุมถ้ำ,th-TH
Aranha,แมงมุม,th-TH
Aranha das Cavernas,แมงมุมถ้ำ,th-TH
Araña,แมงมุม,th-TH
Araña de cueva,แมงมุมถ้ำ,th-TH
Area Effect Cloud,พื้นที่ควันเอฟเฟต์,th-TH
Argilécaille,เครย์ฟิช,th-TH
Armadillo,อาร์มาดิลโล,th-TH
Armaiolo,ช่างอาวุธ,th-TH
Armeiro,ช่างชุดเกราะ,th-TH
Armeiro,ช่างอาวุธ,th-TH
Armor Stand,แท่นวางชุดเกราะ,th-TH
Armorer,ช่างชุดเกราะ,th-TH
Armurier,ช่างชุดเกราะ,th-TH
Arpenteur,สไตรเดอร์,th-TH
Arrow,ลูกธนู,th-TH
Arı,ผึ้ง,th-TH
Asino,ลา,th-TH
Assolotto,แอกโซลอเติล,th-TH
At,ม้า,th-TH
Ateş Topu,ลูกไฟ,th-TH
Ateşlenmiş TNT,ระเบิดทีเอ็นทีจุดแล้ว,th-TH
Austral,ค็อบ,th-TH
Axolote,แอกโซลอเติล,th-TH
Axolotl,แอกโซลอเติล,th-TH
Azzannatore rosso,ปลากะพงแดงหน้าตั้ง,th-TH
Açougueiro,คนขายเนื้อ,th-TH
Bacalao,ปลาค็อด,th-TH
Bacalhau,ปลาค็อด,th-TH
Baiacu,ปลาปักเป้า,th-TH
Bakır Golem,โกเลมทองแดง,th-TH
Baliste,ปลาวัว,th-TH
Balsa de bambú,แพไม้ไผ่,th-TH
Balsa de bambú con cofre,แพไม้ไผ่พร้อมหีบ,th-TH
Balçık,สไลม์,th-TH
Balıkçı,ชาวประมง,th-TH
Bamboo Raft,แพไม้ไผ่,th-TH
Bamboo Raft with Chest,แพไม้ไผ่พร้อมหีบ,th-TH
Bambu Sal,แพไม้ไผ่,th-TH
Bambus-Truhenfloß,แพไม้ไผ่พร้อมหีบ,th-TH
Bambusfloß,แพไม้ไผ่,th-TH
Barbudo,ปลากุเรา,th-TH
Barca,เรือ,th-TH
Barca con baule,เรือพร้อมหีบ,th-TH
Barca con cofre,เรือพร้อมหีบ,th-TH
Barca de abedul,เรือไม้เบิร์ช,th-TH
Barca de abedul con cofre,เรือไม้เบิร์ชพร้อมหีบ,th-TH
Barca de abeto,เรือไม้สนสปรูซ,th-TH
Barca de abeto con cofre,เรือไม้สนสปรูซพร้อมหีบ,th-TH
Barca de acacia,เรือไม้อะเคเซีย,th-TH
Barca de acacia con cofre,เรือไม้อะเคเซียพร้อมหีบ,th-TH
