source,target,tgt_lng
Abbaulähmung,ขุดช้า,th-TH
Absorción,ดูดซับ,th-TH
Absorption,ดูดซับ,th-TH
Absorção,ดูดซับ,th-TH
Acele,ขุดเร็ว,th-TH
Affaticamento,ขุดช้า,th-TH
Aliento del nautilo,ลมหายใจแห่งหอยงวงช้าง,th-TH
Anında Hasar,เสียเลือดทันที,th-TH
Anında Sağlık,ฟื้นฟูทันที,th-TH
Apnea,หายใจใต้น้ำ,th-TH
Assorbimento,ดูดซับ,th-TH
Atem des Nautilus,ลมหายใจแห่งหอยงวงช้าง,th-TH
Ateş Direnci,กันไฟ,th-TH
Avvelenamento,ติดพิษ,th-TH
Avvizzimento,เหี่ยวเฉา,th-TH
Açlık,หิวเร็ว,th-TH
Bad Luck,โชคร้าย,th-TH
Bad Omen,ลางร้าย,th-TH
Baskın Kehaneti,ลางร้ายปล้นสะดม,th-TH
Bay lên,ลอยตัว,th-TH
Befallen,ติดเชื้อ,th-TH
Blindheit,ตาบอด,th-TH
Blindness,ตาบอด,th-TH
Bonus de vie,เพิ่มเลือด,th-TH
Breath of the Nautilus,ลมหายใจแห่งหอยงวงช้าง,th-TH
Brilho,เรืองแสง,th-TH
Bulantı,วิงเวียน,th-TH
Bóng tối,มืดมิด,th-TH
Caduta lenta,ตกนุ่มนวล,th-TH
Canalización,พลังศิรา,th-TH
Carica ventosa,ติดประจุลม,th-TH
Cattivo presagio,ลางร้าย,th-TH
Caída lenta,ตกนุ่มนวล,th-TH
Cecità,ตาบอด,th-TH
Cegueira,ตาบอด,th-TH
Ceguera,ตาบอด,th-TH
Chance,โชค,th-TH
Choáng,วิงเวียน,th-TH
Chute lente,ตกนุ่มนวล,th-TH
Chậm rãi,วิ่งช้า,th-TH
Cierzo,ติดประจุลม,th-TH
Conduit Power,พลังศิรา,th-TH
Cuerpo ignífugo,กันไฟ,th-TH
Curación instantánea,ฟื้นฟูทันที,th-TH
Cécité,ตาบอด,th-TH
Célérité,ขุดเร็ว,th-TH
Danno istantaneo,เสียเลือดทันที,th-TH
Dano Instantâneo,เสียเลือดทันที,th-TH
Darkness,มืดมิด,th-TH
Daño instantáneo,เสียเลือดทันที,th-TH
Debilidad,โจมตีเบา,th-TH
Debolezza,โจมตีเบา,th-TH
Decomposição,เหี่ยวเฉา,th-TH
Descomposición,เหี่ยวเฉา,th-TH
Direktheilung,ฟื้นฟูทันที,th-TH
Direktschaden,เสียเลือดทันที,th-TH
Direnç,ทนทาน,th-TH
Dolphin's Grace,ลีลาของโลมา,th-TH
Doygunluk,อิ่มหนำ,th-TH
Drohende Prüfung,ลางร้ายบททดสอบ,th-TH
Drohender Überfall,ลางร้ายปล้นสะดม,th-TH
Drohendes Unheil,ลางร้าย,th-TH
Dunkelheit,มืดมิด,th-TH
Dádiva Marinha,ลีลาของโลมา,th-TH
Décomposition,เหี่ยวเฉา,th-TH
Dégâts instantanés,เสียเลือดทันที,th-TH
Eile,ขุดเร็ว,th-TH
Emilim,ดูดซับ,th-TH
Energia condotta,พลังศิรา,th-TH
Eroe del villaggio,ฮีโร่ของหมู่บ้าน,th-TH
Escuridão,มืดมิด,th-TH
Etkisiz,ไม่มีเอฟเฟกต์,th-TH
Exaustão,ขุดช้า,th-TH
Extraenergie,เพิ่มเลือด,th-TH
Faiblesse,โจมตีเบา,th-TH
Faim,หิวเร็ว,th-TH
Fame,หิวเร็ว,th-TH
Fatiga minera,ขุดช้า,th-TH
Fatigue de minage,ขุดช้า,th-TH
Feuerresistenz,กันไฟ,th-TH
Fiato del nautilo,ลมหายใจแห่งหอยงวงช้าง,th-TH
Fire Resistance,กันไฟ,th-TH
Fome,หิวเร็ว,th-TH
Force,โจมตีแรง,th-TH
Force de conduit,พลังศิรา,th-TH
Fortuna,โชค,th-TH
Forza,โจมตีแรง,th-TH
Força,โจมตีแรง,th-TH
Fraqueza,โจมตีเบา,th-TH
Fuerza,โจมตีแรง,th-TH
Gece Görüşü,มองกลางคืน,th-TH
Glowing,เรืองแสง,th-TH
Glück,โชค,th-TH
Gracia de delfín,ลีลาของโลมา,th-TH
Grazia delfina,ลีลาของโลมา,th-TH
Grâce du dauphin,ลีลาของโลมา,th-TH
Gunst des Delfins,ลีลาของโลมา,th-TH
Görünmezlik,ล่องหน,th-TH
Hambre,หิวเร็ว,th-TH
Haste,ขุดเร็ว,th-TH
Health Boost,เพิ่มเลือด,th-TH
Held des Dorfes,ฮีโร่ของหมู่บ้าน,th-TH
Hero of the Village,ฮีโร่ของหมู่บ้าน,th-TH
Herói da Vila,ฮีโร่ของหมู่บ้าน,th-TH
Hunger,หิวเร็ว,th-TH
Héroe de la aldea,ฮีโร่ของหมู่บ้าน,th-TH
Héros du village,ฮีโร่ของหมู่บ้าน,th-TH
