source,target,tgt_lng
Abenteuermodus,โหมดผจญภัย,th-TH
Adventure Mode,โหมดผจญภัย,th-TH
Avventura,โหมดผจญภัย,th-TH
Cambiato la tua modalità di gioco in %s,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
Chế độ chơi của bạn đã được cập nhật thành %s,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
Chế độ khán giả,โหมดผู้ชม,th-TH
Chế độ phiêu lưu,โหมดผจญภัย,th-TH
Chế độ sinh tồn,โหมดเอาชีวิตรอด,th-TH
Chế độ siêu khó,โหมดฮาร์ดคอร์,th-TH
Chế độ sáng tạo,โหมดสร้างสรรค์,th-TH
Creativa,โหมดสร้างสรรค์,th-TH
Creative Mode,โหมดสร้างสรรค์,th-TH
Dein Spielmodus wurde zu %s geändert,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
Estrema,โหมดฮาร์ดคอร์,th-TH
Hardcore Mode,โหมดฮาร์ดคอร์,th-TH
Hardcore‐Modus,โหมดฮาร์ดคอร์,th-TH
Hayatta Kalma Modu,โหมดเอาชีวิตรอด,th-TH
Kreativmodus,โหมดสร้างสรรค์,th-TH
Macera Modu,โหมดผจญภัย,th-TH
Mode Aventure,โหมดผจญภัย,th-TH
Mode Créatif,โหมดสร้างสรรค์,th-TH
Mode Hardcore,โหมดฮาร์ดคอร์,th-TH
Mode Spectateur,โหมดผู้ชม,th-TH
Mode Survie,โหมดเอาชีวิตรอด,th-TH
Modo Aventura,โหมดผจญภัย,th-TH
Modo aventura,โหมดผจญภัย,th-TH
Modo creativo,โหมดสร้างสรรค์,th-TH
Modo Criativo,โหมดสร้างสรรค์,th-TH
Modo Espectador,โหมดผู้ชม,th-TH
Modo espectador,โหมดผู้ชม,th-TH
Modo extremo,โหมดฮาร์ดคอร์,th-TH
Modo Intenso,โหมดฮาร์ดคอร์,th-TH
Modo Sobrevivência,โหมดเอาชีวิตรอด,th-TH
Modo supervivencia,โหมดเอาชีวิตรอด,th-TH
Oyun modunuz %s olarak değiştirildi,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
Seu modo de jogo foi alterado para %s,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
Seyirci Modu,โหมดผู้ชม,th-TH
Sopravvivenza,โหมดเอาชีวิตรอด,th-TH
Spectator Mode,โหมดผู้ชม,th-TH
Spettatore,โหมดผู้ชม,th-TH
Survival Mode,โหมดเอาชีวิตรอด,th-TH
Tu modo de juego ha cambiado a %s,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
Votre mode de jeu a été changé en %s,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
Yaratıcı Mod,โหมดสร้างสรรค์,th-TH
Your game mode has been updated to %s,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
Zorlayıcı Mod,โหมดฮาร์ดคอร์,th-TH
Zuschauermodus,โหมดผู้ชม,th-TH
Überlebensmodus,โหมดเอาชีวิตรอด,th-TH
Ваш режим игры изменён на %s,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
Режим выживания,โหมดเอาชีวิตรอด,th-TH
Режим наблюдателя,โหมดผู้ชม,th-TH
Режим приключений,โหมดผจญภัย,th-TH
Творческий режим,โหมดสร้างสรรค์,th-TH
Хардкор,โหมดฮาร์ดคอร์,th-TH
アドベンチャーモード,โหมดผจญภัย,th-TH
クリエイティブモード,โหมดสร้างสรรค์,th-TH
ゲームモードが%sに変更されました,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
サバイバルモード,โหมดเอาชีวิตรอด,th-TH
スペクテイターモード,โหมดผู้ชม,th-TH
ハードコアモード,โหมดฮาร์ดคอร์,th-TH
你的游戏模式已被更新为%s,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
你的遊戲模式已被更新為 %s,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
冒险模式,โหมดผจญภัย,th-TH
冒險模式,โหมดผจญภัย,th-TH
创造模式,โหมดสร้างสรรค์,th-TH
創造模式,โหมดสร้างสรรค์,th-TH
旁觀者模式,โหมดผู้ชม,th-TH
旁观模式,โหมดผู้ชม,th-TH
极限模式,โหมดฮาร์ดคอร์,th-TH
極限模式,โหมดฮาร์ดคอร์,th-TH
生存模式,โหมดเอาชีวิตรอด,th-TH
게임 모드가 %s로 갱신되었습니다,โหมดเกมของคุณได้รับการอัปเดตเป็น %s,th-TH
관전 모드,โหมดผู้ชม,th-TH
모험 모드,โหมดผจญภัย,th-TH
서바이벌 모드,โหมดเอาชีวิตรอด,th-TH
크리에이티브 모드,โหมดสร้างสรรค์,th-TH
하드코어 모드,โหมดฮาร์ดคอร์,th-TH
