source,target,tgt_lng
Alhacén,Alhaitham,vi-VN
Aliosha,Alyosha,vi-VN
Andarilho,Kẻ Lang Thang,vi-VN
Avare,Kẻ Lang Thang,vi-VN
Bárbara,Barbara,vi-VN
Citlalí,Citlali,vi-VN
Colombina,Columbina,vi-VN
Faruzán,Faruzan,vi-VN
Fréminet,Freminet,vi-VN
Gezgin (Ateş),Nhà Lữ Hành (Hỏa),vi-VN
Gezgin (Buz),Nhà Lữ Hành (Băng),vi-VN
Gezgin (Doğa),Nhà Lữ Hành (Thảo),vi-VN
Gezgin (Elektrik),Nhà Lữ Hành (Lôi),vi-VN
Gezgin (Rüzgar),Nhà Lữ Hành (Phong),vi-VN
Gezgin (Su),Nhà Lữ Hành (Thủy),vi-VN
Gezgin (Toprak),Nhà Lữ Hành (Nham),vi-VN
Hutao,Hu Tao,vi-VN
Iansán,Iansan,vi-VN
Ifá,Ifa,vi-VN
Keching,Keqing,vi-VN
Laila,Layla,vi-VN
Linnéa,Linnea,vi-VN
Ninguang,Ningguang,vi-VN
Nomade,Kẻ Lang Thang,vi-VN
Noëlle,Noelle,vi-VN
Néfer,Nefer,vi-VN
Reisende (Anemo),Nhà Lữ Hành (Phong),vi-VN
Reisende (Dendro),Nhà Lữ Hành (Thảo),vi-VN
Reisende (Elektro),Nhà Lữ Hành (Lôi),vi-VN
Reisende (Geo),Nhà Lữ Hành (Nham),vi-VN
Reisende (Hydro),Nhà Lữ Hành (Thủy),vi-VN
Reisende (Kryo),Nhà Lữ Hành (Băng),vi-VN
Reisende (Pyro),Nhà Lữ Hành (Hỏa),vi-VN
Rosalia,Rosaria,vi-VN
Sacarosa,Sucrose,vi-VN
Saccharose,Sucrose,vi-VN
Shogun Raiden,Raiden Shogun,vi-VN
Shougun Raiden,Raiden Shogun,vi-VN
Thomas,Thoma,vi-VN
Tignari,Tighnari,vi-VN
Traveler (Anemo),Nhà Lữ Hành (Phong),vi-VN
Traveler (Cryo),Nhà Lữ Hành (Băng),vi-VN
Traveler (Dendro),Nhà Lữ Hành (Thảo),vi-VN
Traveler (Electro),Nhà Lữ Hành (Lôi),vi-VN
Traveler (Geo),Nhà Lữ Hành (Nham),vi-VN
Traveler (Hydro),Nhà Lữ Hành (Thủy),vi-VN
Traveler (Pyro),Nhà Lữ Hành (Hỏa),vi-VN
Trotamundos,Kẻ Lang Thang,vi-VN
Vagabondo,Kẻ Lang Thang,vi-VN
Viaggiatore (Anemo),Nhà Lữ Hành (Phong),vi-VN
Viaggiatore (Cryo),Nhà Lữ Hành (Băng),vi-VN
Viaggiatore (Dendro),Nhà Lữ Hành (Thảo),vi-VN
Viaggiatore (Electro),Nhà Lữ Hành (Lôi),vi-VN
Viaggiatore (Geo),Nhà Lữ Hành (Nham),vi-VN
Viaggiatore (Hydro),Nhà Lữ Hành (Thủy),vi-VN
Viaggiatore (Pyro),Nhà Lữ Hành (Hỏa),vi-VN
Viajante (Anemo),Nhà Lữ Hành (Phong),vi-VN
Viajante (Cryo),Nhà Lữ Hành (Băng),vi-VN
