source,target,tgt_lng
Aaron Cherof — Precipice,Aaron Cherof - Precipice,zh-CN
Aaron Cherof — Relic,Aaron Cherof - Relic,zh-CN
Amos Roddy – Tears,Amos Roddy - Tears,zh-CN
Amos Roddy — Tears,Amos Roddy - Tears,zh-CN
C418 — 11,C418 - 11,zh-CN
C418 — 13,C418 - 13,zh-CN
C418 — blocks,C418 - blocks,zh-CN
C418 — cat,C418 - cat,zh-CN
C418 — chirp,C418 - chirp,zh-CN
C418 — far,C418 - far,zh-CN
C418 — mall,C418 - mall,zh-CN
C418 — mellohi,C418 - mellohi,zh-CN
C418 — stal,C418 - stal,zh-CN
C418 — strad,C418 - strad,zh-CN
C418 — wait,C418 - wait,zh-CN
C418 — ward,C418 - ward,zh-CN
fingerspit — Bounce,fingerspit - Bounce,zh-CN
Hyper Potions — Lava Chicken,Hyper Potions - Lava Chicken,zh-CN
Lena Raine - Creator (boîte à musique),Lena Raine - Creator（八音盒）,zh-CN
Lena Raine - Creator (caja de música),Lena Raine - Creator（八音盒）,zh-CN
Lena Raine - Creator (Hộp nhạc),Lena Raine - Creator（八音盒）,zh-CN
Lena Raine - Creator (Music Box),Lena Raine - Creator（八音盒）,zh-CN
Lena Raine - Creator (Müzik Kutusu),Lena Raine - Creator（八音盒）,zh-CN
Lena Raine - Creator (Spieluhr),Lena Raine - Creator（八音盒）,zh-CN
Lena Raine - Creator (กล่องดนตรี),Lena Raine - Creator（八音盒）,zh-CN
Lena Raine - Creator (오르골),Lena Raine - Creator（八音盒）,zh-CN
Lena Raine - Creator（オルゴール）,Lena Raine - Creator（八音盒）,zh-CN
Lena Raine - Creator（音樂盒）,Lena Raine - Creator（八音盒）,zh-CN
Lena Raine — Creator,Lena Raine - Creator,zh-CN
Lena Raine — Creator (Caixa Musical),Lena Raine - Creator（八音盒）,zh-CN
Lena Raine — Creator (carillon),Lena Raine - Creator（八音盒）,zh-CN
Lena Raine — otherside,Lena Raine - otherside,zh-CN
Lena Raine — Pigstep,Lena Raine - Pigstep,zh-CN
Samuel Åberg — 5,Samuel Åberg - 5,zh-CN
Аарон Шероф — Precipice,Aaron Cherof - Precipice,zh-CN
Аарон Шероф — Relic,Aaron Cherof - Relic,zh-CN
Лена Рейн — Creator,Lena Raine - Creator,zh-CN
Лена Рейн — Creator (Музыкальная шкатулка),Lena Raine - Creator（八音盒）,zh-CN
Лена Рейн — otherside,Lena Raine - otherside,zh-CN
Лена Рейн — Pigstep,Lena Raine - Pigstep,zh-CN
Самуель Оберг — 5,Samuel Åberg - 5,zh-CN
Эймос Родди — Tears,Amos Roddy - Tears,zh-CN
