source,target,tgt_lng
Altın Materyal,金质,zh-CN
Amethyst,紫水晶质,zh-CN
Amethyst Material,紫水晶质,zh-CN
Ametist Materyal,紫水晶质,zh-CN
Bakır Materyal,铜质,zh-CN
Copper Material,铜质,zh-CN
D'oro,金质,zh-CN
Demir Materyal,铁质,zh-CN
Di ametista,紫水晶质,zh-CN
Di diamante,钻石质,zh-CN
Di ferro,铁质,zh-CN
Di lapislazzuli,青金石质,zh-CN
Di netherite,下界合金质,zh-CN
Di quarzo,石英质,zh-CN
Di rame,铜质,zh-CN
Di redstone,红石质,zh-CN
Di resina,树脂质,zh-CN
Di smeraldo,绿宝石质,zh-CN
Diamant,钻石质,zh-CN
Diamond Material,钻石质,zh-CN
Eisen,铁质,zh-CN
Elmas Materyal,钻石质,zh-CN
Emerald Material,绿宝石质,zh-CN
En améthyste,紫水晶质,zh-CN
En cuivre,铜质,zh-CN
En diamant,钻石质,zh-CN
En fer,铁质,zh-CN
En lapis-lazuli,青金石质,zh-CN
En netherite,下界合金质,zh-CN
En or,金质,zh-CN
En quartz,石英质,zh-CN
En redstone,红石质,zh-CN
En résine,树脂质,zh-CN
En émeraude,绿宝石质,zh-CN
Gold,金质,zh-CN
Gold Material,金质,zh-CN
Harz,树脂质,zh-CN
Incrustaciones de amatista,紫水晶质,zh-CN
Incrustaciones de cobre,铜质,zh-CN
Incrustaciones de cuarzo,石英质,zh-CN
Incrustaciones de diamante,钻石质,zh-CN
Incrustaciones de esmeralda,绿宝石质,zh-CN
Incrustaciones de hierro,铁质,zh-CN
Incrustaciones de lapislázuli,青金石质,zh-CN
Incrustaciones de netherita,下界合金质,zh-CN
Incrustaciones de oro,金质,zh-CN
Incrustaciones de redstone,红石质,zh-CN
Incrustaciones de resina,树脂质,zh-CN
Iron Material,铁质,zh-CN
Kupfer,铜质,zh-CN
Kuvars Materyal,石英质,zh-CN
Lapis Material,青金石质,zh-CN
Lapis Materyal,青金石质,zh-CN
Lapislazuli,青金石质,zh-CN
Material de Ametista,紫水晶质,zh-CN
Material de Cobre,铜质,zh-CN
Material de Diamante,钻石质,zh-CN
Material de Esmeralda,绿宝石质,zh-CN
Material de Ferro,铁质,zh-CN
Material de Lápis-Lazúli,青金石质,zh-CN
Material de Netherita,下界合金质,zh-CN
Material de Ouro,金质,zh-CN
Material de Quartzo,石英质,zh-CN
Material de Redstone,红石质,zh-CN
Material de Resina,树脂质,zh-CN
Netherit,下界合金质,zh-CN
Netherit Materyal,下界合金质,zh-CN
Netherite Material,下界合金质,zh-CN
Quartz Material,石英质,zh-CN
Quarz,石英质,zh-CN
Redstone,红石质,zh-CN
Redstone Material,红石质,zh-CN
Redstone Materyal,红石质,zh-CN
Resin Material,树脂质,zh-CN
Reçine Materyal,树脂质,zh-CN
Smaragd,绿宝石质,zh-CN
Vật liệu kim cương,钻石质,zh-CN
Vật liệu Netherit,下界合金质,zh-CN
Vật liệu ngọc lưu ly,青金石质,zh-CN
Vật liệu ngọc lục bảo,绿宝石质,zh-CN
Vật liệu nhựa cây,树脂质,zh-CN
Vật liệu Redstone,红石质,zh-CN
Vật liệu sắt,铁质,zh-CN
Vật liệu thạch anh,石英质,zh-CN
Vật liệu thạch anh tím,紫水晶质,zh-CN
Vật liệu vàng,金质,zh-CN
Vật liệu đồng,铜质,zh-CN
Zümrüt Materyal,绿宝石质,zh-CN
Алмазная,钻石质,zh-CN
Аметистовая,紫水晶质,zh-CN
Железная,铁质,zh-CN
Золотая,金质,zh-CN
Изумрудная,绿宝石质,zh-CN
Кварцевая,石英质,zh-CN
Лазуритовая,青金石质,zh-CN
Медная,铜质,zh-CN
Незеритовая,下界合金质,zh-CN
Редстоуновая,红石质,zh-CN
Смоляная,树脂质,zh-CN
วัสดุควอตซ์,石英质,zh-CN
วัสดุทอง,金质,zh-CN
วัสดุทองแดง,铜质,zh-CN
วัสดุมรกต,绿宝石质,zh-CN
วัสดุยางไม้,树脂质,zh-CN
วัสดุเนเธอไรต์,下界合金质,zh-CN
วัสดุเพชร,钻石质,zh-CN
วัสดุเรดสโตน,红石质,zh-CN
วัสดุเหล็ก,铁质,zh-CN
วัสดุแลพิส,青金石质,zh-CN
วัสดุแอเมทิสต์,紫水晶质,zh-CN
アメジスト素材,紫水晶质,zh-CN
エメラルド素材,绿宝石质,zh-CN
ダイヤモンド素材,钻石质,zh-CN
ネザライト素材,下界合金质,zh-CN
ネザークォーツ素材,石英质,zh-CN
ラピスラズリ素材,青金石质,zh-CN
レッドストーン素材,红石质,zh-CN
樹脂材質,树脂质,zh-CN
樹脂素材,树脂质,zh-CN
獄髓材質,下界合金质,zh-CN
石英材質,石英质,zh-CN
紅石材質,红石质,zh-CN
紫水晶材質,紫水晶质,zh-CN
綠寶石材質,绿宝石质,zh-CN
金材質,金质,zh-CN
金素材,金质,zh-CN
鉄素材,铁质,zh-CN
銅材質,铜质,zh-CN
銅素材,铜质,zh-CN
鐵材質,铁质,zh-CN
鑽石材質,钻石质,zh-CN
青金石材質,青金石质,zh-CN
구리 소재,铜质,zh-CN
금 소재,金质,zh-CN
네더라이트 소재,下界合金质,zh-CN
다이아몬드 소재,钻石质,zh-CN
레드스톤 소재,红石质,zh-CN
석영 소재,石英质,zh-CN
수지 소재,树脂质,zh-CN
에메랄드 소재,绿宝石质,zh-CN
자수정 소재,紫水晶质,zh-CN
철 소재,铁质,zh-CN
청금석 소재,青金石质,zh-CN
