source,target,tgt_lng
%s caindo,%s en caída,es-ES
%s in caduta,%s en caída,es-ES
%s qui tombe,%s en caída,es-ES
%s türündeki canlı çağrılamıyor,No se pudo generar la entidad de tipo %s,es-ES
%s đang rơi,%s en caída,es-ES
%s в падении,%s en caída,es-ES
%s 유형의 개체를 소환할 수 없습니다,No se pudo generar la entidad de tipo %s,es-ES
%sกำลังตก,%s en caída,es-ES
%sという種類のエンティティを召喚することができません,No se pudo generar la entidad de tipo %s,es-ES
Abeille,Abeja,es-ES
Abelha,Abeja,es-ES
Acacia Boat,Barca de acacia,es-ES
Acacia Boat with Chest,Barca de acacia con cofre,es-ES
Afogado,Ahogado,es-ES
Agricoltore,Agricultor,es-ES
Akasya Tekne,Barca de acacia,es-ES
Akazienholzboot,Barca de acacia,es-ES
Akazienholztruhenboot,Barca de acacia con cofre,es-ES
Aksolotl,Ajolote,es-ES
Aldeão,Aldeano,es-ES
Aldeão Zumbi,Aldeano zombi,es-ES
Alet Ustası,Herrero de herramientas,es-ES
Alleviante,Allay,es-ES
Almofada,Cojín,es-ES
Ampolla d'esperienza lanciata,Frasco con experiencia lanzado,es-ES
Anemone,Anémona,es-ES
Anemonenfisch,Anémona,es-ES
Anfiprione,Anémona,es-ES
Annegato,Ahogado,es-ES
Antriebslore,Vagoneta con horno,es-ES
Anêmona,Anémona,es-ES
Ape,Abeja,es-ES
Araignée,Araña,es-ES
Araignée venimeuse,Araña de cueva,es-ES
Aranha,Araña,es-ES
Aranha das Cavernas,Araña de cueva,es-ES
Area Effect Cloud,Nube de efecto persistente,es-ES
Argilécaille,Pez arcilla,es-ES
Armaiolo,Herrero de armas,es-ES
Armeiro,Herrero de armaduras,es-ES
Armeiro,Herrero de armas,es-ES
Armor Stand,Soporte para armadura,es-ES
Armorer,Herrero de armaduras,es-ES
Armurier,Herrero de armaduras,es-ES
Arpenteur,Lavagante,es-ES
Arrow,Flecha,es-ES
Arı,Abeja,es-ES
Asino,Burro,es-ES
Assolotto,Ajolote,es-ES
At,Caballo,es-ES
Ateş Topu,Bola de fuego,es-ES
Ateşlenmiş TNT,Dinamita activada,es-ES
Austral,Kob,es-ES
Axolote,Ajolote,es-ES
Axolotl,Ajolote,es-ES
Azzannatore rosso,Pargo rojo emperador,es-ES
Açougueiro,Carnicero,es-ES
Bacalhau,Bacalao,es-ES
Baiacu,Pez globo,es-ES
Bakır Golem,Gólem de cobre,es-ES
Baliste,Pez ballesta,es-ES
Balçık,Slime,es-ES
Balıkçı,Pescador,es-ES
Bamboo Raft,Balsa de bambú,es-ES
Bamboo Raft with Chest,Balsa de bambú con cofre,es-ES
Bambu Sal,Balsa de bambú,es-ES
Bambus-Truhenfloß,Balsa de bambú con cofre,es-ES
Bambusfloß,Balsa de bambú,es-ES
Barca con baule,Barca con cofre,es-ES
Barca di abete,Barca de abeto,es-ES
Barca di abete con baule,Barca de abeto con cofre,es-ES
Barca di acacia,Barca de acacia,es-ES
Barca di acacia con baule,Barca de acacia con cofre,es-ES
Barca di betulla,Barca de abedul,es-ES
Barca di betulla con baule,Barca de abedul con cofre,es-ES
Barca di ciliegio,Barca de cerezo,es-ES
Barca di ciliegio con baule,Barca de cerezo con cofre,es-ES
Barca di mangrovia,Barca de mangle,es-ES
Barca di mangrovia con baule,Barca de mangle con cofre,es-ES
Barca di mogano,Barca de jungla,es-ES
Barca di mogano con baule,Barca de jungla con cofre,es-ES
Barca di pioppo,Barca de álamo,es-ES
Barca di pioppo con baule,Barca de álamo con cofre,es-ES
Barca di quercia,Barca de roble,es-ES
Barca di quercia con baule,Barca de roble con cofre,es-ES
Barca di quercia pallida,Barca de roble pálido,es-ES
Barca di quercia pallida con baule,Barca de roble pálido con cofre,es-ES
Barca di quercia scura,Barca de roble oscuro,es-ES
Barca di quercia scura con baule,Barca de roble oscuro con cofre,es-ES
Bat,Murciélago,es-ES
Bateau,Barca,es-ES
Bateau de stockage,Barca con cofre,es-ES
Bateau de stockage en acacia,Barca de acacia con cofre,es-ES
Bateau de stockage en acajou,Barca de jungla con cofre,es-ES
Bateau de stockage en bouleau,Barca de abedul con cofre,es-ES
Bateau de stockage en cerisier,Barca de cerezo con cofre,es-ES
Bateau de stockage en chêne,Barca de roble con cofre,es-ES
Bateau de stockage en chêne noir,Barca de roble oscuro con cofre,es-ES
Bateau de stockage en chêne pâle,Barca de roble pálido con cofre,es-ES
Bateau de stockage en palétuvier,Barca de mangle con cofre,es-ES
Bateau de stockage en peuplier,Barca de álamo con cofre,es-ES
Bateau de stockage en sapin,Barca de abeto con cofre,es-ES
Bateau en acacia,Barca de acacia,es-ES
Bateau en acajou,Barca de jungla,es-ES
Bateau en bouleau,Barca de abedul,es-ES
Bateau en cerisier,Barca de cerezo,es-ES
Bateau en chêne,Barca de roble,es-ES
Bateau en chêne noir,Barca de roble oscuro,es-ES
Bateau en chêne pâle,Barca de roble pálido,es-ES
Bateau en palétuvier,Barca de mangle,es-ES
Bateau en peuplier,Barca de álamo,es-ES
Bateau en sapin,Barca de abeto,es-ES
Batık,Ciénago,es-ES
Bauer,Agricultor,es-ES
Bavosa rossa,Blenio de labios rojos,es-ES
Bee,Abeja,es-ES
Befehlsblocklore,Vagoneta con bloque de comandos,es-ES
Berger,Pastor,es-ES
Betta,Pez betta,es-ES
Betty,Pez betta,es-ES
Bibliotecário,Bibliotecario,es-ES
Bibliothekar,Bibliotecario,es-ES
Bibliothécaire,Bibliotecario,es-ES
Biene,Abeja,es-ES
Bigarrin,Rayado,es-ES
Birch Boat,Barca de abedul,es-ES
Birch Boat with Chest,Barca de abedul con cofre,es-ES
Birkenholzboot,Barca de abedul,es-ES
Birkenholztruhenboot,Barca de abedul con cofre,es-ES
Black Tang,Pez cirujano negro,es-ES
Blasseichenholzboot,Barca de roble pálido,es-ES
Blasseichenholztruhenboot,Barca de roble pálido con cofre,es-ES
Blauer Segelflossendoktor,Pez cirujano azul,es-ES
Blennie à lèvres rouges,Blenio de labios rojos,es-ES
Blitz,Rayo,es-ES
Bloc holographique,Bloque holográfico,es-ES
Bloc qui tombe,Bloque en caída,es-ES
Blocco in caduta,Bloque en caída,es-ES
Block Display,Bloque holográfico,es-ES
Blockdarsteller,Bloque holográfico,es-ES
Blockfisch,Pez bloque,es-ES
Blockfish,Pez bloque,es-ES
Bloco em Queda,Bloque en caída,es-ES
Blok Gösterici,Bloque holográfico,es-ES
Blue Tang,Pez cirujano azul,es-ES
Boat,Barca,es-ES
Boat with Chest,Barca con cofre,es-ES
Bogged,Ciénago,es-ES
Boia de Pesca,Anzuelo,es-ES
Bola de Fogo,Bola de fuego,es-ES
Bola de Fogo do Dragão,Bola de fuego de dragón,es-ES
Bola de Fogo Pequena,Bola de fuego pequeña,es-ES
Bola de Neve,Bola de nieve,es-ES
Boot,Barca,es-ES
Bote,Barca,es-ES
Bote com Baú,Barca con cofre,es-ES
Bote da Selva,Barca de jungla,es-ES
Bote da Selva com Baú,Barca de jungla con cofre,es-ES
Bote de Abeto,Barca de abeto,es-ES
Bote de Abeto com Baú,Barca de abeto con cofre,es-ES
Bote de Acácia,Barca de acacia,es-ES
Bote de Acácia com Baú,Barca de acacia con cofre,es-ES
Bote de Bétula,Barca de abedul,es-ES
Bote de Bétula com Baú,Barca de abedul con cofre,es-ES
