source,target,tgt_lng
'햇빛이여 비추소서' 출석 이벤트,May the Sunshine Still Sign-In Event,en-US
10회 헤드헌팅 허가증 증정,Free 10-roll limited pull,en-US
2024 페스티벌 출석,2024 Festival Sign-In,en-US
2024罗德岛新春签到,2024 Festival Sign-In,en-US
2025歡聚紀念限時活動,2025 Commemorative Limited-Time Event,en-US
2025罗德岛新春签到,2025 Festival Sign-In,en-US
2025羅德島慶典簽到,2025 Festival Sign-In,en-US
2025羅德島新春簽到,2024 Festival Sign-In,en-US
2025跨年纪念限时活动,2025 Commemorative Limited-Time Event,en-US
2026罗德岛新春签到,2026 Festival Sign-In,en-US
2026羅德島新春簽到,2026 Festival Sign-In,en-US
4.5周年スタンプラリー,2024 Festival Sign-In,en-US
5.5周年スタンプラリー,2025 Festival Sign-In,en-US
5周年 スタンプ,Brilliant Sun Rippling Sand Sign-In Event,en-US
5周年 ログイン,Free 10-roll limited pull,en-US
6.5周年スタンプラリー,2026 Festival Sign-In,en-US
6周年 スタンプ,Traces of Time Sign-in Event,en-US
6周年特別記念ログイン,Anniversary Celebration Special Event,en-US
OP:LA,Operation Lucent Arrowhead,en-US
OP:OD,Operation Originium Dust,en-US
OP:OD復刻,Operation Originium Dust - Retrospection,en-US
「福呼ぶ祭太鼓」期間限定任務,Gyoko Kichion Limited-Time Mission,en-US
かんから祈り札,Surpriseful Supplications,en-US
この炎が照らす先,What the Firelight Casts,en-US
この炎が照らす先・復刻,What the Firelight Casts - Retrospection,en-US
なないろのお茶会,Sweetness Overload Collaboration Event,en-US
また会えたね,It's Been a While,en-US
また明日,See You Soon,en-US
アイアンリストシティ産業懇談会,Iron Fist City Industry Cooperation Forum,en-US
アテヌス復讐記,Medjehtiqedti Bound,en-US
アークナイツ×R6Sスタンプラリー,Arknights x Rainbow Six Siege Login Event,en-US
ウォルモンドの薄暮,Twilight of Wolumonde,en-US
ウォルモンドの薄暮・復刻,Twilight of Wolumonde - Rerun,en-US
ウルサスの子供たち,Children of Ursus,en-US
エイプリルフール,April Fools' Day Event,en-US
カリパスバレー採鉱区,Callipers Valley Mining Area Provisional Mining Permit,en-US
ケオベの茸狩迷界,Ceobe's Fungimist,en-US
コラボスタンプラリー「だらだら気分」,Languid Sentiment,en-US
コータスバレー採鉱区,'Cautus Valley Mining Area' Login Event,en-US
ゴードバレー採鉱区,Gourd Valley Mining Area Login Event,en-US
サルカズの炉辺奇談,Sarkaz's Furnaceside Fables,en-US
シラクザーノ,IL Siracusano,en-US
シラクザーノ・復刻,Il Siracusano - Retrospection,en-US
スタンプラリー,2025 Commemorative Limited-Time Event,en-US
スタンプラリー,Commemorative Sign-In Event,en-US
スタンプラリー,Limited-time Login Event,en-US
スタンプラリー,May the Sunshine Still Sign-In Event,en-US
ダーティマネー,Come Catastrophes or Wakes of Vultures,en-US
ダーティマネー・復刻,Come Catastrophes or Wakes of Vultures - Rerun,en-US
ツヴィリングトゥルムの黄金,Zwillingstürme im Herbst,en-US
ツヴィリングトゥルムの黄金・復刻,Zwillingstürme im Herbst - Rerun,en-US
テラ飯,Delicious On Terra,en-US
テラ魔物品評,Have A Taste Of Terran Monsters,en-US
