source,target,tgt_lng
'블러드 다이아몬드'의 노래,Blood Diamond's Song,en-US
'이런' 일,Times Like These,en-US
2차 돌격,Second Charge,en-US
600ポンド,Six Hundred Pounds,en-US
A6が生まれた日,The Founding of A6,en-US
A6成立的那一天,The Founding of A6,en-US
A6의 설립일,The Founding of A6,en-US
MCタイム,Interview Time,en-US
Made in Volcano,Made of Lava,en-US
ROCK'N'ROLL,Rock On,en-US
“血鑽”的歌聲,Blood Diamond's Song,en-US
“血钻”的歌声,Blood Diamond's Song,en-US
「尖り」の味わい,Taste of Thorns,en-US
「緋き貴石」の歌声,Blood Diamond's Song,en-US
「英雄」とは,Of Heroes,en-US
「飛ぶな」の禁,No-Fly Zone,en-US
あてのない旅,Blind Journey,en-US
あなたに傘を,Under My Umbrella,en-US
あなたのお役に立つわ！,Justice Knight is Here For You!,en-US
あなたの目となって,I Shall Be Your Eyes,en-US
あの日の演目,The Play That Was,en-US
あばら屋,Hermit Abode,en-US
ある落書き,A Piece of Graffiti,en-US
ある選択,Certain Choices,en-US
いくつかの誤解,Misunderstandings,en-US
いずれは共に,We will all Go Together,en-US
いずれまた逢おう,Promises of Reunion,en-US
いってらっしゃい,Have A Safe Trip,en-US
いつかの日に別れを,Before I Say Goodbye,en-US
いつの日か,One Day,en-US
いつもの夕日,An Ordinary Sunset,en-US
いつも通り,Business as Usual,en-US
うたかたの「意志」,"Will, Phantom Wisps",en-US
うつむく,Heads Down,en-US
おやすみなさい,Good Night,en-US
お前だけが知っている,Only You Know,en-US
お昼休み,Lunchtime Nap,en-US
お祭り前の肩慣らし,Warm-Up,en-US
お耳を垂らせる？,Do Your Ears Hang Low?,en-US
お菓子の家,The Candy House,en-US
お遊びの中で,Funtime,en-US
かくれんぼ,Hide-and-Seek,en-US
かつて見つめたもの,I Have Gazed,en-US
この両足で,On My Own Two Legs,en-US
この剣を執る者,Bearer of the Sword,en-US
この命でもって,A Life for a Life,en-US
こんな事,Times Like These,en-US
さあ、行こう,"Let's Go, Let's Go",en-US
さようなら、さようなら,"Goodbye, Goodbye",en-US
さらば、塩海よ,"Adios, Salt Flat",en-US
さらば、大地よ,"Adios, Tierra",en-US
さらばロイ,Farewell Roy,en-US
さらば密林,Out of the Jungle,en-US
すべきこと,What You've Gotta Do,en-US
すれ違い,Passing,en-US
その全てを忘れず,Memoria,en-US
その小さな一歩,One Small Step For Her,en-US
そびえたつ城壁,A Citadel and Its Walls,en-US
それぞれの準備,Preparing,en-US
それぞれの行動,Mutual Benefits,en-US
それぞれの長所,Individual Strengths,en-US
それぞれの願う明日,The Myriad Dreams,en-US
たぎる血潮,Hemorrheal Billows,en-US
たそがれ,Dusk,en-US
ただ夜明けを待つ,Just Wait For Daybreak,en-US
たまには真剣に,Rarely Serious,en-US
つがいの羽獣,A Pair of Fowlbeasts,en-US
とある事故,Crash,en-US
とある葬式,A Funeral,en-US
とどろく,Roar,en-US
どっちがペット？,Who You Callin' Pet?,en-US
どでかい水たまり,The Great Aquapit,en-US
ほのかな灯り,Lantern's Twilight,en-US
また会う日まで,Until Next Time,en-US
まだ見ぬ景色,Vision Unseen,en-US
まだ響かぬ音,Unheard Sound,en-US
ゆっくり進む者,The Slow Walk Ahead,en-US
よりよい自分,For a Better Self,en-US
わだかまる苦厄,Anguish Hangs O'er,en-US
アイコンタクト,See and Salute,en-US
アイドルのプロモーション,Idol Promotion,en-US
アイリス,Iris,en-US
アシンメトリー庭園,Asymmetrical Garden,en-US
アルコールと偽薬,Alcohol and Placebo,en-US
アルコールの名のもとに！,In the Name of Alcohol!,en-US
イェラグの休日,Kjerag Holiday,en-US
インクの染み,Fallen Inktrails,en-US
インターバル,Intermission,en-US
ウェイ,Wei Yenwu,en-US
ウォームアップ,Warming-up,en-US
ウルサスへ,Отправляйтесь к Урсусу,en-US
エレンズチョイス,Ellen Select Technology Co.,en-US
エンドレス・サマー,In the Endless Summer,en-US
エーギル失格,Anathema of Ægir,en-US
オアシスの霹靂,A Bolt From the Blue Oasis,en-US
オリジムシとホップ,Originium Slugs and Hops,en-US
オリジムシの田舎風,Originium Slug Ranch,en-US
オークの老樹の下で,Under the Old Oak,en-US
カズデルにて,In Kazdel,en-US
カルネヴァーレの規則,Carnevale Charter,en-US
カレンデュラ,Marigold,en-US
カンパニー,Coworkers,en-US
ガヴィルの拳,Gavial's Fist,en-US
キュレーターの応接室,Curator's Reception Room,en-US
キラークイーン,Killer Queen,en-US
キーパーソン,VIP,en-US
ギャラリーバル,Museum Restaurant,en-US
グラスに注ぐ思い出,A Glass with Old Stories,en-US
グランドバザールで会おう,Take Me Out to the Grand Bazaar,en-US
グランファーロ,Gran Faro,en-US
