source,target,tgt_lng
Abedular,Birch Forest,en-US
Abedular ancestral,Old Growth Birch Forest,en-US
Abetal,Grove,en-US
Abgetragene Tafelberge,Eroded Badlands,en-US
Abisso oscuro,Deep Dark,en-US
Abîmes,Deep Dark,en-US
Alacalı Orman,Dappled Forest,en-US
Alm,Meadow,en-US
Altopiano della savana,Savanna Plateau,en-US
Ayçiçeği Ovaları,Sunflower Plains,en-US
Aşınmış Kırgıbayır,Eroded Badlands,en-US
Badlands boisées,Wooded Badlands,en-US
Badlands érodées,Eroded Badlands,en-US
Bambu Ormanı,Bamboo Jungle,en-US
Bambusdschungel,Bamboo Jungle,en-US
Basaltdeltas,Basalt Deltas,en-US
Bataklık,Swamp,en-US
Bazalt Deltaları,Basalt Deltas,en-US
Berghain,Grove,en-US
Bewaldete Tafelberge,Wooded Badlands,en-US
Birken-Urwald,Old Growth Birch Forest,en-US
Birkenwald,Birch Forest,en-US
Biển băng tuyết,Snowy Beach,en-US
Blasser Garten,Pale Garden,en-US
Blumenwald,Flower Forest,en-US
Boschetto,Grove,en-US
Boschetto di ciliegi,Cherry Grove,en-US
Bosque,Forest,en-US
Bosque,Grove,en-US
Bosque carmesí,Crimson Forest,en-US
Bosque distorsionado,Warped Forest,en-US
Bosque floral,Flower Forest,en-US
Bosque moteado,Dappled Forest,en-US
Bosque oscuro,Dark Forest,en-US
Bosque ventiscoso,Windswept Forest,en-US
Bosquet,Grove,en-US
Bosquet de cerisiers,Cherry Grove,en-US
Boşluk,The Void,en-US
Buntwald,Dappled Forest,en-US
Buz Dikitleri,Ice Spikes,en-US
Bãi biển,Beach,en-US
Bóng tối sâu thẳm,Deep Dark,en-US
Bờ đá,Stony Shore,en-US
Calanchi,Badlands,en-US
Calanchi boscosi,Wooded Badlands,en-US
Calanchi erosi,Eroded Badlands,en-US
Campi fungosi,Mushroom Fields,en-US
Campo de champiñones,Mushroom Fields,en-US
Campos de cogumelos,Mushroom Fields,en-US
Cao nguyên End,End Highlands,en-US
Cao nguyên Xavan,Savanna Plateau,en-US
Cavernas de enxofre,Sulfur Caves,en-US
Cavernas de espeleotemas,Dripstone Caves,en-US
Cavernas verdejantes,Lush Caves,en-US
Caverne di speleotemi,Dripstone Caves,en-US
Caverne di zolfo,Sulfur Caves,en-US
Caverne rigogliose,Lush Caves,en-US
Cavernes de soufre,Sulfur Caves,en-US
Cavernes de spéléothèmes,Dripstone Caves,en-US
Cavernes luxuriantes,Lush Caves,en-US
Cerejal,Cherry Grove,en-US
Cerezal,Cherry Grove,en-US
Champs de champignons,Mushroom Fields,en-US
Châu thổ đá bazan,Basalt Deltas,en-US
Colinas das ventanias,Windswept Hills,en-US
Colinas de cascalho das ventanias,Windswept Gravelly Hills,en-US
Colinas pedregosas ventiscosas,Windswept Gravelly Hills,en-US
Colinas ventiscosas,Windswept Hills,en-US
Colline di ghiaia ventose,Windswept Gravelly Hills,en-US
Colline ventose,Windswept Hills,en-US
Collines graveleuses venteuses,Windswept Gravelly Hills,en-US
Collines venteuses,Windswept Hills,en-US
Costa rocciosa,Stony Shore,en-US
Costa rochosa,Stony Shore,en-US
Costa rocosa,Stony Shore,en-US
Cuevas de azufre,Sulfur Caves,en-US
Cuevas frondosas,Lush Caves,en-US
Cuevas kársticas,Dripstone Caves,en-US
Cumbres escarpadas,Jagged Peaks,en-US
Cumbres heladas,Frozen Peaks,en-US
Cumbres rocosas,Stony Peaks,en-US
Côte rocheuse,Stony Shore,en-US
Cõi hư không,The Void,en-US
Damla Taş Mağaraları,Dripstone Caves,en-US
Das Ende,The End,en-US
Delta di basalto,Basalt Deltas,en-US
Deltas de basalte,Basalt Deltas,en-US
Deltas de basalto,Basalt Deltas,en-US
Derin Donmuş Okyanus,Deep Frozen Ocean,en-US
