source,target,tgt_lng
Alimentos e bebidas,Yiyecek ve İçecekler,tr-TR
Attrezzi e utilità,Aletler ve Araçlar,tr-TR
Barras de objetos guardadas,Kaydedilen Araç Çubukları,tr-TR
Barras rápidas salvas,Kaydedilen Araç Çubukları,tr-TR
Barre rapide salvate,Kaydedilen Araç Çubukları,tr-TR
Barres d'action sauvegardées,Kaydedilen Araç Çubukları,tr-TR
Baublöcke,İnşaat Blokları,tr-TR
Blocchi colorati,Renkli Bloklar,tr-TR
Blocchi da costruzione,İnşaat Blokları,tr-TR
Blocchi funzionali,İşlevsel Bloklar,tr-TR
Blocchi naturali,Doğal Bloklar,tr-TR
Blocos coloridos,Renkli Bloklar,tr-TR
Blocos de construção,İnşaat Blokları,tr-TR
Blocos de operador,Yönetici Araçları,tr-TR
Blocos de Redstone,Redstone Blokları,tr-TR
Blocos funcionais,İşlevsel Bloklar,tr-TR
Blocos naturais,Doğal Bloklar,tr-TR
Blocs colorés,Renkli Bloklar,tr-TR
Blocs de construction,İnşaat Blokları,tr-TR
Blocs fonctionnels,İşlevsel Bloklar,tr-TR
Blocs naturels,Doğal Bloklar,tr-TR
Bloques de colores,Renkli Bloklar,tr-TR
Bloques de construcción,İnşaat Blokları,tr-TR
Bloques funcionales,İşlevsel Bloklar,tr-TR
Bloques naturales,Doğal Bloklar,tr-TR
Building Blocks,İnşaat Blokları,tr-TR
Buscar itens,Eşya Ara,tr-TR
Búsqueda,Eşya Ara,tr-TR
Cerca...,Eşya Ara,tr-TR
Chiến đấu,Saldırı,tr-TR
Chế tạo,Üretim,tr-TR
Cibi e bevande,Yiyecek ve İçecekler,tr-TR
Colored Blocks,Renkli Bloklar,tr-TR
Combat,Saldırı,tr-TR
Combate,Saldırı,tr-TR
Combattimento,Saldırı,tr-TR
Comida y bebida,Yiyecek ve İçecekler,tr-TR
Consommables,Tüketilebilirler,tr-TR
Consumabili,Tüketilebilirler,tr-TR
Consumables,Tüketilebilirler,tr-TR
Consumibles,Tüketilebilirler,tr-TR
Consumíveis,Tüketilebilirler,tr-TR
Crafting,Üretim,tr-TR
Criaturas,Çağırma Yumurtaları,tr-TR
Công cụ & tiện ích,Aletler ve Araçlar,tr-TR
Fabbricazione,Üretim,tr-TR
Fabrication,Üretim,tr-TR
Fabricação,Üretim,tr-TR
Farbige Blöcke,Renkli Bloklar,tr-TR
Ferramentas e utilidades,Aletler ve Araçlar,tr-TR
Food & Drinks,Yiyecek ve İçecekler,tr-TR
Functional Blocks,İşlevsel Bloklar,tr-TR
Gebrauchsblöcke,İşlevsel Bloklar,tr-TR
Gespeicherte Schnellzugriffsleisten,Kaydedilen Araç Çubukları,tr-TR
Herramientas de admin.,Yönetici Araçları,tr-TR
Herramientas y útiles,Aletler ve Araçlar,tr-TR
Ingredientes,Malzemeler,tr-TR
Ingredienti,Malzemeler,tr-TR
Ingredients,Malzemeler,tr-TR
Ingrédients,Malzemeler,tr-TR
Inventaire du mode Survie,Hayatta Kalma Envanteri,tr-TR
Inventario,Hayatta Kalma Envanteri,tr-TR
Inventario de supervivencia,Hayatta Kalma Envanteri,tr-TR
Inventário de Sobrevivência,Hayatta Kalma Envanteri,tr-TR
Kampf,Saldırı,tr-TR
Khối chức năng,İşlevsel Bloklar,tr-TR
Khối màu sắc,Renkli Bloklar,tr-TR
Khối Redstone,Redstone Blokları,tr-TR
Khối tự nhiên,Doğal Bloklar,tr-TR
Khối xây dựng,İnşaat Blokları,tr-TR
Materiales,Üretim,tr-TR
Nahrungsmittel & Tränke,Tüketilebilirler,tr-TR
Nahrungsmittel & Tränke,Yiyecek ve İçecekler,tr-TR
Natural Blocks,Doğal Bloklar,tr-TR
Naturblöcke,Doğal Bloklar,tr-TR
Nguyên liệu,Malzemeler,tr-TR
Nourriture et boissons,Yiyecek ve İçecekler,tr-TR
Operator Utilities,Yönetici Araçları,tr-TR
Operatorhilfsmittel,Yönetici Araçları,tr-TR
Outils et utilitaires,Aletler ve Araçlar,tr-TR
Ovos geradores,Çağırma Yumurtaları,tr-TR
Rechercher,Eşya Ara,tr-TR
Redstone,Redstone Blokları,tr-TR
Redstone Blocks,Redstone Blokları,tr-TR
Saved Hotbars,Kaydedilen Araç Çubukları,tr-TR
Search Items,Eşya Ara,tr-TR
Spawn Eggs,Çağırma Yumurtaları,tr-TR
Spawn‐Eier,Çağırma Yumurtaları,tr-TR
Suche,Eşya Ara,tr-TR
Survival Inventory,Hayatta Kalma Envanteri,tr-TR
Thanh nóng đã lưu,Kaydedilen Araç Çubukları,tr-TR
Thực phẩm & đồ uống,Yiyecek ve İçecekler,tr-TR
Tiện ích người điều hành,Yönetici Araçları,tr-TR
Tools & Utilities,Aletler ve Araçlar,tr-TR
Trứng sinh ra,Çağırma Yumurtaları,tr-TR
Tìm vật phẩm,Eşya Ara,tr-TR
Túi đồ chế độ sinh tồn,Hayatta Kalma Envanteri,tr-TR
Uova generatrici,Çağırma Yumurtaları,tr-TR
Utilitaires d'opérateur,Yönetici Araçları,tr-TR
Utilità per operatori,Yönetici Araçları,tr-TR
Vật phẩm tiêu thụ,Tüketilebilirler,tr-TR
Werkstoffe,Malzemeler,tr-TR
Werkstoffe,Üretim,tr-TR
Werkzeuge & Hilfsmittel,Aletler ve Araçlar,tr-TR
Überlebensinventar,Hayatta Kalma Envanteri,tr-TR
Œufs d'apparition,Çağırma Yumurtaları,tr-TR
Еда и напитки,Tüketilebilirler,tr-TR
Еда и напитки,Yiyecek ve İçecekler,tr-TR
Инвентарь выживания,Hayatta Kalma Envanteri,tr-TR
Ингредиенты,Malzemeler,tr-TR
Инструменты и приспособления,Aletler ve Araçlar,tr-TR
Инструменты оператора,Yönetici Araçları,tr-TR
Оружие и доспехи,Saldırı,tr-TR
Поиск,Eşya Ara,tr-TR
Природные блоки,Doğal Bloklar,tr-TR
Разноцветные блоки,Renkli Bloklar,tr-TR
Редстоун-механика,Redstone Blokları,tr-TR
Создание,Üretim,tr-TR
Сохранённые инструменты,Kaydedilen Araç Çubukları,tr-TR
Строительные блоки,İnşaat Blokları,tr-TR
Функциональные блоки,İşlevsel Bloklar,tr-TR
Яйца призыва,Çağırma Yumurtaları,tr-TR
การต่อสู้,Saldırı,tr-TR
ค้นหาไอเทม,Eşya Ara,tr-TR
ช่องเก็บของเอาชีวิตรอด,Hayatta Kalma Envanteri,tr-TR
บล็อกก่อสร้าง,İnşaat Blokları,tr-TR
บล็อกธรรมชาติ,Doğal Bloklar,tr-TR
บล็อกฟังก์ชัน,İşlevsel Bloklar,tr-TR
บล็อกสี,Renkli Bloklar,tr-TR
บล็อกเรดสโตน,Redstone Blokları,tr-TR
วัตถุดิบ,Malzemeler,tr-TR
สิ่งที่คราฟต์ขึ้น,Üretim,tr-TR
สิ่งบริโภค,Tüketilebilirler,tr-TR
สิ่งอำนวยประโยชน์แก่ผู้ควบคุม,Yönetici Araçları,tr-TR
อาหารและเครื่องดื่ม,Yiyecek ve İçecekler,tr-TR
เครื่องมือและสิ่งอำนวยประโยชน์,Aletler ve Araçlar,tr-TR
แถบลัดที่บันทึกไว้,Kaydedilen Araç Çubukları,tr-TR
ไข่เกิด,Çağırma Yumurtaları,tr-TR
アイテム検索,Eşya Ara,tr-TR
クラフト,Üretim,tr-TR
サバイバルインベントリ,Hayatta Kalma Envanteri,tr-TR
スポーンエッグ,Çağırma Yumurtaları,tr-TR
レッドストーン系ブロック,Redstone Blokları,tr-TR
保存したホットバー,Kaydedilen Araç Çubukları,tr-TR
刷怪蛋,Çağırma Yumurtaları,tr-TR
功能方块,İşlevsel Bloklar,tr-TR
功能方塊,İşlevsel Bloklar,tr-TR
原材料,Malzemeler,tr-TR
合成用品,Üretim,tr-TR
天然ブロック,Doğal Bloklar,tr-TR
工具与实用物品,Aletler ve Araçlar,tr-TR
