source,target,tgt_lng
30m以上離れた場所から的の中心を射抜く,Touchez le centre d'une cible à au moins 30 mètres de distance.,fr-FR
30미터 이상 떨어진 곳에서 과녁 블록의 정중앙을 맞추세요,Touchez le centre d'une cible à au moins 30 mètres de distance.,fr-FR
4 çömlek parçasından süslü bir çömlek yapın,Fabriquez un vase décoré à partir de quatre tessons de poterie.,fr-FR
4つの壺の欠片から飾り壺を作る,Fabriquez un vase décoré à partir de quatre tessons de poterie.,fr-FR
50m以上離れた場所からスケルトンを倒す,Tuez un squelette à au moins 50 mètres de distance.,fr-FR
50미터 이상 떨어져 있는 스켈레톤을 죽이세요,Tuez un squelette à au moins 50 mètres de distance.,fr-FR
5種類のMobをクロスボウを使って一度に倒す,Tuez cinq créatures de types différents d'un seul tir d'arbalète.,fr-FR
"Abenteuer, Entdeckung und Kampf","Aventure, exploration et combat",fr-FR
Abra um Cofre com uma Chave do Desafio,Déverrouillez un coffre-fort avec une clé des épreuves.,fr-FR
Abra um Cofre Sombrio com uma Chave Sombria do Desafio,Déverrouillez un coffre-fort funeste avec une clé des épreuves funeste.,fr-FR
Abre un arca usando una llave de desafío.,Déverrouillez un coffre-fort avec une clé des épreuves.,fr-FR
Acasale dois animais,Faites se reproduire deux animaux ensemble.,fr-FR
Acasale todos os animais!,Faites se reproduire au moins une fois chaque animal.,fr-FR
Accovacciati vicino a un sensore di sculk o a un sorvegliante per non farti sentire,Faufilez-vous près d'un capteur sculk ou d'un Warden pour éviter qu'il ne vous détecte.,fr-FR
Acerte cinco criaturas com uma investida usando a Lança,Touchez cinq créatures avec une lance lors d'une même attaque chargée.,fr-FR
"Acerte o centro de um Alvo a, no mínimo, 30 metros de distância",Touchez le centre d'une cible à au moins 30 mètres de distance.,fr-FR
Acerte um Aldeão com um raio,Frappez un villageois avec la foudre.,fr-FR
Acquire diamonds,Obtenez des diamants.,fr-FR
Adadan kaçın,Échappez-vous de l'île.,fr-FR
Addentrati in una fortezza del Nether,Découvrez une forteresse du Nether.,fr-FR
Addomestica tutti i tipi di gatto!,Apprivoisez toutes les variantes de chat !,fr-FR
Addomestica tutti i tipi di lupo,Apprivoisez toutes les variantes de loup.,fr-FR
Addomestica un animale,Apprivoisez un animal.,fr-FR
Adentre uma Fortaleza do Nether,Découvrez une forteresse du Nether.,fr-FR
"Adventure, exploration and combat","Aventure, exploration et combat",fr-FR
Adéntrate en un bastión en ruinas.,Entrez dans les vestiges d'un bastion.,fr-FR
Adéntrate en una fortaleza del Nether.,Découvrez une forteresse du Nether.,fr-FR
Alimenta a una cría de sniffer.,Nourrissez un reniflet.,fr-FR
Alimenta un faro alla massima potenza,Portez une balise à sa pleine puissance.,fr-FR
Alimente um Farejador Bebê,Nourrissez un reniflet.,fr-FR
Alinhe corretamente um Coração de Rangente entre dois blocos de Tronco de Carvalho Pálido,Placez un cœur de grinceur avec le bon alignement entre deux bûches de chêne pâle.,fr-FR
Alleati con un assolotto e vinci un combattimento,Faites équipe avec un axolotl et gagnez un combat.,fr-FR
Alleggerisci un blaze della sua verga,Récupérez un bâton de Blaze.,fr-FR
Altın ile piglinlerin dikkatlerini dağıtın,Distrayez un Piglin avec de l'or.,fr-FR
Ande furtivamente perto de um Sensor de Sculk ou Defensor para evitar a detecção,Faufilez-vous près d'un capteur sculk ou d'un Warden pour éviter qu'il ne vous détecte.,fr-FR
Ande sobre a Neve Fofa... sem afundar,Marchez sur de la neige poudreuse... sans vous y enfoncer.,fr-FR
