source,target,tgt_lng
"""Chatter of joyful Nights""",「夜の歓談」,ja-JP
A Buoyant Breeze,真・風神ヒュッツポット,ja-JP
A Magical Mix,マジックスペシャル,ja-JP
A Stunning Stratagem,奇策,ja-JP
Apple Cider,アップルサイダー,ja-JP
Apple Stew (Trial Version),リンゴと肉の煮込み(試作品),ja-JP
Berry & Mint Burst,ミントベリージュース,ja-JP
Berry Herbal Candy,フラワーベリーキャンディー,ja-JP
Berry Mizu Manjuu,ラスベリー水まんじゅう,ja-JP
Blazed Meat Stew,プレイズ・ミートシチュー,ja-JP
Blubbrecream,プクプクアイスクリーム,ja-JP
Bulle Fruit,バブルオレンジ,ja-JP
Candy Shells,シェルキャンディー,ja-JP
Chilled Meat,冷製鮮肉,ja-JP
Consomme Purete,無欠のピュルテ,ja-JP
Crocodile Jerky,ワニの干し肉,ja-JP
Cup O'Grainfruit,グレインカップ,ja-JP
Dango Milk,団子牛乳,ja-JP
Delicious ○○,美味しそうな〇〇,ja-JP
Der Weisheit Letzter Schluss (Life),最高の知恵・生活,ja-JP
Dizziness-Be-Gone no Jutsu Version 2.0,眩暈回避術・改,ja-JP
Dreams of Healing,夢一夜の癒し,ja-JP
Emotional Support,心の支え,ja-JP
Exclusive Scoop: Gourmet Column,独占秘話・グルメコラム,ja-JP
Fashion Show,ファッションショー,ja-JP
Fricassee de Poulet,フリカッセ・ドゥ・プーレ,ja-JP
Gilded Chest,金細工の宝箱,ja-JP
Grainfruit Mear Soup,グレイン・ポソレ,ja-JP
Grilled in Mint Sauce,魚のミントソースグリル,ja-JP
Hymn of Gathered Flame,集いし炎の賛歌,ja-JP
Ile flottante,イル・フロッタント,ja-JP
Iridescence Under the Tree's Shade,虹色の木漏れ日,ja-JP
Jueyun Guoba,絶雲お焦げ,ja-JP
Mt. Mushroom(For One),マウント・マッシュルーム(一人前),ja-JP
My Way,法律ここにあり,ja-JP
Omurice Waltz,オムライス・ワルツ,ja-JP
Once Upon a Time in Mondstadt,モンドの過去,ja-JP
Outrider's Champion Steak!,偵察騎士ステーキ!,ja-JP
Pate de Fruit,パート・ドゥ・フリュイ,ja-JP
Pick What You Like!,どれでもどーぞ！,ja-JP
Pile 'Em Up,お肉ツミツミ,ja-JP
Poissonchant Pie,ポワソンチャンティー・パイ,ja-JP
Pop's Teas,大椀のお茶,ja-JP
