source,target,tgt_lng
 %s/%s mensagem(ns) selecionada(s),%s/%s 메시지 선택,ko-KR
 (con mods), (모드),ko-KR
 (Modded), (모드),ko-KR
 (modificado), (모드),ko-KR
 (modificato), (모드),ko-KR
 (modifiziert), (모드),ko-KR
 (Modlu), (모드),ko-KR
 (version moddée), (모드),ko-KR
 (Đã được sửa đổi), (모드),ko-KR
 (модифицировано), (모드),ko-KR
 (มีการดัดแปร), (모드),ko-KR
"""%s"" adlı oyuncuyu bildiriyorsunuz.","""%s""을(를) 신고하려 합니다.",ko-KR
%1$s + %2$s ile araç çubuğunu kaydedebilirsiniz,%1$s + %2$s을(를) 눌러 단축 바를 저장할 수 있습니다,ko-KR
%1$s 在 %3$s 說：%2$s,%s의 발언: %s (시각 %s),ko-KR
%1$s 著,%1$s이(가) 씀,ko-KR
%1$s+%2$sでホットバーを保存します,%1$s + %2$s을(를) 눌러 단축 바를 저장할 수 있습니다,ko-KR
%1$sで立ち上がる,일어나려면 %1$s을(를) 누르세요,ko-KR
%1$sで降りる,내리려면 %1$s을(를) 누르세요,ko-KR
%1$sの%3$sでの発言：%2$s,%s의 발언: %s (시각 %s),ko-KR
%1$s在%3$s说：%2$s,%s의 발언: %s (시각 %s),ko-KR
%1$s／%2$sページ,%2$s쪽 중 %1$s쪽,ko-KR
%2$s× %1$s,%s x %s,ko-KR
%2$s個中%1$s個のメッセージを選択,%s/%s 메시지 선택,ko-KR
"%s

%s

Buradan daha fazlasını öğrenin: %s","%s

%s

더 자세한 정보는 다음 링크에 있습니다: %s",ko-KR
"%s

%s

Consulta más información en el siguiente enlace: %s","%s

%s

더 자세한 정보는 다음 링크에 있습니다: %s",ko-KR
"%s

%s

Erfahre mehr unter folgendem Link: %s","%s

%s

더 자세한 정보는 다음 링크에 있습니다: %s",ko-KR
"%s

%s

Learn more at the following link: %s","%s

%s

더 자세한 정보는 다음 링크에 있습니다: %s",ko-KR
"%s

%s

Pour en savoir plus, consultez le lien suivant : %s","%s

%s

더 자세한 정보는 다음 링크에 있습니다: %s",ko-KR
