source,target,tgt_lng
%s (%s),%s（%s）,zh-TW
(Bozuk veya uyumsuz),（已損毀或不相容）,zh-TW
(Broken or incompatible),（已損毀或不相容）,zh-TW
(Coloca los archivos de paquetes aquí),（請將檔案置於此處）,zh-TW
(Coloque os arquivos dos pacotes aqui),（請將檔案置於此處）,zh-TW
(Conçu pour une ancienne version de Minecraft),（為 Minecraft 較舊版本製作）,zh-TW
(Conçu pour une version plus récente de Minecraft),（為 Minecraft 較新版本製作）,zh-TW
(Corrompido ou incompatível),（已損毀或不相容）,zh-TW
(Creato per una versione di Minecraft più recente),（為 Minecraft 較新版本製作）,zh-TW
(Creato per una versione di Minecraft più vecchia),（為 Minecraft 較舊版本製作）,zh-TW
(Daha eski bir Minecraft sürümü için yapıldı),（為 Minecraft 較舊版本製作）,zh-TW
(Daha yeni bir Minecraft sürümü için yapıldı),（為 Minecraft 較新版本製作）,zh-TW
(Danneggiato o non compatibile),（已損毀或不相容）,zh-TW
(Defekt oder inkompatibel),（已損毀或不相容）,zh-TW
(Diseñado para una versión de Minecraft anterior),（為 Minecraft 較舊版本製作）,zh-TW
(Diseñado para una versión de Minecraft posterior),（為 Minecraft 較新版本製作）,zh-TW
(Endommagé ou incompatible),（已損毀或不相容）,zh-TW
(Feito para uma versão mais antiga do Minecraft),（為 Minecraft 較舊版本製作）,zh-TW
(Feito para uma versão mais recente do Minecraft),（為 Minecraft 較新版本製作）,zh-TW
(für eine neuere Version von Minecraft erstellt),（為 Minecraft 較新版本製作）,zh-TW
(für eine ältere Version von Minecraft erstellt),（為 Minecraft 較舊版本製作）,zh-TW
(Inserisci qui i pacchetti),（請將檔案置於此處）,zh-TW
(Made for a newer version of Minecraft),（為 Minecraft 較新版本製作）,zh-TW
(Made for an older version of Minecraft),（為 Minecraft 較舊版本製作）,zh-TW
(Paket dosyalarını buraya yerleştirin),（請將檔案置於此處）,zh-TW
(Paketdateien hier einfügen),（請將檔案置於此處）,zh-TW
(Place pack files here),（請將檔案置於此處）,zh-TW
(Placer les fichiers de packs ici),（請將檔案置於此處）,zh-TW
(Roto o incompatible),（已損毀或不相容）,zh-TW
(Đã hỏng hoặc không tương thích),（已損毀或不相容）,zh-TW
(Được làm cho một phiên bản Minecraft cũ hơn),（為 Minecraft 較舊版本製作）,zh-TW
(Được làm cho một phiên bản Minecraft mới hơn),（為 Minecraft 較新版本製作）,zh-TW
(Đặt tập tin gói ở đây),（請將檔案置於此處）,zh-TW
(Неисправен или несовместим),（已損毀或不相容）,zh-TW
(Поместите файлы наборов сюда),（請將檔案置於此處）,zh-TW
(Предназначен для более новой версии Minecraft),（為 Minecraft 較新版本製作）,zh-TW
(Предназначен для более старой версии Minecraft),（為 Minecraft 較舊版本製作）,zh-TW
(ทำไว้สำหรับ Minecraft เวอร์ชันเก่ากว่า),（為 Minecraft 較舊版本製作）,zh-TW
(ทำไว้สำหรับ Minecraft เวอร์ชันใหม่กว่า),（為 Minecraft 較新版本製作）,zh-TW
(วางแฟ้มแพ็กที่นี่),（請將檔案置於此處）,zh-TW
(เสียหายหรือเข้ากันไม่ได้),（已損毀或不相容）,zh-TW
(상위 Minecraft 버전용),（為 Minecraft 較新版本製作）,zh-TW
(손상되거나 호환되지 않음),（已損毀或不相容）,zh-TW
(여기에 팩 파일을 놓으세요),（請將檔案置於此處）,zh-TW
(이전 Minecraft 버전용),（為 Minecraft 較舊版本製作）,zh-TW
1.20 Güncellemesi,1.20 更新,zh-TW
1.20 업데이트,1.20 更新,zh-TW
1.20のアップデート,1.20 更新,zh-TW
1.20更新,1.20 更新,zh-TW
1.21 Güncellemesi,1.21 更新,zh-TW
1.21 업데이트,1.21 更新,zh-TW
1.21のアップデート,1.21 更新,zh-TW
1.21更新,1.21 更新,zh-TW
A aparência padrão do Minecraft,Minecraft 預設的視覺與環境效果,zh-TW
A validação de pacotes de dados falhou!,資料包驗證失敗！,zh-TW
Abgesicherter Modus,安全模式,zh-TW
Abrir carpeta de paquetes,開啟資料夾,zh-TW
Abrir pasta de pacotes,開啟資料夾,zh-TW
