source,target,tgt_lng
 %s/%s mensagem(ns) selecionada(s),已選取 %2$s 則中的 %1$s 則訊息,zh-TW
 (con mods), (Modded),zh-TW
 (modificado), (Modded),zh-TW
 (modificato), (Modded),zh-TW
 (modifiziert), (Modded),zh-TW
 (Modlu), (Modded),zh-TW
 (version moddée), (Modded),zh-TW
 (Đã được sửa đổi), (Modded),zh-TW
 (модифицировано), (Modded),zh-TW
 (มีการดัดแปร), (Modded),zh-TW
 (모드), (Modded),zh-TW
"""%s"" adlı oyuncuyu bildiriyorsunuz.","您正在檢舉 ""%s""。",zh-TW
"""%s""을(를) 신고하려 합니다.","您正在檢舉 ""%s""。",zh-TW
%1$s + %2$s ile araç çubuğunu kaydedebilirsiniz,按下 %1$s + %2$s 儲存快捷欄,zh-TW
%1$s + %2$s을(를) 눌러 단축 바를 저장할 수 있습니다,按下 %1$s + %2$s 儲存快捷欄,zh-TW
%1$s 著,作者 %1$s,zh-TW
%1$s+%2$sでホットバーを保存します,按下 %1$s + %2$s 儲存快捷欄,zh-TW
%1$sで立ち上がる,按 %1$s 起身,zh-TW
%1$sで降りる,按 %1$s 取消乘坐,zh-TW
%1$sの%3$sでの発言：%2$s,%1$s 在 %3$s 說：%2$s,zh-TW
%1$s在%3$s说：%2$s,%1$s 在 %3$s 說：%2$s,zh-TW
%1$s이(가) 씀,作者 %1$s,zh-TW
%1$s／%2$sページ,第 %1$s 頁/共 %2$s 頁,zh-TW
%2$s× %1$s,%s × %s,zh-TW
%2$s個中%1$s個のメッセージを選択,已選取 %2$s 則中的 %1$s 則訊息,zh-TW
%2$s쪽 중 %1$s쪽,第 %1$s 頁/共 %2$s 頁,zh-TW
"%s

%s

Buradan daha fazlasını öğrenin: %s","%s

%s

透過以下連結了解更多：%s",zh-TW
"%s

%s

Consulta más información en el siguiente enlace: %s","%s

%s

透過以下連結了解更多：%s",zh-TW
"%s

%s

Erfahre mehr unter folgendem Link: %s","%s

%s

透過以下連結了解更多：%s",zh-TW
"%s

%s

Learn more at the following link: %s","%s

%s

透過以下連結了解更多：%s",zh-TW
"%s

%s

Pour en savoir plus, consultez le lien suivant : %s","%s

%s

透過以下連結了解更多：%s",zh-TW
"%s

%s

Saiba mais no link: %s","%s

%s

透過以下連結了解更多：%s",zh-TW
"%s

%s

Scopri di più al collegamento seguente: %s","%s

%s

透過以下連結了解更多：%s",zh-TW
"%s

%s

Tìm hiểu thêm tại liên kết sau: %s","%s

%s

透過以下連結了解更多：%s",zh-TW
"%s

%s

Подробнее по ссылке: %s","%s

%s

透過以下連結了解更多：%s",zh-TW
"%s

%s

เรียนรู้เพิ่มเติมที่ลิงก์ต่อไปนี้: %s","%s

%s

透過以下連結了解更多：%s",zh-TW
"%s

%s

点击以下链接了解更多：%s","%s

%s

透過以下連結了解更多：%s",zh-TW
"%s

%s

詳細はこちらのリンクから確認できます：%s","%s

%s

透過以下連結了解更多：%s",zh-TW
"%s

%s

더 자세한 정보는 다음 링크에 있습니다: %s","%s

%s

透過以下連結了解更多：%s",zh-TW
%s %s個,%s × %s,zh-TW
%s (%s шт.),%s × %s,zh-TW
%s (attualmente nascosta),%s：目前關閉,zh-TW
%s (attualmente sempre visibile),%s：目前永遠顯示,zh-TW
%s (attualmente visibile nel cruscotto),%s：目前僅顯示在除錯覆蓋層,zh-TW
%s (attualmente visibile premendo F3),%s：目前僅於 F3,zh-TW
%s + %s basılı tutuluyor. Eğer bırakılmazsa oyun çökecek.,已按住 %s + %s。若未放開按鍵將使遊戲崩潰。,zh-TW
%s + %s is held down. This will crash the game unless released.,已按住 %s + %s。若未放開按鍵將使遊戲崩潰。,zh-TW
%s + %s pressionados. O jogo será interrompido a menos que solte.,已按住 %s + %s。若未放開按鍵將使遊戲崩潰。,zh-TW
"%s + %s sind gedrückt. Dies wird das Spiel abstürzen lassen, wenn sie nicht losgelassen werden.",已按住 %s + %s。若未放開按鍵將使遊戲崩潰。,zh-TW
%s + %s đã được giữ. Điều này sẽ làm trò chơi gặp sự cố trừ khi thả phím ra.,已按住 %s + %s。若未放開按鍵將使遊戲崩潰。,zh-TW
%s + %sが押されています。離さない限り、ゲームをクラッシュさせます。,已按住 %s + %s。若未放開按鍵將使遊戲崩潰。,zh-TW
%s + %s已被按下。若不放开按键则会使游戏崩溃。,已按住 %s + %s。若未放開按鍵將使遊戲崩潰。,zh-TW
%s + %s이(가) 눌려 있습니다. 놓지 않으면 게임에 잠시 후 크래시를 일으킵니다.,已按住 %s + %s。若未放開按鍵將使遊戲崩潰。,zh-TW
%s - %s joueur,%s - %s 位玩家,zh-TW
%s - %s joueurs,%s - %s 位玩家,zh-TW
%s - %s người chơi,%s - %s 位玩家,zh-TW
%s - %s oyuncu,%s - %s 位玩家,zh-TW
%s - %s player,%s - %s 位玩家,zh-TW
%s - %s players,%s - %s 位玩家,zh-TW
%s - %s人のプレイヤー,%s - %s 位玩家,zh-TW
%s - %s名玩家,%s - %s 位玩家,zh-TW
%s - ผู้เล่น %s คน,%s - %s 位玩家,zh-TW
%s - 플레이어 %s명,%s - %s 位玩家,zh-TW
%s . . . ?,%s . . . ？,zh-TW
%s . . .？,%s . . . ？,zh-TW
%s : %s,%s：%s,zh-TW
%s : actuellement masqué,%s：目前關閉,zh-TW
%s : actuellement toujours visible,%s：目前永遠顯示,zh-TW
%s : actuellement uniquement dans F3,%s：目前僅於 F3,zh-TW
%s : actuellement uniquement dans l'overlay de débogage,%s：目前僅顯示在除錯覆蓋層,zh-TW
%s a accepté votre demande d'ami,%s 接受了你的好友邀請,zh-TW
%s a accompli le défi %s,%s 已完成挑戰 %s,zh-TW
%s a atteint l'objectif %s,%s 已達成目標 %s,zh-TW
%s a dit : %s à %s,%1$s 在 %3$s 說：%2$s,zh-TW
%s a rejoint le tchat,%s 加入了聊天,zh-TW
%s a réalisé le progrès %s,%s 已完成進度 %s,zh-TW
%s accepted your friend request,%s 接受了你的好友邀請,zh-TW
%s aceitou o seu pedido de amizade,%s 接受了你的好友邀請,zh-TW
%s alcançou o progresso %s,%s 已完成進度 %s,zh-TW
%s amici hanno accettato le tue richieste d'amicizia,%s 位好友接受了你的好友邀請,zh-TW
