source,target,tgt_lng
%s (Bắt buộc),%s（必要）,zh-TW
%s (erforderlich),%s（必要）,zh-TW
%s (facoltativo),%s（可選）,zh-TW
%s (facoltativo) — disattivato,%s（可選 – 已停用）,zh-TW
%s (facultatif),%s（可選）,zh-TW
%s (facultatif) - désactivé,%s（可選 – 已停用）,zh-TW
%s (Gerekli),%s（必要）,zh-TW
%s (İsteğe Bağlı),%s（可選）,zh-TW
%s (İsteğe Bağlı) - Devre Dışı,%s（可選 – 已停用）,zh-TW
%s (Không bắt buộc),%s（可選）,zh-TW
%s (không bắt buộc) - Đã tắt,%s（可選 – 已停用）,zh-TW
%s (necesario),%s（必要）,zh-TW
%s (necessario),%s（必要）,zh-TW
%s (obrigatório),%s（必要）,zh-TW
%s (opcional),%s（可選）,zh-TW
%s (opcional) — Não,%s（可選 – 已停用）,zh-TW
%s (opcional): Desactivado,%s（可選 – 已停用）,zh-TW
%s (Optional),%s（可選）,zh-TW
%s (optional),%s（可選）,zh-TW
%s (Optional) - Disabled,%s（可選 – 已停用）,zh-TW
%s (optional) – Deaktiviert,%s（可選 – 已停用）,zh-TW
%s (Required),%s（必要）,zh-TW
%s (requis),%s（必要）,zh-TW
%s (необязательно),%s（可選）,zh-TW
%s (необязательно) — Отключено,%s（可選 – 已停用）,zh-TW
%s (обязательно),%s（必要）,zh-TW
%s (จำเป็น),%s（必要）,zh-TW
%s (ไม่จำเป็น),%s（可選）,zh-TW
%s (ไม่จำเป็น) - ปิดการใช้งาน,%s（可選 – 已停用）,zh-TW
%s (선택적),%s（可選）,zh-TW
%s (선택적) - 꺼짐,%s（可選 – 已停用）,zh-TW
%s (필수),%s（必要）,zh-TW
%s（任意）,%s（可選）,zh-TW
%s（任意） - 無効,%s（可選 – 已停用）,zh-TW
%s（可选）,%s（可選）,zh-TW
%s（可选，已禁用）,%s（可選 – 已停用）,zh-TW
%s（必須）,%s（必要）,zh-TW
Acconsento all'invio di dati di telemetria facoltativi,我同意傳送可選的遙測資料,zh-TW
Aceito o envio de telemetria opcional,我同意傳送可選的遙測資料,zh-TW
Advancement ID,進度 ID,zh-TW
Advancement Made,達成進度,zh-TW
Alcance visual,顯示距離,zh-TW
Amostras de taxa de quadros (FPS),畫面更新率樣本（FPS）,zh-TW
Amostras do tempo de renderização,繪製時間樣本,zh-TW
