source,target,tgt_lng
30m以上離れた場所から的の中心を射抜く,從至少30公尺外擊中標靶的靶心,zh-TW
30미터 이상 떨어진 곳에서 과녁 블록의 정중앙을 맞추세요,從至少30公尺外擊中標靶的靶心,zh-TW
4 çömlek parçasından süslü bir çömlek yapın,將四塊陶器碎片組成飾紋陶罐,zh-TW
4つの壺の欠片から飾り壺を作る,將四塊陶器碎片組成飾紋陶罐,zh-TW
50m以上離れた場所からスケルトンを倒す,在距50公尺遠外的地方射殺一隻骷髏,zh-TW
50미터 이상 떨어져 있는 스켈레톤을 죽이세요,在距50公尺遠外的地方射殺一隻骷髏,zh-TW
5種類のMobをクロスボウを使って一度に倒す,用弩一擊射殺五種生物,zh-TW
"Abenteuer, Entdeckung und Kampf",冒險、探索和戰鬥,zh-TW
Abra um Cofre com uma Chave do Desafio,用試煉鑰匙解鎖寶庫,zh-TW
Abra um Cofre Sombrio com uma Chave Sombria do Desafio,用不祥試煉鑰匙解鎖不祥寶庫,zh-TW
Abre un arca usando una llave de desafío.,用試煉鑰匙解鎖寶庫,zh-TW
Acasale dois animais,促使動物繁殖,zh-TW
Acasale todos os animais!,繁殖所有種類的動物！,zh-TW
Accovacciati vicino a un sensore di sculk o a un sorvegliante per non farti sentire,在伏聆振測器或伏守者附近潛行以避免被偵測,zh-TW
Acerte cinco criaturas com uma investida usando a Lança,用矛在一次衝鋒攻擊內命中五隻生物,zh-TW
"Acerte o centro de um Alvo a, no mínimo, 30 metros de distância",從至少30公尺外擊中標靶的靶心,zh-TW
Acerte um Aldeão com um raio,以閃電制裁村民,zh-TW
Acquire diamonds,獲得鑽石,zh-TW
Adadan kaçın,逃離這座島,zh-TW
Addentrati in una fortezza del Nether,用自己的方式進入地獄要塞,zh-TW
Addomestica tutti i tipi di gatto!,馴服所有種類的貓！,zh-TW
Addomestica tutti i tipi di lupo,馴服所有種類的狼,zh-TW
Addomestica un animale,馴服一隻動物,zh-TW
Adentre uma Fortaleza do Nether,用自己的方式進入地獄要塞,zh-TW
"Adventure, exploration and combat",冒險、探索和戰鬥,zh-TW
Adéntrate en un bastión en ruinas.,進入堡壘遺蹟,zh-TW
Adéntrate en una fortaleza del Nether.,用自己的方式進入地獄要塞,zh-TW
Affaiblissez et soignez un zombie-villageois.,弱化並治好一位殭屍村民,zh-TW
Alimenta a una cría de sniffer.,餵食一隻幼年嗅探獸,zh-TW
Alimenta un faro alla massima potenza,令烽火台全力運作,zh-TW
Alimente um Farejador Bebê,餵食一隻幼年嗅探獸,zh-TW
Alinhe corretamente um Coração de Rangente entre dois blocos de Tronco de Carvalho Pálido,將嘎枝之心以正確方向放置在兩個蒼白橡木原木之間,zh-TW
Alleati con un assolotto e vinci un combattimento,和六角恐龍結盟並贏得一場戰鬥,zh-TW
Alleggerisci un blaze della sua verga,讓烈焰使者從烈焰桿中解脫,zh-TW
"Allez-y, que pourrait-il vous arriver ?",進去吧，還能發生什麼事？,zh-TW
Altın ile piglinlerin dikkatlerini dağıtın,用黃金使豬布林分心,zh-TW
Ande furtivamente perto de um Sensor de Sculk ou Defensor para evitar a detecção,在伏聆振測器或伏守者附近潛行以避免被偵測,zh-TW
Ande sobre a Neve Fofa... sem afundar,在粉雪上行走... 並且不陷下去,zh-TW
Antik kalıntı elde edin,取得遠古遺骸,zh-TW
"Aplica estos moldes de herrería al menos una vez: agujas, hocico, costillas, warden, silencio, vex, marea, buscacaminos.",將下列鍛造模板都至少使用一次：旋塔、豬鼻、肋骨、伏守、寂靜、惱鬼、潮汐、嚮導,zh-TW
"Aplique ao menos uma vez os moldes de ferraria de: Espiral, Focinho, Costelas, Profundezas, Silêncio, Obsessor, Marés e Navegador",將下列鍛造模板都至少使用一次：旋塔、豬鼻、肋骨、伏守、寂靜、惱鬼、潮汐、嚮導,zh-TW
