source,target,tgt_lng
Abbaulähmung,Утомление,ru-RU
Absorción,Поглощение,ru-RU
Absorption,Поглощение,ru-RU
Absorção,Поглощение,ru-RU
Acele,Спешка,ru-RU
Affaticamento,Утомление,ru-RU
Aliento del nautilo,Дыхание наутилуса,ru-RU
Anında Hasar,Моментальный урон,ru-RU
Anında Sağlık,Исцеление,ru-RU
Apnea,Водное дыхание,ru-RU
Assorbimento,Поглощение,ru-RU
Atem des Nautilus,Дыхание наутилуса,ru-RU
Ateş Direnci,Огнестойкость,ru-RU
Avvelenamento,Отравление,ru-RU
Avvizzimento,Иссушение,ru-RU
Açlık,Голод,ru-RU
Bad Luck,Невезение,ru-RU
Bad Omen,Дурной знак,ru-RU
Baskın Kehaneti,Знак рейда,ru-RU
Bay lên,Левитация,ru-RU
Befallen,Заражение,ru-RU
Blindheit,Слепота,ru-RU
Blindness,Слепота,ru-RU
Bonus de vie,Прилив здоровья,ru-RU
Breath of the Nautilus,Дыхание наутилуса,ru-RU
Brilho,Свечение,ru-RU
Bulantı,Тошнота,ru-RU
Bóng tối,Тьма,ru-RU
Caduta lenta,Плавное падение,ru-RU
Canalización,Сила источника,ru-RU
Carica ventosa,Ветровой заряд,ru-RU
Cattivo presagio,Дурной знак,ru-RU
Caída lenta,Плавное падение,ru-RU
Cecità,Слепота,ru-RU
Cegueira,Слепота,ru-RU
Ceguera,Слепота,ru-RU
Chance,Везение,ru-RU
Choáng,Тошнота,ru-RU
Chute lente,Плавное падение,ru-RU
Chậm rãi,Замедление,ru-RU
Cierzo,Ветровой заряд,ru-RU
Conduit Power,Сила источника,ru-RU
Cuerpo ignífugo,Огнестойкость,ru-RU
Curación instantánea,Исцеление,ru-RU
Cécité,Слепота,ru-RU
Célérité,Спешка,ru-RU
Danno istantaneo,Моментальный урон,ru-RU
Dano Instantâneo,Моментальный урон,ru-RU
Darkness,Тьма,ru-RU
Daño instantáneo,Моментальный урон,ru-RU
Debilidad,Слабость,ru-RU
Debolezza,Слабость,ru-RU
Decomposição,Иссушение,ru-RU
Descomposición,Иссушение,ru-RU
Direktheilung,Исцеление,ru-RU
Direktschaden,Моментальный урон,ru-RU
Direnç,Сопротивление,ru-RU
Dolphin's Grace,Грация дельфина,ru-RU
Doygunluk,Насыщенность,ru-RU
Drohende Prüfung,Знак испытаний,ru-RU
Drohender Überfall,Знак рейда,ru-RU
Drohendes Unheil,Дурной знак,ru-RU
Dunkelheit,Тьма,ru-RU
Dádiva Marinha,Грация дельфина,ru-RU
Décomposition,Иссушение,ru-RU
Dégâts instantanés,Моментальный урон,ru-RU
Eile,Спешка,ru-RU
Emilim,Поглощение,ru-RU
Energia condotta,Сила источника,ru-RU
Eroe del villaggio,Герой деревни,ru-RU
Escuridão,Тьма,ru-RU
Etkisiz,Без эффектов,ru-RU
Exaustão,Утомление,ru-RU
Extraenergie,Прилив здоровья,ru-RU
Faiblesse,Слабость,ru-RU
Faim,Голод,ru-RU
Fame,Голод,ru-RU
Fatiga minera,Утомление,ru-RU
Fatigue de minage,Утомление,ru-RU
Feuerresistenz,Огнестойкость,ru-RU
Fiato del nautilo,Дыхание наутилуса,ru-RU
Fire Resistance,Огнестойкость,ru-RU
Fome,Голод,ru-RU
Force,Сила,ru-RU
Force de conduit,Сила источника,ru-RU
Fortuna,Везение,ru-RU
Forza,Сила,ru-RU
Força,Сила,ru-RU
Fraqueza,Слабость,ru-RU
Fuerza,Сила,ru-RU
Gece Görüşü,Ночное зрение,ru-RU
Glowing,Свечение,ru-RU
Glück,Везение,ru-RU
Gracia de delfín,Грация дельфина,ru-RU
Grazia delfina,Грация дельфина,ru-RU
Grâce du dauphin,Грация дельфина,ru-RU
Gunst des Delfins,Грация дельфина,ru-RU
Görünmezlik,Невидимость,ru-RU
Hambre,Голод,ru-RU
Haste,Спешка,ru-RU
Health Boost,Прилив здоровья,ru-RU
Held des Dorfes,Герой деревни,ru-RU
Hero of the Village,Герой деревни,ru-RU
Herói da Vila,Герой деревни,ru-RU
Hunger,Голод,ru-RU
Héroe de la aldea,Герой деревни,ru-RU
Héros du village,Герой деревни,ru-RU
Hız,Скорость,ru-RU
Hơi thở của ốc anh vũ,Дыхание наутилуса,ru-RU
Hấp thụ,Поглощение,ru-RU
Hồi phục,Регенерация,ru-RU
Infestación,Заражение,ru-RU
Infestation,Заражение,ru-RU
Infestazione,Заражение,ru-RU
Infestação,Заражение,ru-RU
Infested,Заражение,ru-RU
Instant Damage,Моментальный урон,ru-RU
Instant Health,Исцеление,ru-RU
Invisibilidad,Невидимость,ru-RU
Invisibilidade,Невидимость,ru-RU
