source,target,tgt_lng
序章,프롤로그,ko-KR
プロローグ,프롤로그,ko-KR
Prologue,프롤로그,ko-KR
บทนำ,프롤로그,ko-KR
序章 1.1,프롤로그 1.1,ko-KR
プロローグ 1.1,프롤로그 1.1,ko-KR
Prologue 1.1,프롤로그 1.1,ko-KR
บทนำ 1.1,프롤로그 1.1,ko-KR
Vol.3 伊甸条约篇 第1章,Vol.3 에덴 조약편 1장,ko-KR
Vol.3 エデン条約編 1章,Vol.3 에덴 조약편 1장,ko-KR
Vol.3 伊甸條約篇 第1章,Vol.3 에덴 조약편 1장,ko-KR
Vol.3 Eden Treaty Chapter 1,Vol.3 에덴 조약편 1장,ko-KR
Vol.3 สนธิสัญญาเอเดน ตอนที่ 1,Vol.3 에덴 조약편 1장,ko-KR
序幕,프롤로그,ko-KR
บทเริ่มต้น,프롤로그,ko-KR
补习部,보충수업부,ko-KR
補習授業部,보충수업부,ko-KR
補課部,보충수업부,ko-KR
Make-Up Work Club,보충수업부,ko-KR
ชมรมชั้นเรียนเสริม,보충수업부,ko-KR
茶会,티파티,ko-KR
ティーパーティー,티파티,ko-KR
茶會,티파티,ko-KR
Tea Party,티파티,ko-KR
สภาน้ำชา,티파티,ko-KR
补习部的学生们（1）,낙제생들 1,ko-KR
補習授業部の生徒たち（１）,낙제생들 1,ko-KR
補課部的學生們（１）,낙제생들 1,ko-KR
Failing Students Part 1,낙제생들 1,ko-KR
นักเรียนที่สอบตก 1,낙제생들 1,ko-KR
补习部的学生们（2）,낙제생들 2,ko-KR
補習授業部の生徒たち（２）,낙제생들 2,ko-KR
補課部的學生們（２）,낙제생들 2,ko-KR
Failing Students Part 2,낙제생들 2,ko-KR
นักเรียนที่สอบตก 2,낙제생들 2,ko-KR
来做一下自我介绍吧！,자기소개의 시간,ko-KR
自己紹介をしましょう！,자기소개의 시간,ko-KR
來自我介紹吧！,자기소개의 시간,ko-KR
Breaking the Ice,자기소개의 시간,ko-KR
เวลาสำหรับการแนะนำตัว,자기소개의 시간,ko-KR
准备考试,시험 준비,ko-KR
試験勉強,시험 준비,ko-KR
準備考試,시험 준비,ko-KR
Exam Prep,시험 준비,ko-KR
เตรียมตัวสอบ,시험 준비,ko-KR
第1次特别学力考试,제1차 평가 시험,ko-KR
第1次特別学力試験,제1차 평가 시험,ko-KR
第1次特別學力測驗,제1차 평가 시험,ko-KR
The First Evaluation Exam,제1차 평가 시험,ko-KR
การสอบประเมินครั้งที่ 1,제1차 평가 시험,ko-KR
暗流涌动,수면 아래의 것들,ko-KR
水面下に揺らめく影,수면 아래의 것들,ko-KR
水面下搖曳的影子,수면 아래의 것들,ko-KR
What Lurks in the Depths,수면 아래의 것들,ko-KR
สิ่งที่ซ่อนอยู่เบื้องลึก,수면 아래의 것들,ko-KR
合宿，开始！,"합숙, 시작합니다!",ko-KR
合宿、スタート！,"합숙, 시작합니다!",ko-KR
合宿，開始！,"합숙, 시작합니다!",ko-KR
"Boot Camp, Here We Come!","합숙, 시작합니다!",ko-KR
เริ่มแคมป์ฝึกฝน!,"합숙, 시작합니다!",ko-KR
大扫除！,대청소!,ko-KR
大掃除！,대청소!,ko-KR
Spring Cleaning!,대청소!,ko-KR
ทำความสะอาดครั้งใหญ่!,대청소!,ko-KR
