source,target,tgt_lng
2匹ずつ,สองต่อสอง,th-TH
A Balanced Diet,ความสมดุลทางโภชนาการ,th-TH
A cidade no fim do jogo,เมือง ณ จุดจบของเกม,th-TH
A colpo d'occhio,ตาวิเศษเห็นนะ,th-TH
A Complete Catalogue,แคตตาล็อกที่สมบูรณ์,th-TH
A due a due,สองต่อสอง,th-TH
A Furious Cocktail,ค็อกเทลที่รุนแรง,th-TH
A nova geração,รุ่นต่อไป,th-TH
A qualcuno piace caldo,ของร้อน ๆ,th-TH
A que ponto chegamos?,เรามาถึงจุดนี้ได้อย่างไร?,th-TH
A Seedy Place,สถานที่แห่งเมล็ดพันธุ์,th-TH
A sete chaves,เก็บใจไว้ในลิ้นชัก,th-TH
A Terrible Fortress,ป้อมปราการสุดสยอง,th-TH
A Throwaway Joke,เขวี้ยงออกไป,th-TH
A união faz a força!,พลังการรักษาแห่งมิตรภาพ!,th-TH
A vida é um sopro,เป่ากลับ,th-TH
A vista é ótima daqui de cima,จากจุดนี้เห็นวิวดีนะเนี่ย,th-TH
A volta dos que não foram,จุดจบ... อีกครั้ง...,th-TH
A volte ritornano,จุดจบ... อีกครั้ง...,th-TH
A última moda,คราฟต์รูปลักษณ์ใหม่,th-TH
Abejémonos de aquí,ย้ายบ้านของผึ้งน้อย,th-TH
"Abelante, esta es tu casa",ผึ้งพาได้ ตามสบาย,th-TH
Abenteuer,การผจญภัย,th-TH
Abenteuerzeit,ได้เวลาผจญภัย,th-TH
Aceita uma pastilha?,คุณคงต้องการมิ้นต์,th-TH
Achado não é roubado,หมูสงคราม,th-TH
Achtung vor dem Alten,เคารพส่วนที่เหลือ,th-TH
Acquire Hardware,จัดหาอุปกรณ์,th-TH
"Adeus, diamantes!",ซ่อนเร้นในความลึก,th-TH
"Adjugé, vendu !",ช่างเป็นข้อเสนอที่ดี!,th-TH
Adopte un têtard,ลูกฮวกเอาไปฝากป้า,th-TH
Adventure,การผจญภัย,th-TH
Adventuring Time,ได้เวลาผจญภัย,th-TH
Agent de sécurité,จ้างคนช่วย,th-TH
Agriculture,การเกษตร,th-TH
Agujero negro,ปริภูมิย่อยฟองสบู่,th-TH
Ai cần tên lửa?,ใครเขาใช้จรวดกัน?,th-TH
"Ai sống dai hơn ""Mèo chín mạng""?!","ไม่เชิง ""เก้า"" ชีวิต",th-TH
Ai đang cắt hành vậy?,ใครกำลังหั่นหัวหอม?,th-TH
Akım Koruyucusu,ตัวป้องกันไฟกระชาก,th-TH
Al ladro!,หมูสงคราม,th-TH
Alchemie,นักปรุงยาท้องถิ่น,th-TH
Alevlerin İçine,สู่กองไฟ,th-TH
All'avventura!,ได้เวลาผจญภัย,th-TH
Alla Beni Pulla Beni,เกล็ดเล็กผสมน้อย,th-TH
Alla moda,คราฟต์รูปลักษณ์ใหม่,th-TH
Aller au fond des choses,เราต้องไปให้ลึกกว่านี้,th-TH
Allerbeste Freunde,เพื่อนที่ดีที่สุดตลอดไป,th-TH
Alliance instable,พันธมิตรแบบไม่สบายใจ,th-TH
Alta tensione,ตัวป้องกันไฟกระชาก,th-TH
Alveare tascabile,ย้ายบ้านของผึ้งน้อย,th-TH
"Amigo, estou aqui",ก็นายมีฉันเป็นเพื่อน,th-TH
Amigos para sempre,เพื่อนที่ดีที่สุดตลอดไป,th-TH
Ammazza che mazza,โอเวอร์-โอเวอร์คิล,th-TH
Anglerglück,ธุรกิจชาวประมง,th-TH
Anlaştık!,ช่างเป็นข้อเสนอที่ดี!,th-TH
Anos dourados,วันวานเหล่านั้น,th-TH
Ao infinito e além!,ขีดจำกัดของท้องฟ้า,th-TH
Apprenti chimiste,นักปรุงยาท้องถิ่น,th-TH
Aprendiz de feiticeiro,นักร่ายมนตร์,th-TH
Aprendiz de mago,นักร่ายมนตร์,th-TH
Aprendiz de químico,นักปรุงยาท้องถิ่น,th-TH
Arbalistic,นักยิงหน้าไม้,th-TH
Arbalistik,นักยิงหน้าไม้,th-TH
Arbalistique,นักยิงหน้าไม้,th-TH
Arkadaşlığın İyileştiren Gücü!,พลังการรักษาแห่งมิตรภาพ!,th-TH
Armbrustschütze,นักยิงหน้าไม้,th-TH
Aromas,สนิฟเฟอร์น้อย,th-TH
Arte del balestriere,นักยิงหน้าไม้,th-TH
Arımıza Hoş Geldin,ผึ้งพาได้ ตามสบาย,th-TH
As de ases,นักยิงหน้าไม้,th-TH
Ateşle Oynama,ของร้อน ๆ,th-TH
