source,target,tgt_lng
Archaic Petra,悠久的磐巖,zh-TW
Circlet of Logos,理之冠,zh-TW
Flower of Life,生之花,zh-TW
Goblet of Eonothem,空之杯,zh-TW
Plume of Death,死之羽,zh-TW
Sands of Eon,時之沙,zh-TW
Tenacity of the Millelith,千巖牢固,zh-TW
Tiara of Flame,祭火禮冠,zh-TW
Tiara of Frost,祭冰禮冠,zh-TW
Tiara of Thunder,祭雷禮冠,zh-TW
artifact,聖遺物,zh-TW
千岩牢固,千巖牢固,zh-TW
千岩牢固,千巖牢固,zh-TW
圣遗物,聖遺物,zh-TW
悠久の磐岩,悠久的磐巖,zh-TW
悠久的磐岩,悠久的磐巖,zh-TW
旅立ちの日,風起之日,zh-TW
时之沙,時之沙,zh-TW
時の砂,時之沙,zh-TW
死の羽,死之羽,zh-TW
氷祭りの冠,祭冰禮冠,zh-TW
火祭りの冠,祭火禮冠,zh-TW
理の冠,理之冠,zh-TW
生の花,生之花,zh-TW
祭冰礼冠,祭冰禮冠,zh-TW
祭火礼冠,祭火禮冠,zh-TW
祭雷礼冠,祭雷禮冠,zh-TW
空の杯,空之杯,zh-TW
雷祭りの冠,祭雷禮冠,zh-TW
