source,target,tgt_lng
特殊作战・神名十文字篇,Special Mission Decagrammaton,en-US
特殊作戦・デカグラマトン編,Special Mission Decagrammaton,en-US
特殊作戰十字神名篇,Special Mission Decagrammaton,en-US
특수 작전 데카그라마톤 편,Special Mission Decagrammaton,en-US
ปฏิบัติการพิเศษ ภาคเดคาแกรมมาทอน,Special Mission Decagrammaton,en-US
樱花烂漫庆典大骚动！,Cherry Blossom Festival Commotion!,en-US
桜花爛漫お祭り騒ぎ！,Cherry Blossom Festival Commotion!,en-US
櫻花盛開慶典大騷動！,Cherry Blossom Festival Commotion!,en-US
벚꽃만발 축제대소동!,Cherry Blossom Festival Commotion!,en-US
เทศกาลดอกซากุระบานสะพรั่ง!,Cherry Blossom Festival Commotion!,en-US
革命之伊万库帕拉,A Revolutionary Ivan Kupala,en-US
革命のイワン・クパーラ,A Revolutionary Ivan Kupala,en-US
革命的伊凡．庫帕拉,A Revolutionary Ivan Kupala,en-US
혁명의 이반 쿠팔라,A Revolutionary Ivan Kupala,en-US
ปฏิวัติป่วน อีวาน คูปาลา,A Revolutionary Ivan Kupala,en-US
夏日天空的愿望清单,Summer Sky's Wishlist,en-US
夏空のウィッシュリスト,Summer Sky's Wishlist,en-US
夏日天空的願望清單,Summer Sky's Wishlist,en-US
여름 하늘의 위시리스트,Summer Sky's Wishlist,en-US
ความปรารถนาในฤดูร้อน,Summer Sky's Wishlist,en-US
日奈会长的夏日休假！,Head Prefect Hina's Summer Break!,en-US
ヒナ委員長のなつやすみっ！,Head Prefect Hina's Summer Break!,en-US
陽奈委員長的暑假！,Head Prefect Hina's Summer Break!,en-US
히나 선도부장님의 여름방학!,Head Prefect Hina's Summer Break!,en-US
ปิดเทอมหน้าร้อน ของประธานกรรมการวินัยฮินะ!,Head Prefect Hina's Summer Break!,en-US
在梦幻岛玩捉迷藏,Playing Tag at Neverland,en-US
ネバーランドでつかまえて,Playing Tag at Neverland,en-US
夢幻島的捉迷藏,Playing Tag at Neverland,en-US
네버랜드에서의 술래잡기,Playing Tag at Neverland,en-US
เล่นซ่อนแอบในดินแดนในฝัน,Playing Tag at Neverland,en-US
船上的兔子追击者,Bunny Chasers on Board,en-US
船上のバニーチェイサー,Bunny Chasers on Board,en-US
船上的兔子追逐者,Bunny Chasers on Board,en-US
선상의 바니 체이서,Bunny Chasers on Board,en-US
