source,target,tgt_lng
"""'M'nin Lütfu""","""Uma Bênção de 'M'""",pt-BR
"""A Blessing From 'M'""","""Uma Bênção de 'M'""",pt-BR
"""An Adventure Through the Morning Mist""","""Uma Aventura Pela Névoa Matinal""",pt-BR
"""Bereket Kolektifi""",Coletivo da Fartura,pt-BR
"""Bir Zamanlar Karanlık Felaketi Uzak Tutan Yalnız Rüzgar...""","""Um Vento Solitário Impediu Uma Vez a Escuridão de se Espalhar...""",pt-BR
"""Bá Vương Tối Thượng Siêu Cấp Ma Kiếm""",Mega Ultra Espada Mágica do Soberano,pt-BR
"""Called In For Cleanup""","""Trabalho de limpeza""",pt-BR
"""Chúc Phúc Của Ma Nữ M""","""Uma Bênção de 'M'""",pt-BR
"""Chủ Nhân Gió Đêm""",Mestres do Vento Noturno,pt-BR
"""Coi Đồ Nhóc Đó Kiếm Tiền...""","""Aquele Garoto vai Fazer uma Fortuna...""",pt-BR
"""Collective of Plenty""",Coletivo da Fartura,pt-BR
"""Colui che si oppose alle maree delle acque oscure come un macigno...""","""Ergueu-se como um penhasco contra a maré das águas escuras...""",pt-BR
"""Coşku Dolu Ritimler""","""Ritmo da Euforia""",pt-BR
"""Công Việc Dọn Dẹp""","""Trabalho de limpeza""",pt-BR
"""Cùng Nghe Ta Ca Tụng, Nâng Ly Rượu Tình Yêu!""","""Senhores, Escutem-me, Ergamos a Taça do Amor!""",pt-BR
"""Cư Dân Suối Nước""",Povo das Termas,pt-BR
"""Cộng Đồng Trù Phú""",Coletivo da Fartura,pt-BR
"""Duyun Sesimi! Aşk Kadehini Kaldıralım!""","""Senhores, Escutem-me, Ergamos a Taça do Amor!""",pt-BR
"""Dòng Dõi Vườn Treo""",Descendentes das Copas,pt-BR
"""Flower-Feather Clan""",Clã das Plumas de Flores,pt-BR
"""Gece Rüzgarının Ustaları""",Mestres do Vento Noturno,pt-BR
"""Gök Kubbenin Evlatları""",Descendentes das Copas,pt-BR
"""Hear Me — Let Us Raise the Chalice of Love!""","""Senhores, Escutem-me, Ergamos a Taça do Amor!""",pt-BR
