source,target,tgt_lng
Abbaulähmung,Fatigue de minage,fr-FR
Absorción,Absorption,fr-FR
Absorção,Absorption,fr-FR
Acele,Célérité,fr-FR
Affaticamento,Fatigue de minage,fr-FR
Aliento del nautilo,Respiration du nautile,fr-FR
Anında Hasar,Dégâts instantanés,fr-FR
Anında Sağlık,Soin instantané,fr-FR
Apnea,Respiration aquatique,fr-FR
Assorbimento,Absorption,fr-FR
Atem des Nautilus,Respiration du nautile,fr-FR
Ateş Direnci,Résistance au feu,fr-FR
Avvelenamento,Poison,fr-FR
Avvizzimento,Décomposition,fr-FR
Açlık,Faim,fr-FR
Bad Luck,Malchance,fr-FR
Bad Omen,Mauvais présage,fr-FR
Baskın Kehaneti,Présage d'invasion,fr-FR
Bay lên,Lévitation,fr-FR
Befallen,Infestation,fr-FR
Blindheit,Cécité,fr-FR
Blindness,Cécité,fr-FR
Breath of the Nautilus,Respiration du nautile,fr-FR
Brilho,Surbrillance,fr-FR
Bulantı,Nausée,fr-FR
Bóng tối,Obscurité,fr-FR
Caduta lenta,Chute lente,fr-FR
Canalización,Force de conduit,fr-FR
Carica ventosa,Souffle,fr-FR
Cattivo presagio,Mauvais présage,fr-FR
Caída lenta,Chute lente,fr-FR
Cecità,Cécité,fr-FR
Cegueira,Cécité,fr-FR
Ceguera,Cécité,fr-FR
Choáng,Nausée,fr-FR
Chậm rãi,Lenteur,fr-FR
Cierzo,Souffle,fr-FR
Conduit Power,Force de conduit,fr-FR
Cuerpo ignífugo,Résistance au feu,fr-FR
Curación instantánea,Soin instantané,fr-FR
Danno istantaneo,Dégâts instantanés,fr-FR
Dano Instantâneo,Dégâts instantanés,fr-FR
Darkness,Obscurité,fr-FR
Daño instantáneo,Dégâts instantanés,fr-FR
Debilidad,Faiblesse,fr-FR
Debolezza,Faiblesse,fr-FR
Decomposição,Décomposition,fr-FR
Descomposición,Décomposition,fr-FR
Direktheilung,Soin instantané,fr-FR
Direktschaden,Dégâts instantanés,fr-FR
Direnç,Résistance,fr-FR
Dolphin's Grace,Grâce du dauphin,fr-FR
Doygunluk,Saturation,fr-FR
Drohende Prüfung,Présage d'épreuve,fr-FR
Drohender Überfall,Présage d'invasion,fr-FR
Drohendes Unheil,Mauvais présage,fr-FR
Dunkelheit,Obscurité,fr-FR
Dádiva Marinha,Grâce du dauphin,fr-FR
Eile,Célérité,fr-FR
Emilim,Absorption,fr-FR
Energia condotta,Force de conduit,fr-FR
Eroe del villaggio,Héros du village,fr-FR
Escuridão,Obscurité,fr-FR
Etkisiz,Sans effet,fr-FR
Exaustão,Fatigue de minage,fr-FR
Extraenergie,Bonus de vie,fr-FR
Fame,Faim,fr-FR
Fatiga minera,Fatigue de minage,fr-FR
Feuerresistenz,Résistance au feu,fr-FR
Fiato del nautilo,Respiration du nautile,fr-FR
Fire Resistance,Résistance au feu,fr-FR
Fome,Faim,fr-FR
Fortuna,Chance,fr-FR
Forza,Force,fr-FR
Força,Force,fr-FR
Fraqueza,Faiblesse,fr-FR
Fuerza,Force,fr-FR
Gece Görüşü,Vision nocturne,fr-FR
Glowing,Surbrillance,fr-FR
Glück,Chance,fr-FR
Gracia de delfín,Grâce du dauphin,fr-FR
Grazia delfina,Grâce du dauphin,fr-FR
Gunst des Delfins,Grâce du dauphin,fr-FR
Görünmezlik,Invisibilité,fr-FR
Hambre,Faim,fr-FR
Haste,Célérité,fr-FR
Health Boost,Bonus de vie,fr-FR
Held des Dorfes,Héros du village,fr-FR
Hero of the Village,Héros du village,fr-FR
Herói da Vila,Héros du village,fr-FR
Hunger,Faim,fr-FR
Héroe de la aldea,Héros du village,fr-FR
Hız,Rapidité,fr-FR
Hơi thở của ốc anh vũ,Respiration du nautile,fr-FR
Hấp thụ,Absorption,fr-FR
Hồi phục,Régénération,fr-FR
Infestación,Infestation,fr-FR
Infestazione,Infestation,fr-FR
Infestação,Infestation,fr-FR
Infested,Infestation,fr-FR
Instant Damage,Dégâts instantanés,fr-FR
Instant Health,Soin instantané,fr-FR
Invisibilidad,Invisibilité,fr-FR
Invisibilidade,Invisibilité,fr-FR
Invisibility,Invisibilité,fr-FR
Invisibilità,Invisibilité,fr-FR
İstila Edilmiş,Infestation,fr-FR
Jump Boost,Sauts améliorés,fr-FR
Karanlık,Obscurité,fr-FR
Kháng cự,Résistance,fr-FR
