source,target,tgt_lng
Abercrombie,애버크롬비,ko-KR
Abukuma,아부쿠마,ko-KR
Acasta,아카스타,ko-KR
Achilles,아킬레스,ko-KR
Admiral Graf Spee,아드미랄 그라프 슈피,ko-KR
Admiral Hipper,아드미랄 히퍼,ko-KR
Admiral Hipper META,아드미랄 히퍼·META,ko-KR
Admiral Hipper μ,아드미랄 히퍼(μ장비),ko-KR
Admiral Hipper.META,아드미랄 히퍼·META,ko-KR
Admiral Nakhimov,어드미럴 나히모프,ko-KR
Admiral Zenker,아드미랄 젠커,ko-KR
Adventure,어드벤처,ko-KR
Adventure Galley,어드벤처 갤리,ko-KR
Agano,아가노,ko-KR
Ajax,에이잭스,ko-KR
Akagi,아카기,ko-KR
Akagi μ,아카기(μ장비),ko-KR
Akagi-chan,꼬마 아카기,ko-KR
Akane Shinjo,신죠 아카네,ko-KR
Akashi,아카시,ko-KR
Akatsuki,아카츠키,ko-KR
Alabama,앨라배마,ko-KR
Albacore,알바코어,ko-KR
Albacore μ,알바코어(μ장비),ko-KR
Alberto di Giussano,알베르토 디 주사노,ko-KR
Albion,알비온,ko-KR
Alfredo Oriani,알프레도 오리아니,ko-KR
Algérie,알제리,ko-KR
Algérie META,알제리·META,ko-KR
Algérie.META,알제리·META,ko-KR
Allen M. Sumner,알렌 M. 섬너,ko-KR
Alsace,알자스,ko-KR
Alvitr,알비트,ko-KR
Amagi,아마기,ko-KR
Amagi(CV),아마기(항공모함),ko-KR
Amagi-chan,꼬마 아마기,ko-KR
Amazon,아마존,ko-KR
Ami Futami,후타미 아미,ko-KR
An Shan,안샨,ko-KR
Anchorage,앵커리지,ko-KR
Andrea Doria,안드레아 도리아,ko-KR
Andrea Doria META,안드레아 도리아·META,ko-KR
Andrea Doria.META,안드레아 도리아·META,ko-KR
Anniversary Kizuna AI,키즈나 아이 - 애니버서리,ko-KR
Aoba,아오바,ko-KR
Aquila,아퀼라,ko-KR
Arashio,아라시오,ko-KR
Archerfish,아처피시,ko-KR
Ardent,아덴트,ko-KR
Arethusa,아레투사,ko-KR
Argus,아거스,ko-KR
Ariake,아리아케,ko-KR
Arizona,애리조나,ko-KR
Arizona META,애리조나·META,ko-KR
Arizona.META,애리조나·META,ko-KR
Ark Royal,아크 로열,ko-KR
Ark Royal.META,아크 로열·META,ko-KR
Arkhangelsk,아르한겔스크,ko-KR
Asama,아사마,ko-KR
Asanagi,아사나기,ko-KR
Asashio,아사시오,ko-KR
Ashigara,아시가라,ko-KR
Astoria,아스토리아,ko-KR
Asuka,아스카,ko-KR
Atago,아타고,ko-KR
Atlanta,애틀란타,ko-KR
Attilio Regolo,아틸리오 레골로,ko-KR
August von Parseval,아우구스트 폰 파르제팔,ko-KR
Aulick,얼릭,ko-KR
Aurora,오로라,ko-KR
Avrora,아브로라,ko-KR
Ayanami,아야나미,ko-KR
Ayase,아야세,ko-KR
Aylwin,아일윈,ko-KR
Azuma,아즈마,ko-KR
Azusa Miura,미우라 아즈사,ko-KR
Bache,배시,ko-KR
Bailey,베일리,ko-KR
Baltimore,볼티모어,ko-KR
Baltimore μ,볼티모어(μ장비),ko-KR
Bartolomeo Colleoni,바르톨로메오 콜레오니,ko-KR
Bataan,바탄,ko-KR
Bayard,바야르,ko-KR
Beagle,비글,ko-KR
Belfast,벨파스트,ko-KR
Bell,벨,ko-KR
Bellona,벨로나,ko-KR
Benson,벤슨,ko-KR
Biloxi,빌럭시,ko-KR
Birmingham,버밍햄,ko-KR
Bismarck,비스마르크,ko-KR
Bismarck Zwei,비스마르크 Zwei,ko-KR
Black Heart,블랙 하트,ko-KR
Black Prince,블랙 프린스,ko-KR
Blanc,블랑,ko-KR
Bluegill,블루길,ko-KR
Blücher,블뤼허,ko-KR
Bogatyr,바가티르,ko-KR
Bogue,보그,ko-KR
Bois Belleau,부아 벨루,ko-KR
Boise,보이시,ko-KR
Boise META,보이시·META,ko-KR
Boise μ,보이시(μ장비),ko-KR
Boise.META,보이시·META,ko-KR
Bolzano,볼차노,ko-KR
