source,target,tgt_lng
Aaron Cherof – A Familiar Room,Aaron Cherof - A Familiar Room,zh-TW
Aaron Cherof – Bromeliad,Aaron Cherof - Bromeliad,zh-TW
Aaron Cherof – Crescent Dunes,Aaron Cherof - Crescent Dunes,zh-TW
Aaron Cherof – Echo in the Wind,Aaron Cherof - Echo in the Wind,zh-TW
Aaron Cherof – Featherfall,Aaron Cherof - Featherfall,zh-TW
Aaron Cherof – Puzzlebox,Aaron Cherof - Puzzlebox,zh-TW
Aaron Cherof – Watcher,Aaron Cherof - Watcher,zh-TW
Aaron Cherof — A Familiar Room,Aaron Cherof - A Familiar Room,zh-TW
Aaron Cherof — Bromeliad,Aaron Cherof - Bromeliad,zh-TW
Aaron Cherof — Crescent Dunes,Aaron Cherof - Crescent Dunes,zh-TW
Aaron Cherof — Echo in the Wind,Aaron Cherof - Echo in the Wind,zh-TW
Aaron Cherof — Featherfall,Aaron Cherof - Featherfall,zh-TW
Aaron Cherof — Puzzlebox,Aaron Cherof - Puzzlebox,zh-TW
Aaron Cherof — Watcher,Aaron Cherof - Watcher,zh-TW
Amos Roddy – Below and Above,Amos Roddy - Below and Above,zh-TW
Amos Roddy – Broken Clocks,Amos Roddy - Broken Clocks,zh-TW
Amos Roddy – Fireflies,Amos Roddy - Fireflies,zh-TW
Amos Roddy – Lilypad,Amos Roddy - Lilypad,zh-TW
Amos Roddy – O’s Piano,Amos Roddy - O's Piano,zh-TW
Amos Roddy — Below and Above,Amos Roddy - Below and Above,zh-TW
Amos Roddy — Broken Clocks,Amos Roddy - Broken Clocks,zh-TW
Amos Roddy — Fireflies,Amos Roddy - Fireflies,zh-TW
Amos Roddy — Lilypad,Amos Roddy - Lilypad,zh-TW
Amos Roddy — O's Piano,Amos Roddy - O's Piano,zh-TW
C418 - Haunt Muskie,C418 - Taswell,zh-TW
C418 – Alpha,C418 - Alpha,zh-TW
C418 – Aria Math,C418 - Aria Math,zh-TW
C418 – Axolotl,C418 - Axolotl,zh-TW
C418 – Ballad of the Cats,C418 - Ballad of the Cats,zh-TW
C418 – Beginning 2,C418 - Beginning 2,zh-TW
C418 – Biome Fest,C418 - Biome Fest,zh-TW
C418 – Blind Spots,C418 - Blind Spots,zh-TW
C418 – Boss,C418 - Boss,zh-TW
C418 – Clark,C418 - Clark,zh-TW
C418 – Concrete Halls,C418 - Concrete Halls,zh-TW
C418 – Danny,C418 - Danny,zh-TW
C418 – Dead Voxel,C418 - Dead Voxel,zh-TW
C418 – Dragon Fish,C418 - Dragon Fish,zh-TW
C418 – Dreiton,C418 - Dreiton,zh-TW
C418 – Dry Hands,C418 - Dry Hands,zh-TW
C418 – Floating Trees,C418 - Floating Trees,zh-TW
C418 – Haggstrom,C418 - Haggstrom,zh-TW
C418 – Haunt Muskie,C418 - Haunt Muskie,zh-TW
C418 – Key,C418 - Key,zh-TW
C418 – Living Mice,C418 - Living Mice,zh-TW
C418 – Mice on Venus,C418 - Mice on Venus,zh-TW
C418 – Minecraft,C418 - Minecraft,zh-TW
C418 – Moog City 2,C418 - Moog City 2,zh-TW
C418 – Mutation,C418 - Mutation,zh-TW
C418 – Oxygène,C418 - Oxygène,zh-TW
C418 – Shuniji,C418 - Shuniji,zh-TW
C418 – Subwoofer Lullaby,C418 - Subwoofer Lullaby,zh-TW
C418 – Sweden,C418 - Sweden,zh-TW
C418 – Taswell,C418 - Taswell,zh-TW
C418 – The End,C418 - The End,zh-TW
C418 – Warmth,C418 - Warmth,zh-TW
C418 – Wet Hands,C418 - Wet Hands,zh-TW
C418 — Alpha,C418 - Alpha,zh-TW
C418 — Aria Math,C418 - Aria Math,zh-TW
C418 — Axolotl,C418 - Axolotl,zh-TW
C418 — Ballad of the Cats,C418 - Ballad of the Cats,zh-TW
C418 — Beginning 2,C418 - Beginning 2,zh-TW
C418 — Biome Fest,C418 - Biome Fest,zh-TW
C418 — Blind Spots,C418 - Blind Spots,zh-TW
C418 — Boss,C418 - Boss,zh-TW
C418 — Clark,C418 - Clark,zh-TW
C418 — Concrete Halls,C418 - Concrete Halls,zh-TW
C418 — Danny,C418 - Danny,zh-TW
C418 — Dead Voxel,C418 - Dead Voxel,zh-TW
C418 — Dragon Fish,C418 - Dragon Fish,zh-TW
C418 — Dreiton,C418 - Dreiton,zh-TW
C418 — Dry Hands,C418 - Dry Hands,zh-TW
C418 — Floating Trees,C418 - Floating Trees,zh-TW
C418 — Haggstrom,C418 - Haggstrom,zh-TW
C418 — Haunt Muskie,C418 - Haunt Muskie,zh-TW
C418 — Key,C418 - Key,zh-TW
C418 — Living Mice,C418 - Living Mice,zh-TW
C418 — Mice on Venus,C418 - Mice on Venus,zh-TW
C418 — Minecraft,C418 - Minecraft,zh-TW
C418 — Moog City 2,C418 - Moog City 2,zh-TW
C418 — Mutation,C418 - Mutation,zh-TW
C418 — Oxygène,C418 - Oxygène,zh-TW
C418 — Shuniji,C418 - Shuniji,zh-TW
C418 — Subwoofer Lullaby,C418 - Subwoofer Lullaby,zh-TW
C418 — Sweden,C418 - Sweden,zh-TW
C418 — Taswell,C418 - Taswell,zh-TW
C418 — The End,C418 - The End,zh-TW
C418 — Warmth,C418 - Warmth,zh-TW
C418 — Wet Hands,C418 - Wet Hands,zh-TW
fingerspit – Ebb,fingerspit - Ebb,zh-TW
fingerspit – Home,fingerspit - Home,zh-TW
fingerspit – Memories,fingerspit - Memories,zh-TW
fingerspit – Nightly,fingerspit - Nightly,zh-TW
fingerspit – Shores,fingerspit - Shores,zh-TW
fingerspit — Ebb,fingerspit - Ebb,zh-TW
fingerspit — Home,fingerspit - Home,zh-TW
fingerspit — Memories,fingerspit - Memories,zh-TW
fingerspit — Nightly,fingerspit - Nightly,zh-TW
fingerspit — Shores,fingerspit - Shores,zh-TW
Kumi Tanioka - An Ordinary Day,谷岡久美 - An Ordinary Day,zh-TW
Kumi Tanioka - Comforting Memories,谷岡久美 - Comforting Memories,zh-TW
Kumi Tanioka - Floating Dream,谷岡久美 - Floating Dream,zh-TW
Kumi Tanioka - komorebi,谷岡久美 - komorebi,zh-TW
Kumi Tanioka - pokopoko,谷岡久美 - pokopoko,zh-TW
Kumi Tanioka - yakusoku,谷岡久美 - yakusoku,zh-TW
Kumi Tanioka – An Ordinary Day,谷岡久美 - An Ordinary Day,zh-TW
Kumi Tanioka – Comforting Memories,谷岡久美 - Comforting Memories,zh-TW
Kumi Tanioka – Floating Dream,谷岡久美 - Floating Dream,zh-TW
Kumi Tanioka – komorebi,谷岡久美 - komorebi,zh-TW
Kumi Tanioka – pokopoko,谷岡久美 - pokopoko,zh-TW
Kumi Tanioka – yakusoku,谷岡久美 - yakusoku,zh-TW
Kumi Tanioka — An Ordinary Day,谷岡久美 - An Ordinary Day,zh-TW
Kumi Tanioka — Comforting Memories,谷岡久美 - Comforting Memories,zh-TW
Kumi Tanioka — Floating Dream,谷岡久美 - Floating Dream,zh-TW
Kumi Tanioka — komorebi,谷岡久美 - komorebi,zh-TW
Kumi Tanioka — pokopoko,谷岡久美 - pokopoko,zh-TW
Kumi Tanioka — yakusoku,谷岡久美 - yakusoku,zh-TW
Lena Raine – Aerie,Lena Raine - Aerie,zh-TW
Lena Raine – Ancestry,Lena Raine - Ancestry,zh-TW
Lena Raine – Chrysopoeia,Lena Raine - Chrysopoeia,zh-TW
Lena Raine – Deeper,Lena Raine - Deeper,zh-TW
Lena Raine – Eld Unknown,Lena Raine - Eld Unknown,zh-TW
Lena Raine – Endless,Lena Raine - Endless,zh-TW
Lena Raine – Firebugs,Lena Raine - Firebugs,zh-TW
Lena Raine – Infinite Amethyst,Lena Raine - Infinite Amethyst,zh-TW
Lena Raine – Labyrinthine,Lena Raine - Labyrinthine,zh-TW
Lena Raine – Left to Bloom,Lena Raine - Left to Bloom,zh-TW
Lena Raine – One More Day,Lena Raine - One More Day,zh-TW
Lena Raine – Rubedo,Lena Raine - Rubedo,zh-TW
Lena Raine – So Below,Lena Raine - So Below,zh-TW
Lena Raine – Stand Tall,Lena Raine - Stand Tall,zh-TW
Lena Raine – Wending,Lena Raine - Wending,zh-TW
Lena Raine — Aerie,Lena Raine - Aerie,zh-TW
Lena Raine — Ancestry,Lena Raine - Ancestry,zh-TW
Lena Raine — Chrysopoeia,Lena Raine - Chrysopoeia,zh-TW
Lena Raine — Deeper,Lena Raine - Deeper,zh-TW
Lena Raine — Eld Unknown,Lena Raine - Eld Unknown,zh-TW
Lena Raine — Endless,Lena Raine - Endless,zh-TW
Lena Raine — Firebugs,Lena Raine - Firebugs,zh-TW
Lena Raine — Infinite Amethyst,Lena Raine - Infinite Amethyst,zh-TW
Lena Raine — Labyrinthine,Lena Raine - Labyrinthine,zh-TW
Lena Raine — Left to Bloom,Lena Raine - Left to Bloom,zh-TW
Lena Raine — One More Day,Lena Raine - One More Day,zh-TW
Lena Raine — Rubedo,Lena Raine - Rubedo,zh-TW
Lena Raine — So Below,Lena Raine - So Below,zh-TW
Lena Raine — Stand Tall,Lena Raine - Stand Tall,zh-TW
Lena Raine — Wending,Lena Raine - Wending,zh-TW
Tanioka Kumi - An Ordinary Day,谷岡久美 - An Ordinary Day,zh-TW
Tanioka Kumi - Comforting Memories,谷岡久美 - Comforting Memories,zh-TW
Tanioka Kumi - Floating Dream,谷岡久美 - Floating Dream,zh-TW
Tanioka Kumi - komorebi,谷岡久美 - komorebi,zh-TW
Tanioka Kumi - pokopoko,谷岡久美 - pokopoko,zh-TW
Tanioka Kumi - yakusoku,谷岡久美 - yakusoku,zh-TW
Аарон Шероф — A Familiar Room,Aaron Cherof - A Familiar Room,zh-TW
Аарон Шероф — Bromeliad,Aaron Cherof - Bromeliad,zh-TW
Аарон Шероф — Crescent Dunes,Aaron Cherof - Crescent Dunes,zh-TW
Аарон Шероф — Echo in the Wind,Aaron Cherof - Echo in the Wind,zh-TW
Аарон Шероф — Featherfall,Aaron Cherof - Featherfall,zh-TW
Аарон Шероф — Puzzlebox,Aaron Cherof - Puzzlebox,zh-TW
Аарон Шероф — Watcher,Aaron Cherof - Watcher,zh-TW
Куми Таниока — An Ordinary Day,谷岡久美 - An Ordinary Day,zh-TW
Куми Таниока — Comforting Memories,谷岡久美 - Comforting Memories,zh-TW
Куми Таниока — Floating Dream,谷岡久美 - Floating Dream,zh-TW
Куми Таниока — komorebi,谷岡久美 - komorebi,zh-TW
Куми Таниока — pokopoko,谷岡久美 - pokopoko,zh-TW
Куми Таниока — yakusoku,谷岡久美 - yakusoku,zh-TW
Лена Рейн — Aerie,Lena Raine - Aerie,zh-TW
Лена Рейн — Ancestry,Lena Raine - Ancestry,zh-TW
Лена Рейн — Chrysopoeia,Lena Raine - Chrysopoeia,zh-TW
Лена Рейн — Deeper,Lena Raine - Deeper,zh-TW
Лена Рейн — Eld Unknown,Lena Raine - Eld Unknown,zh-TW
Лена Рейн — Endless,Lena Raine - Endless,zh-TW
Лена Рейн — Firebugs,Lena Raine - Firebugs,zh-TW
Лена Рейн — Infinite Amethyst,Lena Raine - Infinite Amethyst,zh-TW
Лена Рейн — Labyrinthine,Lena Raine - Labyrinthine,zh-TW
Лена Рейн — Left to Bloom,Lena Raine - Left to Bloom,zh-TW
Лена Рейн — One More Day,Lena Raine - One More Day,zh-TW
Лена Рейн — Rubedo,Lena Raine - Rubedo,zh-TW
Лена Рейн — So Below,Lena Raine - So Below,zh-TW
Лена Рейн — Stand Tall,Lena Raine - Stand Tall,zh-TW
Лена Рейн — Wending,Lena Raine - Wending,zh-TW
Эймос Родди — Below and Above,Amos Roddy - Below and Above,zh-TW
Эймос Родди — Broken Clocks,Amos Roddy - Broken Clocks,zh-TW
Эймос Родди — Fireflies,Amos Roddy - Fireflies,zh-TW
Эймос Родди — Lilypad,Amos Roddy - Lilypad,zh-TW
Эймос Родди — O's Piano,Amos Roddy - O's Piano,zh-TW
谷冈久美 - An Ordinary Day,谷岡久美 - An Ordinary Day,zh-TW
谷冈久美 - Comforting Memories,谷岡久美 - Comforting Memories,zh-TW
谷冈久美 - Floating Dream,谷岡久美 - Floating Dream,zh-TW
谷冈久美 - komorebi,谷岡久美 - komorebi,zh-TW
谷冈久美 - pokopoko,谷岡久美 - pokopoko,zh-TW
谷冈久美 - yakusoku,谷岡久美 - yakusoku,zh-TW
