source,target,tgt_lng
%%%s %s,%s%% %s,zh-TW
%2$s %1$s%%,%s%% %s,zh-TW
%2$s +%1$s,+%s %s,zh-TW
%2$s +%1$s%%,+%s%% %s,zh-TW
%2$s -%1$s,-%s %s,zh-TW
%2$s -%1$s%%,-%s%% %s,zh-TW
%2$s: %1$s,%s %s,zh-TW
%2$s: %1$s%%,%s%% %s,zh-TW
%2$s: +%1$s,+%s %s,zh-TW
%2$s: +%1$s%%,+%s%% %s,zh-TW
%2$s: -%1$s,-%s %s,zh-TW
%2$s: -%1$s%%,-%s%% %s,zh-TW
%s %% %s,%s%% %s,zh-TW
%s %% en %s,%s%% %s,zh-TW
%s en %s,%s %s,zh-TW
+%%%s %s,+%s%% %s,zh-TW
+%s %% %s,+%s%% %s,zh-TW
+%s %% en %s,+%s%% %s,zh-TW
+%s en %s,+%s %s,zh-TW
-%%%s %s,-%s%% %s,zh-TW
-%s %% %s,-%s%% %s,zh-TW
-%s %% en %s,-%s%% %s,zh-TW
-%s en %s,-%s %s,zh-TW
Abbaueffizienz,挖掘效率,zh-TW
Absorción máxima,最大傷害吸收值,zh-TW
absorption maximale,最大傷害吸收值,zh-TW
Absorção máxima,最大傷害吸收值,zh-TW
Ad Etiketi Mesafesi,名稱標籤距離,zh-TW
Ad Etiketi Puan Mesafesi,名稱標籤分數距離,zh-TW
Adım Yüksekliği,最大行走高度,zh-TW
Air Drag Modifier,空氣阻力修正係數,zh-TW
Alcance de atração das criaturas,生物引誘範圍,zh-TW
Alcance de detecção do marcador,路徑點接收距離,zh-TW
Alcance de interação com blocos,方塊互動距離,zh-TW
Alcance de interação com entidades,實體互動距離,zh-TW
Alcance de perseguição das criaturas,生物追蹤範圍,zh-TW
Alcance de transmissão do marcador,路徑點傳輸距離,zh-TW
Altezza del passo,最大行走高度,zh-TW
Altura de paso,最大行走高度,zh-TW
Altura dos passos,最大行走高度,zh-TW
Angriffsgeschwindigkeit,攻擊速度,zh-TW
Angriffsrückstoß,擊退,zh-TW
Angriffsschaden,攻擊傷害,zh-TW
Armadura,盔甲,zh-TW
Armatura,盔甲,zh-TW
Armor,盔甲,zh-TW
Armor Toughness,盔甲強度,zh-TW
Assorbimento massimo,最大傷害吸收值,zh-TW
At Zıplama Gücü,馬跳躍力,zh-TW
Attack Damage,攻擊傷害,zh-TW
Attack Knockback,擊退,zh-TW
Attack Speed,攻擊速度,zh-TW
Bewegungseffizienz,移動效率,zh-TW
Block Break Speed,方塊破壞速度,zh-TW
Block Interaction Range,方塊互動距離,zh-TW
Blockabbaugeschwindigkeit,方塊破壞速度,zh-TW
Block‐Interaktionsweite,方塊互動距離,zh-TW
Blok Etkileşim Mesafesi,方塊互動距離,zh-TW
Blok Kırma Hızı,方塊破壞速度,zh-TW
bonus d'oxygène,額外氧氣,zh-TW
Bounciness,彈性,zh-TW
Brenndauer,燃燒時間,zh-TW
Burning Time,燃燒時間,zh-TW
Bật lùi tấn công,擊退,zh-TW
Camera Distance,鏡頭距離,zh-TW
Canlı Fark Etme Mesafesi,生物引誘範圍,zh-TW
Canlı Takip Menzili,生物追蹤範圍,zh-TW
Canlı Takip Mesafesi,生物追蹤範圍,zh-TW
chance,幸運,zh-TW
Chiều cao bước,最大行走高度,zh-TW
Contraccolpo,擊退,zh-TW
Danni per colpo,攻擊傷害,zh-TW
Dano por golpe,攻擊傷害,zh-TW
Daño de ataque,攻擊傷害,zh-TW
distance d'affichage du nom,名稱標籤距離,zh-TW
distance d'affichage du score du nom,名稱標籤分數距離,zh-TW
distance de chute sûre,安全摔落高度,zh-TW
