source,target,tgt_lng
Abedular,樺木森林,zh-TW
Abedular ancestral,原生樺木森林,zh-TW
Abetal,雪林,zh-TW
Abgetragene Tafelberge,侵蝕惡地,zh-TW
Abisso oscuro,深淵,zh-TW
Abîmes,深淵,zh-TW
Alacalı Orman,斑駁森林,zh-TW
Alm,草甸,zh-TW
Altopiano della savana,莽原高地,zh-TW
Ayçiçeği Ovaları,向日葵平原,zh-TW
Aşınmış Kırgıbayır,侵蝕惡地,zh-TW
Badlands,惡地,zh-TW
Badlands boisées,疏林惡地,zh-TW
Badlands érodées,侵蝕惡地,zh-TW
Bamboo Jungle,竹林,zh-TW
Bambu Ormanı,竹林,zh-TW
Bambusdschungel,竹林,zh-TW
Basalt Deltas,玄武岩三角洲,zh-TW
Basaltdeltas,玄武岩三角洲,zh-TW
Bataklık,沼澤,zh-TW
Bazalt Deltaları,玄武岩三角洲,zh-TW
Beach,沙灘,zh-TW
Berghain,雪林,zh-TW
Bewaldete Tafelberge,疏林惡地,zh-TW
Birch Forest,樺木森林,zh-TW
Birken-Urwald,原生樺木森林,zh-TW
Birkenwald,樺木森林,zh-TW
Biển băng tuyết,冰雪沙灘,zh-TW
Blasser Garten,蒼白之園,zh-TW
Blumenwald,繁花森林,zh-TW
Boschetto,雪林,zh-TW
Boschetto di ciliegi,櫻花樹林,zh-TW
Bosque,森林,zh-TW
Bosque,雪林,zh-TW
Bosque carmesí,緋紅森林,zh-TW
Bosque distorsionado,扭曲森林,zh-TW
Bosque floral,繁花森林,zh-TW
Bosque moteado,斑駁森林,zh-TW
Bosque oscuro,黑森林,zh-TW
Bosque ventiscoso,風蝕森林,zh-TW
Bosquet,雪林,zh-TW
Bosquet de cerisiers,櫻花樹林,zh-TW
Boşluk,虛空,zh-TW
Buntwald,斑駁森林,zh-TW
Buz Dikitleri,冰刺,zh-TW
Bãi biển,沙灘,zh-TW
Bóng tối sâu thẳm,深淵,zh-TW
Bờ đá,石岸,zh-TW
Calanchi,惡地,zh-TW
Calanchi boscosi,疏林惡地,zh-TW
Calanchi erosi,侵蝕惡地,zh-TW
Campi fungosi,蘑菇地,zh-TW
Campo de champiñones,蘑菇地,zh-TW
Campos de cogumelos,蘑菇地,zh-TW
Cao nguyên End,終界高地,zh-TW
Cao nguyên Xavan,莽原高地,zh-TW
Cavernas de enxofre,硫磺洞窟,zh-TW
Cavernas de espeleotemas,鐘乳石洞窟,zh-TW
Cavernas verdejantes,蒼鬱洞窟,zh-TW
Caverne di speleotemi,鐘乳石洞窟,zh-TW
Caverne di zolfo,硫磺洞窟,zh-TW
Caverne rigogliose,蒼鬱洞窟,zh-TW
Cavernes de soufre,硫磺洞窟,zh-TW
Cavernes de spéléothèmes,鐘乳石洞窟,zh-TW
Cavernes luxuriantes,蒼鬱洞窟,zh-TW
Cerejal,櫻花樹林,zh-TW
Cerezal,櫻花樹林,zh-TW
Champs de champignons,蘑菇地,zh-TW
Cherry Grove,櫻花樹林,zh-TW
Châu thổ đá bazan,玄武岩三角洲,zh-TW
Cold Ocean,寒冷海洋,zh-TW
Colinas das ventanias,風蝕丘陵,zh-TW
Colinas de cascalho das ventanias,風蝕礫質丘陵,zh-TW
Colinas pedregosas ventiscosas,風蝕礫質丘陵,zh-TW
Colinas ventiscosas,風蝕丘陵,zh-TW
Colline di ghiaia ventose,風蝕礫質丘陵,zh-TW
Colline ventose,風蝕丘陵,zh-TW
Collines graveleuses venteuses,風蝕礫質丘陵,zh-TW
Collines venteuses,風蝕丘陵,zh-TW
Costa rocciosa,石岸,zh-TW
Costa rochosa,石岸,zh-TW
Costa rocosa,石岸,zh-TW
Crimson Forest,緋紅森林,zh-TW
Cuevas de azufre,硫磺洞窟,zh-TW
Cuevas frondosas,蒼鬱洞窟,zh-TW
Cuevas kársticas,鐘乳石洞窟,zh-TW
Cumbres escarpadas,尖峭山峰,zh-TW
Cumbres heladas,霜凍山峰,zh-TW
Cumbres rocosas,裸岩山峰,zh-TW
Côte rocheuse,石岸,zh-TW
Cõi hư không,虛空,zh-TW
Damla Taş Mağaraları,鐘乳石洞窟,zh-TW
Dappled Forest,斑駁森林,zh-TW
Dark Forest,黑森林,zh-TW
Das Ende,終界,zh-TW
Deep Cold Ocean,寒冷深海,zh-TW
Deep Dark,深淵,zh-TW
Deep Frozen Ocean,寒凍深海,zh-TW
Deep Lukewarm Ocean,溫和深海,zh-TW
Deep Ocean,深海,zh-TW
Delta di basalto,玄武岩三角洲,zh-TW
Deltas de basalte,玄武岩三角洲,zh-TW
Deltas de basalto,玄武岩三角洲,zh-TW
Derin Donmuş Okyanus,寒凍深海,zh-TW
Derin Ilık Okyanus,溫和深海,zh-TW
Derin Okyanus,深海,zh-TW
Derin Soğuk Okyanus,寒冷深海,zh-TW
Descampado do Nether,地獄荒原,zh-TW
Desert,沙漠,zh-TW
Deserto,沙漠,zh-TW
Desierto,沙漠,zh-TW
Desiertos del Nether,地獄荒原,zh-TW
Die Leere,虛空,zh-TW
Distese del Nether,地獄荒原,zh-TW
Donmuş Nehir,寒凍河流,zh-TW
Donmuş Okyanus,寒凍海洋,zh-TW
Donmuş Tepeler,霜凍山峰,zh-TW
Dripstone Caves,鐘乳石洞窟,zh-TW
Dschungel,叢林,zh-TW
Dunkler Wald,黑森林,zh-TW
Désert,沙漠,zh-TW
Dốc tuyết,雪坡,zh-TW
Ebene,平原,zh-TW
Eiszapfentundra,冰刺,zh-TW
El Değmemiş Huş Ormanı,原生樺木森林,zh-TW
El Değmemiş Ladin Ormanı,原生杉木針葉林,zh-TW
El Değmemiş Çam Ormanı,原生松木針葉林,zh-TW
El End,終界,zh-TW
El End (islas pequeñas),終界小島,zh-TW
El End (zona elevada),終界高地,zh-TW
