source,target,tgt_lng
Ambient/Environment,분위기/환경,ko-KR
Ambiente,분위기/환경,ko-KR
Ambiente/Entorno,분위기/환경,ko-KR
Ana Ses,전체 음량,ko-KR
Arayüz,UI,ko-KR
Assistente vocale,내레이터/음성,ko-KR
Atmosphäre/Umgebung,분위기/환경,ko-KR
Benutzeroberfläche,UI,ko-KR
BGM,음악,ko-KR
Blocchi,블록,ko-KR
Blocchi musicali,주크박스/소리 블록,ko-KR
Blocks,블록,ko-KR
Blocos,블록,ko-KR
Blocs,블록,ko-KR
Blocs musicaux,주크박스/소리 블록,ko-KR
Bloklar,블록,ko-KR
Bloques,블록,ko-KR
Bloques musicales,주크박스/소리 블록,ko-KR
Blöcke,블록,ko-KR
Clima,날씨,ko-KR
Creature ostili,적대적 몹,ko-KR
Creature pacifiche,친화적 몹,ko-KR
Criaturas hostiles,적대적 몹,ko-KR
Criaturas hostis,적대적 몹,ko-KR
Criaturas inofensivas,친화적 몹,ko-KR
Criaturas pacíficas,친화적 몹,ko-KR
Créatures hostiles,적대적 몹,ko-KR
Créatures passives,친화적 몹,ko-KR
Dost Canlılar,친화적 몹,ko-KR
Environnement,분위기/환경,ko-KR
Feindliche Kreaturen,적대적 몹,ko-KR
Freundliche Kreaturen,친화적 몹,ko-KR
Friendly Mobs,친화적 몹,ko-KR
Gesamtlautstärke,전체 음량,ko-KR
Giao diện người dùng,UI,ko-KR
Giocatori,플레이어,ko-KR
Giọng nói,내레이터/음성,ko-KR
Hava Durumu,날씨,ko-KR
Hostile Mobs,적대적 몹,ko-KR
Interfaccia,UI,ko-KR
Interface,UI,ko-KR
Interfaz,UI,ko-KR
Jogadores,플레이어,ko-KR
Joueurs,플레이어,ko-KR
Jugadores,플레이어,ko-KR
Jukebox/Note Blocks,주크박스/소리 블록,ko-KR
Khối,블록,ko-KR
Khối phát nhạc,주크박스/소리 블록,ko-KR
Master Volume,전체 음량,ko-KR
Metin Okuyucu/Konuşma,내레이터/음성,ko-KR
Music,음악,ko-KR
Musica,음악,ko-KR
Musik,음악,ko-KR
Musikblöcke,주크박스/소리 블록,ko-KR
Musique,음악,ko-KR
Météo,날씨,ko-KR
Môi trường,분위기/환경,ko-KR
Música,음악,ko-KR
Müzik,음악,ko-KR
Müzik/Nota Bloğu,주크박스/소리 블록,ko-KR
Narrador/Voz,내레이터/음성,ko-KR
Narrateur,내레이터/음성,ko-KR
Narrator/Voice,내레이터/음성,ko-KR
Người chơi,플레이어,ko-KR
Oyuncular,플레이어,ko-KR
Players,플레이어,ko-KR
Saldırgan Canlılar,적대적 몹,ko-KR
Sinh vật lành,친화적 몹,ko-KR
Sinh vật ác,적대적 몹,ko-KR
Spieler,플레이어,ko-KR
Sprachausgabe/Stimme,내레이터/음성,ko-KR
Tempo,날씨,ko-KR
Tempo atmosferico,날씨,ko-KR
Thời tiết,날씨,ko-KR
Toca-Discos/Blocos Musicais,주크박스/소리 블록,ko-KR
Volume generale,전체 음량,ko-KR
Volume principal,전체 음량,ko-KR
Volume-mestre,전체 음량,ko-KR
Volumen general,전체 음량,ko-KR
Voz/Diálogos,내레이터/음성,ko-KR
Weather,날씨,ko-KR
Wetter,날씨,ko-KR
Âm lượng tổng,전체 음량,ko-KR
Âm nhạc,음악,ko-KR
Çevresel,분위기/환경,ko-KR
Блоки,블록,ko-KR
Враждебные мобы,적대적 몹,ko-KR
Диктор/Голос,내레이터/음성,ko-KR
Игроки,플레이어,ko-KR
Интерфейс,UI,ko-KR
Мирные мобы,친화적 몹,ko-KR
Музыка,음악,ko-KR
Музыкальные блоки,주크박스/소리 블록,ko-KR
Общая громкость,전체 음량,ko-KR
Окружение,분위기/환경,ko-KR
Погода,날씨,ko-KR
ตู้เพลง/กล่องตัวโน้ต,주크박스/소리 블록,ko-KR
บล็อก,블록,ko-KR
ผู้บรรยาย/เสียงพูด,내레이터/음성,ko-KR
ผู้เล่น,플레이어,ko-KR
ม็อบเป็นมิตร,친화적 몹,ko-KR
ม็อบไม่เป็นมิตร,적대적 몹,ko-KR
สภาพอากาศ,날씨,ko-KR
อินเทอร์เฟซผู้ใช้,UI,ko-KR
เพลง,음악,ko-KR
เสียงหลัก,전체 음량,ko-KR
แอมเบียนต์/สิ่งแวดล้อม,분위기/환경,ko-KR
ジュークボックス／音符ブロック,주크박스/소리 블록,ko-KR
ブロック,블록,ko-KR
プレイヤー,플레이어,ko-KR
主音量,전체 음량,ko-KR
友好生物,친화적 몹,ko-KR
友好的Mob,친화적 몹,ko-KR
唱片机/音符盒,주크박스/소리 블록,ko-KR
唱片機／音階盒,주크박스/소리 블록,ko-KR
复述功能/语音,내레이터/음성,ko-KR
天候,날씨,ko-KR
天气,날씨,ko-KR
天氣,날씨,ko-KR
敌对生物,적대적 몹,ko-KR
敵対的Mob,적대적 몹,ko-KR
敵對生物,적대적 몹,ko-KR
方块,블록,ko-KR
方塊,블록,ko-KR
朗讀功能／語音,내레이터/음성,ko-KR
玩家,플레이어,ko-KR
环境,분위기/환경,ko-KR
環境音,분위기/환경,ko-KR
環境音效／環境,분위기/환경,ko-KR
用户界面,UI,ko-KR
音乐,음악,ko-KR
音声読み上げ／声,내레이터/음성,ko-KR
音樂,음악,ko-KR
