source,target,tgt_lng
Adventure,冒險模式,zh-TW
Adventure Multiplayer (AMP),多人冒險模式,zh-TW
Adventure Singleplayer (ASP),單人冒險模式,zh-TW
Creative,創造模式,zh-TW
Creative Multiplayer (CMP),多人創造模式,zh-TW
Creative Singleplayer (CSP),單人創造模式,zh-TW
Demo,演示模式 / 演示版,zh-TW
Easy,簡單,zh-TW
Hard,困難,zh-TW
Hardcore,極限模式,zh-TW
Hardcore Multiplayer (HMP),多人極限模式,zh-TW
Hardcore Singleplayer (HSP),單人極限模式,zh-TW
Normal,普通,zh-TW
Peaceful,和平,zh-TW
Spectator,旁觀者模式,zh-TW
Survival,生存模式,zh-TW
Survival Multiplayer (SMP),多人生存模式,zh-TW
Survival Singleplayer (SSP),單人生存模式,zh-TW
冒险模式,冒險模式,zh-TW
创造模式,創造模式,zh-TW
单人冒险模式,單人冒險模式,zh-TW
单人创造模式,單人創造模式,zh-TW
单人极限模式,單人極限模式,zh-TW
单人生存模式,單人生存模式,zh-TW
困难,困難,zh-TW
多人冒险模式,多人冒險模式,zh-TW
多人创造模式,多人創造模式,zh-TW
多人极限模式,多人極限模式,zh-TW
旁观模式,旁觀者模式,zh-TW
极限模式,極限模式,zh-TW
简单,簡單,zh-TW
