source,target,tgt_lng
Abandoned Camp,廢棄營地,zh-TW
Acacia,相思木,zh-TW
Amethyst Geode,紫晶洞,zh-TW
Ancient City,遠古城市,zh-TW
Aquifer,含水層,zh-TW
Azalea,杜鵑樹,zh-TW
Basalt Column,玄武岩石柱林,zh-TW
Basalt Pillar,玄武岩柱,zh-TW
Bastion Remnant,堡壘遺蹟,zh-TW
Birch,樺木,zh-TW
Blue Ice,藍冰,zh-TW
Bonus Chest,獎勵箱,zh-TW
Bryce Pillar,岩柱,zh-TW
Buried Treasure,埋藏的寶藏,zh-TW
Cave,洞穴,zh-TW
Cheese Cave,起司洞穴,zh-TW
Cherry Blossom Tree,櫻花木,zh-TW
Chorus Plant,歌萊樹,zh-TW
Cloud,雲,zh-TW
Conduit Frame,海靈核心框架,zh-TW
Coral Reef,珊瑚礁,zh-TW
Dark Oak,黑橡木,zh-TW
Delta,三角洲,zh-TW
Desert Pyramid,沙漠神殿,zh-TW
Desert Well,沙漠水井,zh-TW
Dimension,維度,zh-TW
Disk,圓盤,zh-TW
Dripstone,鐘乳石,zh-TW
Dripstone Cluster,鐘乳石簇,zh-TW
End City,終界城,zh-TW
End Gateway,終界折躍門,zh-TW
End Island,終界浮空島嶼,zh-TW
End Platform,終界平台,zh-TW
End Podium,終界基座,zh-TW
End Portal,終界傳送門,zh-TW
End Ship,終界船,zh-TW
Erosion,盆地,zh-TW
Exit Portal,返回傳送門,zh-TW
Far Lands,邊境之地,zh-TW
Fill Layer,填充層,zh-TW
Floating Island,浮空島嶼,zh-TW
Fog,迷霧,zh-TW
Fortress,地獄要塞,zh-TW
Fossil,化石,zh-TW
Freeze Top Layer,冰凍頂層,zh-TW
Glowstone Blob,螢光石堆,zh-TW
Hill,丘陵,zh-TW
Huge Brown Mushroom,巨型棕色蘑菇,zh-TW
Huge Crimson Fungus,巨型緋紅蕈菇,zh-TW
Huge Fungus,巨型蕈菇,zh-TW
Huge Mushroom,巨型蘑菇,zh-TW
Huge Red Mushroom,巨型紅色蘑菇,zh-TW
Huge Warped Fungus,巨型扭曲蕈菇,zh-TW
Ice Spike,冰刺,zh-TW
Iceberg,冰山,zh-TW
Igloo,雪屋,zh-TW
Jungle Pyramid,叢林遺跡,zh-TW
Jungle Tree,叢林木,zh-TW
Large Dripstone,大型鐘乳石,zh-TW
Lava Lake,熔岩湖,zh-TW
Lava Sea,熔岩海,zh-TW
Leaf Clay,多葉黏土層,zh-TW
Mangrove,紅樹林木,zh-TW
Mansion,綠林府邸,zh-TW
Mineshaft,礦坑,zh-TW
Monster Room,生怪房,zh-TW
Moon,月亮,zh-TW
Mossy Cobblestone Boulder,青苔巨石,zh-TW
Mountain,山脈,zh-TW
Nether Fortress,地獄要塞,zh-TW
Nether Fossil,地獄化石,zh-TW
Nether Portal,地獄傳送門,zh-TW
Noise Cave,雜訊洞穴,zh-TW
Noodle Cave,麵條洞穴,zh-TW
Oak,橡木,zh-TW
Obsidian Pillar,黑曜石柱,zh-TW
Obsidian Platform,黑曜石平台,zh-TW
Ocean Monument,海底遺跡,zh-TW
Ocean Ruin,海底廢墟,zh-TW
Ore,礦團,zh-TW
Overworld,主世界,zh-TW
Pale Oak,蒼白橡木,zh-TW
Pile,方塊堆,zh-TW
Pillager Outpost,掠奪者前哨站,zh-TW
Pointed Dripstone,鐘乳石,zh-TW
Rain,降雨,zh-TW
Random Patch,隨機斑塊,zh-TW
Ravine,峽谷,zh-TW
Ruined Portal,廢棄傳送門,zh-TW
Sculk Patch,伏聆斑塊,zh-TW
Shipwreck,沉船,zh-TW
Snowfall,降雪,zh-TW
Spaghetti Cave,義麵洞穴,zh-TW
Spring,湧泉,zh-TW
Spruce,杉木,zh-TW
Stars,星星,zh-TW
Stone Platform,石頭平台,zh-TW
Stronghold,要塞,zh-TW
Sulfur Pool,硫磺池,zh-TW
Sulfur Spike,硫磺尖錐,zh-TW
Sulfur Spike Cluster,硫磺尖錐簇,zh-TW
Sulfur Spring,硫磺湧泉,zh-TW
Sun,太陽,zh-TW
Swamp Hut,沼澤小屋,zh-TW
The End,終界,zh-TW
The Nether,地獄,zh-TW
The Void,虛空,zh-TW
Thunderstorm,暴風雨,zh-TW
Trail Ruins,古蹟廢墟,zh-TW
Tree,樹木,zh-TW
Trial Chambers,試煉密室,zh-TW
Underwater Cave,水下洞穴,zh-TW
Underwater Ravine,水下峽谷,zh-TW
Underwater Ruins,海底廢墟,zh-TW
Village,村莊,zh-TW
Void Start Platform,虛空平台,zh-TW
Woodland Mansion,綠林府邸,zh-TW
World Border,世界邊界,zh-TW
World Boundary,世界界限,zh-TW
下界,地獄,zh-TW
