source,target,tgt_lng
Acacia Boat,相思木船,zh-TW
Acacia Boat with Chest,儲物箱相思木船,zh-TW
Allay,悅靈,zh-TW
Area Effect Cloud,藥水效果雲,zh-TW
Armadillo,犰狳,zh-TW
Armor Stand,盔甲座,zh-TW
Arrow,箭矢,zh-TW
Axolotl,六角恐龍,zh-TW
Bamboo Raft,竹筏,zh-TW
Bamboo Raft with Chest,儲物箱竹筏,zh-TW
Bat,蝙蝠,zh-TW
Bee,蜜蜂,zh-TW
Birch Boat,樺木船,zh-TW
Birch Boat with Chest,儲物箱樺木船,zh-TW
Blaze,烈焰使者,zh-TW
Block Display,方塊展示實體,zh-TW
Boat,船,zh-TW
Boat with Chest,儲物箱船,zh-TW
Bogged,沼骸,zh-TW
Breeze,旋風使者,zh-TW
Camel,駱駝,zh-TW
Camel Husk,駱駝屍殼,zh-TW
Cat,貓,zh-TW
Cave Spider,洞穴蜘蛛,zh-TW
Cherry Boat,櫻花木船,zh-TW
Cherry Boat with Chest,儲物箱櫻花木船,zh-TW
Chicken,雞,zh-TW
Cod,鱈魚,zh-TW
Copper Golem,銅魔像,zh-TW
Cow,牛,zh-TW
Creaking,嘎枝,zh-TW
Creeper,苦力怕,zh-TW
Cushion,坐墊,zh-TW
Dark Oak Boat,黑橡木船,zh-TW
Dark Oak Boat with Chest,儲物箱黑橡木船,zh-TW
Dolphin,海豚,zh-TW
Donkey,驢子,zh-TW
Dragon Fireball,龍炎彈,zh-TW
Drowned,沉屍,zh-TW
Elder Guardian,遠古深海守衛,zh-TW
End Crystal,終界水晶,zh-TW
Ender Dragon,終界龍,zh-TW
Enderman,終界使者,zh-TW
Endermite,終界蟎,zh-TW
Evoker,喚魔者,zh-TW
Evoker Fangs,喚魔者尖牙,zh-TW
Experience Orb,經驗球,zh-TW
Eye of Ender,終界之眼,zh-TW
Falling Block,掉落的方塊,zh-TW
Fireball,火球,zh-TW
Firework Rocket,煙火,zh-TW
Fishing Bobber,浮標,zh-TW
Fox,狐狸,zh-TW
Frog,青蛙,zh-TW
Ghast,地獄幽靈,zh-TW
Giant,巨人,zh-TW
Glow Item Frame,螢光物品展示框,zh-TW
Glow Squid,螢光魷魚,zh-TW
Goat,山羊,zh-TW
Guardian,深海守衛,zh-TW
Happy Ghast,快樂幽靈,zh-TW
Hoglin,豬布獸,zh-TW
Horse,馬,zh-TW
Husk,屍殼,zh-TW
Illusioner,幻術師,zh-TW
Interaction,互動實體,zh-TW
Iron Golem,鐵魔像,zh-TW
Item,物品,zh-TW
Item Display,物品展示實體,zh-TW
Item Frame,物品展示框,zh-TW
Jungle Boat,叢林木船,zh-TW
Jungle Boat with Chest,儲物箱叢林木船,zh-TW
Leash Knot,拴繩結,zh-TW
Lightning Bolt,閃電電流,zh-TW
Lingering Potion,滯留藥水,zh-TW
Llama,駱馬,zh-TW
Llama Spit,駱馬唾液,zh-TW
Magma Cube,岩漿立方怪,zh-TW
Mangrove Boat,紅樹林木船,zh-TW
Mangrove Boat with Chest,儲物箱紅樹林木船,zh-TW
Mannequin,玩家模型,zh-TW
Marker,標記,zh-TW
Minecart,礦車,zh-TW
Minecart with Chest,儲物箱礦車,zh-TW
Minecart with Command Block,指令方塊礦車,zh-TW
Minecart with Furnace,熔爐礦車,zh-TW
Minecart with Hopper,漏斗礦車,zh-TW
Minecart with Monster Spawner,生怪磚礦車,zh-TW
Minecart with TNT,TNT 礦車,zh-TW
Mooshroom,哞菇,zh-TW
Mule,騾子,zh-TW
Nautilus,鸚鵡螺,zh-TW
Oak Boat,橡木船,zh-TW
Oak Boat with Chest,儲物箱橡木船,zh-TW
Ocelot,山貓,zh-TW
Ominous Item Spawner,不祥物品生成器,zh-TW
Painting,繪畫,zh-TW
Pale Oak Boat,蒼白橡木船,zh-TW
Pale Oak Boat with Chest,儲物箱蒼白橡木船,zh-TW
Panda,貓熊,zh-TW
Parched,枯骸,zh-TW
Parrot,鸚鵡,zh-TW
Phantom,夜魅,zh-TW
Pig,豬,zh-TW
Piglin,豬布林,zh-TW
Piglin Brute,豬布林蠻兵,zh-TW
Pillager,掠奪者,zh-TW
Player,玩家,zh-TW
Polar Bear,北極熊,zh-TW
Primed TNT,點燃的 TNT,zh-TW
Pufferfish,河豚,zh-TW
Rabbit,兔子,zh-TW
Ravager,劫毀獸,zh-TW
Salmon,鮭魚,zh-TW
Sheep,綿羊,zh-TW
Shulker,界伏蚌,zh-TW
Shulker Bullet,界伏彈,zh-TW
Silverfish,蠹魚,zh-TW
Skeleton,骷髏,zh-TW
Skeleton Horse,骷髏馬,zh-TW
Slime,史萊姆,zh-TW
Small Fireball,小火球,zh-TW
Sniffer,嗅探獸,zh-TW
Snow Golem,雪人,zh-TW
Snowball,雪球,zh-TW
Spectral Arrow,追跡之箭,zh-TW
Spider,蜘蛛,zh-TW
Splash Potion,飛濺藥水,zh-TW
Spruce Boat,杉木船,zh-TW
Spruce Boat with Chest,儲物箱杉木船,zh-TW
Squid,魷魚,zh-TW
Stray,流髑,zh-TW
Strider,熾足獸,zh-TW
Sulfur Cube,硫磺立方怪,zh-TW
Tadpole,蝌蚪,zh-TW
Text Display,文字展示實體,zh-TW
The Killer Bunny,殺手兔,zh-TW
Thrown Bottle o' Enchanting,拋出的經驗瓶,zh-TW
Thrown Egg,拋出的雞蛋,zh-TW
Thrown Ender Pearl,拋出的終界珍珠,zh-TW
TNT矿车,TNT 礦車,zh-TW
Trader Llama,商駝,zh-TW
Trident,三叉戟,zh-TW
Tropical Fish,熱帶魚,zh-TW
Turtle,海龜,zh-TW
Vex,惱鬼,zh-TW
Villager,村民,zh-TW
Vindicator,衛道士,zh-TW
Wandering Trader,流浪商人,zh-TW
Warden,伏守者,zh-TW
Wind Charge,風彈,zh-TW
Witch,女巫,zh-TW
Wither,凋零怪,zh-TW
Wither Skeleton,凋零骷髏,zh-TW
Wither Skull,凋零頭顱,zh-TW
Wolf,狼,zh-TW
Zoglin,豬屍獸,zh-TW
Zombie,殭屍,zh-TW
Zombie Horse,殭屍馬,zh-TW
Zombie Nautilus,殭屍鸚鵡螺,zh-TW
Zombie Villager,殭屍村民,zh-TW
Zombified Piglin,殭屍化豬布林,zh-TW
下落的方块,掉落的方塊,zh-TW
不祥之物生成器,不祥物品生成器,zh-TW
丛林木船,叢林木船,zh-TW
丛林木运输船,儲物箱叢林木船,zh-TW
云杉木船,杉木船,zh-TW
云杉木运输船,儲物箱杉木船,zh-TW
交互实体,互動實體,zh-TW
僵尸,殭屍,zh-TW
僵尸村民,殭屍村民,zh-TW
僵尸猪灵,殭屍化豬布林,zh-TW
僵尸疣猪兽,豬屍獸,zh-TW
僵尸马,殭屍馬,zh-TW
僵尸鹦鹉螺,殭屍鸚鵡螺,zh-TW
光灵箭,追跡之箭,zh-TW
凋灵,凋零怪,zh-TW
凋灵之首,凋零頭顱,zh-TW
凋灵骷髅,凋零骷髏,zh-TW
刷怪笼矿车,生怪磚礦車,zh-TW
动力矿车,熔爐礦車,zh-TW
劫掠兽,劫毀獸,zh-TW
北极熊,北極熊,zh-TW
区域效果云,藥水效果雲,zh-TW
卫道士,衛道士,zh-TW
发光鱿鱼,螢光魷魚,zh-TW
史莱姆,史萊姆,zh-TW
命令方块矿车,指令方塊礦車,zh-TW
唤魔者,喚魔者,zh-TW
唤魔者尖牙,喚魔者尖牙,zh-TW
喷溅药水,飛濺藥水,zh-TW
嗅探兽,嗅探獸,zh-TW
坐垫,坐墊,zh-TW
守卫者,深海守衛,zh-TW
尸壳,屍殼,zh-TW
岩浆怪,岩漿立方怪,zh-TW
幻术师,幻術師,zh-TW
幻翼,夜魅,zh-TW
快乐恶魂,快樂幽靈,zh-TW
恶魂,地獄幽靈,zh-TW
恼鬼,惱鬼,zh-TW
悦灵,悅靈,zh-TW
拴绳结,拴繩結,zh-TW
掠夺者,掠奪者,zh-TW
掷出的末影珍珠,拋出的終界珍珠,zh-TW
掷出的附魔之瓶,拋出的經驗瓶,zh-TW
掷出的鸡蛋,拋出的雞蛋,zh-TW
文本展示实体,文字展示實體,zh-TW
方块展示实体,方塊展示實體,zh-TW
旋风人,旋風使者,zh-TW
末地水晶,終界水晶,zh-TW
末影之眼,終界之眼,zh-TW
末影人,終界使者,zh-TW
末影螨,終界蟎,zh-TW
末影龙,終界龍,zh-TW
末影龙火球,龍炎彈,zh-TW
杀手兔,殺手兔,zh-TW
标记,標記,zh-TW
樱花木船,櫻花木船,zh-TW
樱花木运输船,儲物箱櫻花木船,zh-TW
橡木运输船,儲物箱橡木船,zh-TW
流浪者,流髑,zh-TW
浮漂,浮標,zh-TW
海龟,海龜,zh-TW
深色橡木船,黑橡木船,zh-TW
深色橡木运输船,儲物箱黑橡木船,zh-TW
溺尸,沉屍,zh-TW
滞留药水,滯留藥水,zh-TW
漏斗矿车,漏斗礦車,zh-TW
潜影弹,界伏彈,zh-TW
潜影贝,界伏蚌,zh-TW
炽足兽,熾足獸,zh-TW
烈焰人,烈焰使者,zh-TW
烟花火箭,煙火,zh-TW
