source,target,tgt_lng
Abandoned Camp Map,廢棄營地地圖,zh-TW
Acacia Boat,相思木船,zh-TW
Acacia Boat with Chest,儲物箱相思木船,zh-TW
Allay Spawn Egg,悅靈生怪蛋,zh-TW
Amethyst Shard,紫水晶碎片,zh-TW
Angler Pottery Sherd,垂釣陶器碎片,zh-TW
Apple,蘋果,zh-TW
Archer Pottery Sherd,弓箭陶器碎片,zh-TW
Armadillo Scute,犰狳鱗甲,zh-TW
Armadillo Spawn Egg,犰狳生怪蛋,zh-TW
Armor Stand,盔甲座,zh-TW
Arms Up Pottery Sherd,人形陶器碎片,zh-TW
Arrow,箭矢,zh-TW
Arrow of Decay,腐朽之箭,zh-TW
Arrow of Fire Resistance,抗火之箭,zh-TW
Arrow of Harming,傷害之箭,zh-TW
Arrow of Healing,治療之箭,zh-TW
Arrow of Infestation,蛀蝕之箭,zh-TW
Arrow of Invisibility,隱形之箭,zh-TW
Arrow of Leaping,跳躍之箭,zh-TW
Arrow of Luck,幸運之箭,zh-TW
Arrow of Night Vision,夜視之箭,zh-TW
Arrow of Oozing,滲漿之箭,zh-TW
Arrow of Poison,劇毒之箭,zh-TW
Arrow of Regeneration,回復之箭,zh-TW
Arrow of Slow Falling,緩降之箭,zh-TW
Arrow of Slowness,緩速之箭,zh-TW
Arrow of Splashing,飛濺之箭,zh-TW
Arrow of Strength,力量之箭,zh-TW
Arrow of Swiftness,迅捷之箭,zh-TW
Arrow of the Turtle Master,龜仙之箭,zh-TW
Arrow of Water Breathing,水下呼吸之箭,zh-TW
Arrow of Weakness,虛弱之箭,zh-TW
Arrow of Weaving,結網之箭,zh-TW
Arrow of Wind Charging,蘊風之箭,zh-TW
Awkward Lingering Potion,滯留基礎藥水,zh-TW
Awkward Potion,基礎藥水,zh-TW
Awkward Splash Potion,飛濺基礎藥水,zh-TW
Axe,斧,zh-TW
Axolotl Spawn Egg,六角恐龍生怪蛋,zh-TW
Baked Potato,烤馬鈴薯,zh-TW
Bamboo Raft,竹筏,zh-TW
Bamboo Raft with Chest,儲物箱竹筏,zh-TW
Banner Pattern,旗幟圖案,zh-TW
Bat Spawn Egg,蝙蝠生怪蛋,zh-TW
Bee Spawn Egg,蜜蜂生怪蛋,zh-TW
Beetroot,甜菜根,zh-TW
Beetroot Seeds,甜菜種子,zh-TW
Beetroot Soup,甜菜湯,zh-TW
Birch Boat,樺木船,zh-TW
Birch Boat with Chest,儲物箱樺木船,zh-TW
Black Bundle,黑色束口袋,zh-TW
Black Cushion,黑色坐墊,zh-TW
Black Dye,黑色染料,zh-TW
Black Harness,黑色帽鞍,zh-TW
Blade Pottery Sherd,利刃陶器碎片,zh-TW
Blaze Powder,烈焰粉,zh-TW
Blaze Rod,烈焰桿,zh-TW
Blaze Spawn Egg,烈焰使者生怪蛋,zh-TW
Blue Bundle,藍色束口袋,zh-TW
