source,target,tgt_lng
Acacia Button,相思木按鈕,zh-TW
Acacia Door,相思木門,zh-TW
Acacia Fence,相思木柵欄,zh-TW
Acacia Fence Gate,相思木柵欄門,zh-TW
Acacia Hanging Sign,懸掛式相思木告示牌,zh-TW
Acacia Leaves,相思木樹葉,zh-TW
Acacia Log,相思木原木,zh-TW
Acacia Planks,相思木材,zh-TW
Acacia Pressure Plate,相思木壓力板,zh-TW
Acacia Sapling,相思木樹苗,zh-TW
Acacia Shelf,相思木展示架,zh-TW
Acacia Sign,相思木告示牌,zh-TW
Acacia Slab,相思木半磚,zh-TW
Acacia Stairs,相思木階梯,zh-TW
Acacia Trapdoor,相思木地板門,zh-TW
Acacia Wall Hanging Sign,牆上的懸掛式相思木告示牌,zh-TW
Acacia Wall Sign,牆上的相思木告示牌,zh-TW
Acacia Wood,相思木塊,zh-TW
Activator Rail,觸發鐵軌,zh-TW
Air,空氣,zh-TW
Allium,紫紅球花,zh-TW
Amethyst Bud,紫水晶芽,zh-TW
Amethyst Cluster,紫水晶晶簇,zh-TW
Ancient Debris,遠古遺骸,zh-TW
Andesite,安山岩,zh-TW
Andesite Slab,安山岩半磚,zh-TW
Andesite Stairs,安山岩階梯,zh-TW
Andesite Wall,安山岩牆,zh-TW
Anvil,鐵砧,zh-TW
Attached Melon Stem,連接的西瓜梗,zh-TW
Attached Pumpkin Stem,連接的南瓜梗,zh-TW
Azalea,杜鵑叢,zh-TW
Azalea Leaves,杜鵑葉,zh-TW
Azure Bluet,雛草,zh-TW
Bamboo,竹子,zh-TW
Bamboo Button,竹按鈕,zh-TW
Bamboo Door,竹門,zh-TW
Bamboo Fence,竹柵欄,zh-TW
Bamboo Fence Gate,竹柵欄門,zh-TW
Bamboo Hanging Sign,懸掛式竹告示牌,zh-TW
Bamboo Mosaic,竹拼塊,zh-TW
Bamboo Mosaic Slab,竹拼半磚,zh-TW
Bamboo Mosaic Stairs,竹拼階梯,zh-TW
Bamboo Planks,竹材,zh-TW
Bamboo Pressure Plate,竹壓力板,zh-TW
Bamboo Shelf,竹展示架,zh-TW
Bamboo Shoot,竹筍,zh-TW
Bamboo Sign,竹告示牌,zh-TW
Bamboo Slab,竹半磚,zh-TW
Bamboo Stairs,竹階梯,zh-TW
Bamboo Trapdoor,竹地板門,zh-TW
Bamboo Wall Hanging Sign,牆上的懸掛式竹告示牌,zh-TW
Bamboo Wall Sign,牆上的竹告示牌,zh-TW
Banner,旗幟,zh-TW
Barrel,木桶,zh-TW
Barrier,屏障,zh-TW
Basalt,玄武岩,zh-TW
Beacon,烽火台,zh-TW
Bed,床,zh-TW
Bedrock,基岩,zh-TW
Bee Nest,蜂窩,zh-TW
Beehive,蜂箱,zh-TW
Beetroots,甜菜根,zh-TW
Bell,鐘,zh-TW
Big Dripleaf,大懸葉草,zh-TW
Big Dripleaf Stem,大懸葉草葉柄,zh-TW
Birch Button,樺木按鈕,zh-TW
Birch Door,樺木門,zh-TW
Birch Fence,樺木柵欄,zh-TW
Birch Fence Gate,樺木柵欄門,zh-TW
Birch Hanging Sign,懸掛式樺木告示牌,zh-TW
Birch Leaves,樺木樹葉,zh-TW
Birch Log,樺木原木,zh-TW
Birch Planks,樺木材,zh-TW
Birch Pressure Plate,樺木壓力板,zh-TW
Birch Sapling,樺木樹苗,zh-TW
Birch Shelf,樺木展示架,zh-TW
Birch Sign,樺木告示牌,zh-TW
Birch Slab,樺木半磚,zh-TW
Birch Stairs,樺木階梯,zh-TW
Birch Trapdoor,樺木地板門,zh-TW
Birch Wall Hanging Sign,牆上的懸掛式樺木告示牌,zh-TW
Birch Wall Sign,牆上的樺木告示牌,zh-TW
Birch Wood,樺木塊,zh-TW
Black Banner,黑色旗幟,zh-TW
Black Bed,黑色床,zh-TW
Black Candle,黑色蠟燭,zh-TW
Black Carpet,黑色地毯,zh-TW
Black Concrete,黑色混凝土,zh-TW
Black Concrete Powder,黑色混凝土粉末,zh-TW
Black Concrete Slab,黑色混凝土半磚,zh-TW
Black Concrete Stairs,黑色混凝土階梯,zh-TW
Black Glazed Terracotta,黑色釉陶,zh-TW
Black Shulker Box,黑色界伏盒,zh-TW
Black Stained Glass,黑色玻璃,zh-TW
Black Stained Glass Pane,黑色玻璃片,zh-TW
Black Terracotta,黑色陶土,zh-TW
Black Wall Banner,牆上的黑色旗幟,zh-TW
