source,target,tgt_lng
???,？？？,ja-JP
日富美,ヒフミ,ja-JP
日步美,ヒフミ,ja-JP
Hifumi,ヒフミ,ja-JP
히후미,ヒフミ,ja-JP
ฮิฟุมิ,ヒフミ,ja-JP
浮士德,ファウスト,ja-JP
파우스트,ファウスト,ja-JP
好美,ヨシミ,ja-JP
喜美,ヨシミ,ja-JP
Yoshimi,ヨシミ,ja-JP
요시미,ヨシミ,ja-JP
โยชิมิ,ヨシミ,ja-JP
莲见,ハスミ,ja-JP
蓮實,ハスミ,ja-JP
Hasumi,ハスミ,ja-JP
하스미,ハスミ,ja-JP
ฮาสุมิ,ハスミ,ja-JP
志美子,シミコ,ja-JP
Shimiko,シミコ,ja-JP
시미코,シミコ,ja-JP
ชิมิโกะ,シミコ,ja-JP
芹娜,セリナ,ja-JP
芹奈,セリナ,ja-JP
Serina,セリナ,ja-JP
세리나,セリナ,ja-JP
เซรินะ,セリナ,ja-JP
花江,ハナエ,ja-JP
花繪,ハナエ,ja-JP
Hanae,ハナエ,ja-JP
하나에,ハナエ,ja-JP
ฮานาเอะ,ハナエ,ja-JP
铃美,スズミ,ja-JP
鈴美,スズミ,ja-JP
Suzumi,スズミ,ja-JP
스즈미,スズミ,ja-JP
สึซึมิ,スズミ,ja-JP
日奈,ヒナ,ja-JP
陽奈,ヒナ,ja-JP
Hina,ヒナ,ja-JP
히나,ヒナ,ja-JP
ฮินะ,ヒナ,ja-JP
亚子,アコ,ja-JP
亞子,アコ,ja-JP
Ako,アコ,ja-JP
아코,アコ,ja-JP
อาโกะ,アコ,ja-JP
伊织,イオリ,ja-JP
伊織,イオリ,ja-JP
Iori,イオリ,ja-JP
이오리,イオリ,ja-JP
อิโอริ,イオリ,ja-JP
千夏,チナツ,ja-JP
Chinatsu,チナツ,ja-JP
치나츠,チナツ,ja-JP
ชินัตสึ,チナツ,ja-JP
明里,アカリ,ja-JP
亞伽里,アカリ,ja-JP
Akari,アカリ,ja-JP
아카리,アカリ,ja-JP
อาคาริ,アカリ,ja-JP
晴奈,ハルナ,ja-JP
羽留奈,ハルナ,ja-JP
Haruna,ハルナ,ja-JP
하루나,ハルナ,ja-JP
ฮารุนะ,ハルナ,ja-JP
纯子,ジュンコ,ja-JP
淳子,ジュンコ,ja-JP
Junko,ジュンコ,ja-JP
준코,ジュンコ,ja-JP
จุนโกะ,ジュンコ,ja-JP
泉,イズミ,ja-JP
Izumi,イズミ,ja-JP
이즈미,イズミ,ja-JP
อิซุมิ,イズミ,ja-JP
爱露,アル,ja-JP
亞瑠,アル,ja-JP
Aru,アル,ja-JP
아루,アル,ja-JP
อารุ,アル,ja-JP
睦月,ムツキ,ja-JP
無月,ムツキ,ja-JP
Mutsuki,ムツキ,ja-JP
무츠키,ムツキ,ja-JP
มุสึกิ,ムツキ,ja-JP
佳代子,カヨコ,ja-JP
佳世子,カヨコ,ja-JP
Kayoko,カヨコ,ja-JP
카요코,カヨコ,ja-JP
คาโยโกะ,カヨコ,ja-JP
春香,ハルカ,ja-JP
遙香,ハルカ,ja-JP
Haruka,ハルカ,ja-JP
하루카,ハルカ,ja-JP
ฮารุกะ,ハルカ,ja-JP
白子,シロコ,ja-JP
Shiroko,シロコ,ja-JP
시로코,シロコ,ja-JP
ชิโรโกะ,シロコ,ja-JP
芹香,セリカ,ja-JP
茜香,セリカ,ja-JP
Serika,セリカ,ja-JP
세리카,セリカ,ja-JP
เซริกะ,セリカ,ja-JP
星野,ホシノ,ja-JP
Hoshino,ホシノ,ja-JP
호시노,ホシノ,ja-JP
โฮชิโนะ,ホシノ,ja-JP
野宫,ノノミ,ja-JP
野乃美,ノノミ,ja-JP
Nonomi,ノノミ,ja-JP
노노미,ノノミ,ja-JP
โนโนมิ,ノノミ,ja-JP
绫音,アヤネ,ja-JP
綾音,アヤネ,ja-JP
Ayane,アヤネ,ja-JP
아야네,アヤネ,ja-JP
อายาเนะ,アヤネ,ja-JP
琴里,コトリ,ja-JP
亞都梨,コトリ,ja-JP
Kotori,コトリ,ja-JP
코토리,コトリ,ja-JP
โคโทริ,コトリ,ja-JP
艾米,エイミ,ja-JP
英美,エイミ,ja-JP
Eimi,エイミ,ja-JP
