source,target,tgt_lng
"""%s"" est trop volumineux !",“%s”太大了！,zh-CN
"""%s"" é muito grande!",“%s”太大了！,zh-CN
"""%s""와 한 쌍임",与%s绑定,zh-CN
%1$s (%2$s),%1$s（%2$s）,zh-CN
%1$s ay,%1$s个月,zh-CN
"%1$s ay, %2$s gün",%1$s个月%2$s天,zh-CN
%1$s dakika önce,%1$s分钟前,zh-CN
%1$s day(s),%1$s天,zh-CN
%1$s day(s) ago,%1$s天前,zh-CN
%1$s dia(s),%1$s天,zh-CN
%1$s día(s),%1$s天,zh-CN
%1$s giorno/i,%1$s天,zh-CN
%1$s giorno/i fa,%1$s天前,zh-CN
%1$s giây trước,%1$s秒前,zh-CN
%1$s giờ trước,%1$s小时前,zh-CN
%1$s gün,%1$s天,zh-CN
%1$s gün önce,%1$s天前,zh-CN
%1$s hour(s) ago,%1$s小时前,zh-CN
%1$s jour(s),%1$s天,zh-CN
%1$s mes(es),%1$s个月,zh-CN
"%1$s mes(es), %2$s día(s)",%1$s个月%2$s天,zh-CN
%1$s mese/i,%1$s个月,zh-CN
"%1$s mese/i, %2$s giorno/i",%1$s个月%2$s天,zh-CN
%1$s minute(s) ago,%1$s分钟前,zh-CN
%1$s minuto/i fa,%1$s分钟前,zh-CN
%1$s mois,%1$s个月,zh-CN
%1$s mois et %2$s jour(s),%1$s个月%2$s天,zh-CN
%1$s Monat(e),%1$s个月,zh-CN
"%1$s Monat(e), %2$s Tag(e)",%1$s个月%2$s天,zh-CN
%1$s month(s),%1$s个月,zh-CN
"%1$s month(s), %2$s day(s)",%1$s个月%2$s天,zh-CN
%1$s mês(es),%1$s个月,zh-CN
"%1$s mês(es), %2$s dia(s)",%1$s个月%2$s天,zh-CN
%1$s ngày,%1$s天,zh-CN
%1$s ngày trước,%1$s天前,zh-CN
%1$s ora/e fa,%1$s小时前,zh-CN
%1$s phút trước,%1$s分钟前,zh-CN
%1$s saat önce,%1$s小时前,zh-CN
%1$s saniye önce,%1$s秒前,zh-CN
%1$s second(s) ago,%1$s秒前,zh-CN
%1$s secondo/i fa,%1$s秒前,zh-CN
%1$s Tag(e),%1$s天,zh-CN
%1$s tháng,%1$s个月,zh-CN
"%1$s tháng, %2$s ngày",%1$s个月%2$s天,zh-CN
%1$s дней,%1$s天,zh-CN
%1$s дней назад,%1$s天前,zh-CN
%1$s мес.,%1$s个月,zh-CN
"%1$s мес., %2$s дн.",%1$s个月%2$s天,zh-CN
%1$s минут назад,%1$s分钟前,zh-CN
%1$s секунд назад,%1$s秒前,zh-CN
%1$s часов назад,%1$s小时前,zh-CN
%1$s ชั่วโมงที่แล้ว,%1$s小时前,zh-CN
%1$s นาทีที่แล้ว,%1$s分钟前,zh-CN
%1$s วัน,%1$s天,zh-CN
%1$s วันที่แล้ว,%1$s天前,zh-CN
%1$s วินาทีที่แล้ว,%1$s秒前,zh-CN
%1$s เดือน,%1$s个月,zh-CN
%1$s เดือน %2$s วัน,%1$s个月%2$s天,zh-CN
%1$s 個月,%1$s个月,zh-CN
%1$s 個月 %2$s 天,%1$s个月%2$s天,zh-CN
%1$s 分鐘前,%1$s分钟前,zh-CN
%1$s 天,%1$s天,zh-CN
%1$s 天前,%1$s天前,zh-CN
%1$s 小時前,%1$s小时前,zh-CN
%1$s 秒前,%1$s秒前,zh-CN
%1$s、%2$s,"%1$s, %2$s",zh-CN
%1$sヶ月,%1$s个月,zh-CN
%1$sヶ月%2$s日,%1$s个月%2$s天,zh-CN
%1$s分前,%1$s分钟前,zh-CN
%1$s日,%1$s天,zh-CN
%1$s日前,%1$s天前,zh-CN
%1$s時間前,%1$s小时前,zh-CN
%1$s개월,%1$s个月,zh-CN
"%1$s개월, %2$s일",%1$s个月%2$s天,zh-CN
%1$s분 전,%1$s分钟前,zh-CN
%1$s시간 전,%1$s小时前,zh-CN
%1$s일,%1$s天,zh-CN
%1$s일 전,%1$s天前,zh-CN
%1$s초 전,%1$s秒前,zh-CN
%s %%,%s%%,zh-CN
%s bu haritayı desteklemiyor,此地图不受%s支持,zh-CN
%s cần nâng cấp Realm của họ trước khi bạn có thể chơi từ phiên bản này,在你使用此快照进行游戏之前，%s需要升级其Realm,zh-CN
%s deve aggiornare il Realm perché tu possa giocare in questa versione,在你使用此快照进行游戏之前，%s需要升级其Realm,zh-CN
%s doit mettre à jour son Realm avant de pouvoir jouer à partir de cette version,在你使用此快照进行游戏之前，%s需要升级其Realm,zh-CN
%s gün içinde süresi dolacak,将在%s天后过期,zh-CN
%s kaynağından yedekle,备份自%s,zh-CN
"%s muss das Realm hochstufen, bevor du in dieser Version darauf spielen kannst.",在你使用此快照进行游戏之前，%s需要升级其Realm,zh-CN
%s needs to upgrade their Realm before you can play from this version,在你使用此快照进行游戏之前，%s需要升级其Realm,zh-CN
%s oyuncusu davet edildi,已邀请玩家%s,zh-CN
%s pro Sekunde,%s每秒,zh-CN
%s wurde eingeladen,已邀请玩家%s,zh-CN
%s yeni davetiniz var,你有%s个新邀请,zh-CN
"%s требуется обновить версию реалма, прежде чем вы сможете играть на этой версии",在你使用此快照进行游戏之前，%s需要升级其Realm,zh-CN
%s ต้องอัปเกรด Realm ของเขาก่อน คุณถึงจะสามารถเล่นจาก Snapshot นี้ได้,在你使用此快照进行游戏之前，%s需要升级其Realm,zh-CN
%s%%,%s %%,zh-CN
%s/s,%s每秒,zh-CN
%s/сек.,%s每秒,zh-CN
%sからのバックアップ,备份自%s,zh-CN
%sを招待しました,已邀请玩家%s,zh-CN
%s個まで招待コードを追加でき、Realmに招待したい人々と共有できます,你可以添加最多%s个邀请码并与他人分享，让他们加入你的Realm,zh-CN
%s毎秒,%s每秒,zh-CN
%s의 백업,备份自%s,zh-CN
%s일 후 만료됨,将在%s天后过期,zh-CN
'%s' adlı oyuncuya olan davetiyeyi kaldırmak istediğinize emin misiniz?,你确定要取消邀请“%s”吗？,zh-CN
'%s' is too big!,“%s”太大了！,zh-CN
'%s' quá lớn!,“%s”太大了！,zh-CN
'%s' Realm 구독과 연결되어 있는 스냅숏 Realm입니다. 연결된 Realm을 구독하는 동안 계속 사용할 수 있습니다.,这是与你的Realm订阅“%s”绑定的快照版Realm。它会在与其绑定的Realm可用时保持可用。,zh-CN
'%s' yükleniyor,正在上传“%s”,zh-CN
'%s' çok büyük!,“%s”太大了！,zh-CN
'%s' ใหญ่เกินไป!,“%s”太大了！,zh-CN
'%s' 업로드 중,正在上传“%s”,zh-CN
'%s'에게 보낸 초대를 취소하시겠습니까?,你确定要取消邀请“%s”吗？,zh-CN
'%s'이(가) 너무 큽니다!,“%s”太大了！,zh-CN
(%s/s),（%s/s）,zh-CN
(%s/сек.),（%s/s）,zh-CN
1 day,1天,zh-CN
1 dia,1天,zh-CN
1 día,1天,zh-CN
1 giorno,1天,zh-CN
1 giờ,1小时,zh-CN
1 gün,1天,zh-CN
1 heure,1小时,zh-CN
1 hora,1小时,zh-CN
1 hour,1小时,zh-CN
1 jour,1天,zh-CN
1 ngày,1天,zh-CN
1 ora,1小时,zh-CN
1 saat,1小时,zh-CN
1 Stunde,1小时,zh-CN
1 Tag,1天,zh-CN
1 день,1天,zh-CN
1 час,1小时,zh-CN
1 ชั่วโมง,1小时,zh-CN
1 วัน,1天,zh-CN
1 天,1天,zh-CN
1 小時,1小时,zh-CN
12 giờ,12小时,zh-CN
12 heures,12小时,zh-CN
12 horas,12小时,zh-CN
12 hours,12小时,zh-CN
12 ore,12小时,zh-CN
12 saat,12小时,zh-CN
12 Stunden,12小时,zh-CN
12 часов,12小时,zh-CN
12 ชั่วโมง,12小时,zh-CN
12 小時,12小时,zh-CN
12時間,12小时,zh-CN
12시간,12小时,zh-CN
1日,1天,zh-CN
1日以内,不足一天,zh-CN
1時間,1小时,zh-CN
1시간,1小时,zh-CN
1일,1天,zh-CN
23w41a以降、スナップショットでもRealmsが利用可能になりました。Realmsを購入していれば、通常のJava EditionのRealmとは別に無料でスナップショット用Realmを使用できます。,Realms从23w41a开始可在快照版本中使用。每份Realms订阅中包含一份和你普通Java版Realm相互独立的免费快照版Realm！,zh-CN
30 dakika,30分钟,zh-CN
30 jours d'essai gratuit !,30天免费试用！,zh-CN
30 Minuten,30分钟,zh-CN
30 minutes,30分钟,zh-CN
30 minuti,30分钟,zh-CN
30 minutos,30分钟,zh-CN
30 phút,30分钟,zh-CN
30 минут,30分钟,zh-CN
30 นาที,30分钟,zh-CN
30 分鐘,30分钟,zh-CN
30 天免費試用！,30天免费试用！,zh-CN
30-gün ücretsiz deneme!,30天免费试用！,zh-CN
30‐tägige Gratisprobe!,30天免费试用！,zh-CN
30分,30分钟,zh-CN
30日間の無料体験！,30天免费试用！,zh-CN
30분,30分钟,zh-CN
6 giờ,6小时,zh-CN
6 heures,6小时,zh-CN
6 horas,6小时,zh-CN
6 hours,6小时,zh-CN
6 ore,6小时,zh-CN
6 saat,6小时,zh-CN
6 Stunden,6小时,zh-CN
6 часов,6小时,zh-CN
6 ชั่วโมง,6小时,zh-CN
6 小時,6小时,zh-CN
6時間,6小时,zh-CN
6시간,6小时,zh-CN
7 days,7天,zh-CN
7 dias,7天,zh-CN
7 días,7天,zh-CN
7 giorni,7天,zh-CN
7 gün,7天,zh-CN
7 jours,7天,zh-CN
7 ngày,7天,zh-CN
7 Tage,7天,zh-CN
7 дней,7天,zh-CN
7 วัน,7天,zh-CN
7 天,7天,zh-CN
7日,7天,zh-CN
7일,7天,zh-CN
A better way to play together,更好的共同游戏方式,zh-CN
A distância máxima visível para os membros do Realm. Valores maiores podem afetar o desempenho.,Realm成员可见的最大距离。较高数值可能会影响性能。,zh-CN
"A Mojang adota certas medidas para garantir a proteção e privacidade das crianças, em conformidade com a Lei de Proteção à Privacidade Online Infantil (COPPA) e com o Regulamento Geral sobre a Proteção de Dados (RGPD).

Você pode precisar do consentimento de um responsável para acessar a sua conta do Realms.","Mojang实施许多方法来帮助保护儿童及其隐私权，包括履行《儿童在线隐私权保护法案》（COPPA）与《通用数据保护条例》（GDPR）。

在取得Realms账户访问权之前，你可能需要获得父母的同意。",zh-CN
"A Mojang adota certas medidas para garantir a proteção e privacidade das crianças, em conformidade com a Lei de Proteção à Privacidade Online Infantil (COPPA) e com o Regulamento Geral sobre a Proteção de Dados (RGPD).

Você pode precisar do consentimento de um responsável para acessar a sua conta do Realms.

Caso tenha uma conta Minecraft antiga (início de sessão com seu nome de usuário), você precisará migrar para uma conta Mojang antes de acessar o Realms.","Mojang实施许多方法来促进儿童及其隐私权的保护，包括履行《儿童在线隐私权保护法案》（COPPA）与《通用数据保护条例》（GDPR）。

在访问你的Realms账户之前，你可能需要征得父母的同意。

如果你拥有的是旧版的Minecraft账户（登录时使用用户名），你需要将其合并到Mojang账户以访问Realms。",zh-CN
"A partire dalla versione 23w41a, i Realm diventano disponibili anche nelle versioni sperimentali. Ogni abbonamento a Realms include un Realm sperimentale gratuito, separato dal tuo Realm per Java normale!",Realms从23w41a开始可在快照版本中使用。每份Realms订阅中包含一份和你普通Java版Realm相互独立的免费快照版Realm！,zh-CN
A player with the provided name does not exist,不存在该指定名称的玩家,zh-CN
A player with the provided name has already been invited to the Realm,此Realm中已邀请过使用该名称的玩家,zh-CN
A área em torno dos jogadores onde o jogo carrega e aplica as alterações.,玩家周围游戏加载并应用更改的范围。,zh-CN
Abandonar Realm,离开Realm,zh-CN
Abbandona,离开Realm,zh-CN
Abbonamento,订阅,zh-CN
Abbonati,订阅,zh-CN
Abenteuerwelt,冒险地图,zh-CN
Abenteuerwelten,冒险,zh-CN
Abgelaufen,已过期,zh-CN
Abgelaufenes Realm,已过期的Realm,zh-CN
Ablaufdatum,有效期,zh-CN
Ablehnen,不同意,zh-CN
Ablehnen,拒绝,zh-CN
Abone Olun,订阅,zh-CN
Abonelik,订阅,zh-CN
Aboneliği Uzat,延长订阅时间,zh-CN
Aboneliğiniz,订阅信息,zh-CN
Aboneliğinizin süresi doldu,你的订阅已过期,zh-CN
Abonnement,订阅,zh-CN
Abonnement verlängern,延长订阅时间,zh-CN
Abonnieren,订阅,zh-CN
Abriendo el Realm...,开启Realm中…,zh-CN
Abrindo o Realm...,开启Realm中…,zh-CN
Abrir enlace,打开链接,zh-CN
Abrir link,打开链接,zh-CN
Abrir Realm,开启Realm,zh-CN
Abrir Realm para versiones de prueba gratuito,开启免费的快照版Realm,zh-CN
Accept,接受,zh-CN
Accepter,同意,zh-CN
Accepter,接受,zh-CN
Accesso in corso...,登录中…,zh-CN
Accesso tramite codice d'invito,输入加入代码,zh-CN
Accetta,接受,zh-CN
Accetto,同意,zh-CN
Accetto le,我已阅读并接受Minecraft Realms的,zh-CN
Aceitar,接受,zh-CN
Aceito,同意,zh-CN
Aceptar,同意,zh-CN
Aceptar,接受,zh-CN
Aceptar,确定,zh-CN
Acepto los términos de servicio,我已阅读并接受Minecraft Realms的,zh-CN
Acesse o link abaixo,请访问下方的链接,zh-CN
Acheter un Realm !,购买Realm服务器！,zh-CN
Achtung!,警告！,zh-CN
Acquista un Realm!,购买Realm服务器！,zh-CN
Actif,有效,zh-CN
Active,有效,zh-CN
Actividad de jugadores,玩家动态,zh-CN
Actividad del jugador,玩家动态,zh-CN
Activité des joueurs,玩家动态,zh-CN
Activo,有效,zh-CN
Actual,当前,zh-CN
Actual: %s,当前：%s,zh-CN
