source,target,tgt_lng
 % 你好,% 你好,zh-CN
%s (%s),%s（%s）,zh-CN
%s bileşen,%s个组件,zh-CN
%s component(s),%s个组件,zh-CN
%s componente(s),%s个组件,zh-CN
%s composant(s),%s个组件,zh-CN
%s Komponente(n),%s个组件,zh-CN
%s thành phần,%s个组件,zh-CN
%s компонентов,%s个组件,zh-CN
%s 個元件,%s个组件,zh-CN
%s個のコンポーネント,%s个组件,zh-CN
Achtung:,警告：,zh-CN
Addosso:,穿戴时：,zh-CN
Advertencia:,警告：,zh-CN
Ai piedi:,穿在脚上时：,zh-CN
Al aplicarse:,当生效后：,zh-CN
Al equipar montura:,装备鞍时：,zh-CN
Al equipar:,装备时：,zh-CN
Allgemein,通用,zh-CN
Am Körper:,穿在身上时：,zh-CN
An den Beinen:,穿在腿上时：,zh-CN
An den Füßen:,穿在脚上时：,zh-CN
Ana Eldeyken:,在主手时：,zh-CN
Angelegt:,穿戴时：,zh-CN
Angelegt:,装备时：,zh-CN
Attention :,警告：,zh-CN
Attenzione!,警告：,zh-CN
Auf dem Kopf:,戴在头上时：,zh-CN
Auf „Friedlich“ deaktiviert,已在和平难度下禁用,zh-CN
Ausgerüstet:,装备时：,zh-CN
Auswirkungen:,当生效后：,zh-CN
Aux jambes :,穿在腿上时：,zh-CN
Aux pieds :,穿在脚上时：,zh-CN
Aviso:,警告：,zh-CN
Ayaktayken:,穿在脚上时：,zh-CN
Bacaktayken:,穿在腿上时：,zh-CN
Barışçıl zorlukta devre dışı,已在和平难度下禁用,zh-CN
Baskın,袭击,zh-CN
Baskın - Galibiyet,袭击 - 胜利,zh-CN
Baskın - Mağlubiyet,袭击 - 失败,zh-CN
Bilinmeyen,未知,zh-CN
Bonjour tout le monde !,你好，世界！,zh-CN
Boyalı,已染色,zh-CN
Bu eşyanın kullanılması belirli komutlar çalıştırabilir.,使用该物品可能会导致命令执行。,zh-CN
Can be placed on:,可以放在：,zh-CN
Can break:,能破坏：,zh-CN
Canlılar,生物,zh-CN
Chiến thắng,胜利,zh-CN
chào %,% 你好,zh-CN
chào %s,%s 你好,zh-CN
ciao %,% 你好,zh-CN
ciao %s,%s 你好,zh-CN
"Ciao, mondo!",你好，世界！,zh-CN
Color: %s,颜色：%s,zh-CN
Colore: %s,颜色：%s,zh-CN
Com sela:,装备鞍时：,zh-CN
Componenti: %s,%s个组件,zh-CN
Con sella:,装备鞍时：,zh-CN
Cor: %s,颜色：%s,zh-CN
Couleur : %s,颜色：%s,zh-CN
Creature,生物,zh-CN
Criaturas,生物,zh-CN
Créatures,生物,zh-CN
Cuộc xâm lược,袭击,zh-CN
Cuộc xâm lược - Chiến thắng,袭击 - 胜利,zh-CN
Cuộc xâm lược - Thất bại,袭击 - 失败,zh-CN
Có thể phá:,能破坏：,zh-CN
Có thể đặt lên:,可以放在：,zh-CN
Dans la main :,手持时：,zh-CN
Dans la main principale :,在主手时：,zh-CN
Dans la main secondaire :,在副手时：,zh-CN
Dayanıklılık: %s / %s,耐久度：%s / %s,zh-CN
Deaktivierter Gegenstand,已禁用物品,zh-CN
Defeat,失败,zh-CN
Derrota,失败,zh-CN
Desactivado en Pacífico,已在和平难度下禁用,zh-CN
Desativado na dificuldade Pacífica,已在和平难度下禁用,zh-CN
Desconhecido,未知,zh-CN
Desconocido,未知,zh-CN
Devre dışı bırakılmış öge,已禁用物品,zh-CN
Dinamico,实时更新,zh-CN
Dinamik,实时更新,zh-CN
Dinámico,实时更新,zh-CN
Dinâmico,实时更新,zh-CN
Disabled in Peaceful,已在和平难度下禁用,zh-CN
Disabled item,已禁用物品,zh-CN
Disattivato in modalità pacifica,已在和平难度下禁用,zh-CN
Diğer Eldeyken:,在副手时：,zh-CN
Do not use unless you know the exact contents!,除非知道确切内容，否则请勿使用！,zh-CN
Durabilidad: %s / %s,耐久度：%s / %s,zh-CN
Durabilidade: %s / %s,耐久度：%s / %s,zh-CN
Durability: %s / %s,耐久度：%s / %s,zh-CN
Durabilità: %s/%s,耐久度：%s / %s,zh-CN
Durabilité : %s / %s,耐久度：%s / %s,zh-CN
Dyed,已染色,zh-CN
Dynamic,实时更新,zh-CN
Dynamique,实时更新,zh-CN
Dynamisch,实时更新,zh-CN
Défaite,失败,zh-CN
Désactivé en Paisible,已在和平难度下禁用,zh-CN
dünya,世界,zh-CN
Efeito aplicado:,当生效后：,zh-CN
Effet appliqué :,当生效后：,zh-CN
Effetto applicato:,当生效后：,zh-CN
Em uso:,装备时：,zh-CN
En el cuerpo:,穿戴时：,zh-CN
En el torso:,穿在身上时：,zh-CN
En la cabeza:,戴在头上时：,zh-CN
En la mano principal:,在主手时：,zh-CN
En la mano secundaria:,在副手时：,zh-CN
En la mano:,手持时：,zh-CN
En las piernas:,穿在腿上时：,zh-CN
En los pies:,穿在脚上时：,zh-CN
En selle :,装备鞍时：,zh-CN
Envahisseurs restants : %s,剩余%s名袭击者,zh-CN
Eyerlendiğinde:,装备鞍时：,zh-CN
Eşyalar,物品,zh-CN
Farbe: %s,颜色：%s,zh-CN
Gefärbt,已染色,zh-CN
Gegenstand könnte Befehle ausführen,使用该物品可能会导致命令执行。,zh-CN
Gegenstände,物品,zh-CN
Gehalten:,手持时：,zh-CN
