source,target,tgt_lng
"""Ao Lado dos Heróis""",「我也想成為正義的夥伴」,zh-TW
"""Buried under the Peach Blossom Tree...""",「桃樹腳下埋葬著……」,zh-TW
"""Collage Art""",「拼貼藝術」,zh-TW
"""Don't Hold It Against Me, Eh?""",無欲無求的我很難理解,zh-TW
"""Eu Sou o Osso da Minha Espada""",所持劍之骨,zh-TW
"""Hero of Justice""",「我也想成為正義的夥伴」,zh-TW
"""Hey, KU-Roro""",小庫同學,zh-TW
"""I Am the Bone of My Sword""",所持劍之骨,zh-TW
"""I Must Break You""",我正活在最棒的瞬間,zh-TW
"""I am NOT! A MORON!""",我不是Wheatley,zh-TW
"""I choose the form of Tacet Discord!""",「我將以殘象形態出擊！」,zh-TW
"""Não me Leve a Mal, Tá?""",無欲無求的我很難理解,zh-TW
"""Passione""",「熱情」,zh-TW
"""Preciso Destruir Você""",我正活在最棒的瞬間,zh-TW
"""Que comece o desafio!""",「——投影，開始」,zh-TW
"""Tentei Nadar na Maré Sombria""",試圖在黑潮裡游泳,zh-TW
"""The Fragile Me is Already Dead""",「脆弱的我，已經死去了」,zh-TW
"""Trace On""",「——投影，開始」,zh-TW
"""Tried to Swim in Dark Tide""",試圖在黑潮裡游泳,zh-TW
"""Tô morto(a).""",「脆弱的我，已經死去了」,zh-TW
"""Uma vida a mais""",moment once more,zh-TW
"""Zoltraak""",「一般攻擊魔法」,zh-TW
"""ข้าคือกระดูกแห่งดาบของข้า""",所持劍之骨,zh-TW
"""ฉันก็อยากผดุงความยุติธรรม""",「我也想成為正義的夥伴」,zh-TW
"""ฉันจะแปลงร่างโจมตี!""",「我將以殘象形態出擊！」,zh-TW
"""ฉันจะโค่นแกให้ได้""",我正活在最棒的瞬間,zh-TW
"""ฉันไม่ได้! โง่นะ!""",我不是Wheatley,zh-TW
"""ตัวฉันที่อ่อนแอได้ตายไปแล้ว""",「脆弱的我，已經死去了」,zh-TW
"""พยายามแหวกว่ายในคลื่นทมิฬ""",試圖在黑潮裡游泳,zh-TW
"""ศิลปะคอลลาจ""",「拼貼藝術」,zh-TW
"""สวัสดี KU-โรโร่""",小庫同學,zh-TW
"""สิ่งที่ฝังอยู่ใต้ต้นท้อ...""",「桃樹腳下埋葬著……」,zh-TW
"""สุดยอด"" สมชื่อ",這個「巨蜥」不太冷,zh-TW
"""เจมเบอร์รี""",「龍銜珠」,zh-TW
"""เริ่มต้นภาพฉาย""",「——投影，開始」,zh-TW
"""แรงปรารถนา""",「熱情」,zh-TW
"""โซลทราค""",「一般攻擊魔法」,zh-TW
... Bis alles ausgebrannt ist,……終將燃燒殆盡,zh-TW
... 결국 모두 타버릴 거야,……終將燃燒殆盡,zh-TW
...Logo Desaparecerá,……終將燃燒殆盡,zh-TW
...Pronto se desvanecerá,……終將燃燒殆盡,zh-TW
...Will Soon Fade Out,……終將燃燒殆盡,zh-TW
...disparaîtra bientôt,……終將燃燒殆盡,zh-TW
...ผลาญเผาฝันร้ายมลายสิ้น,……終將燃燒殆盡,zh-TW
100回目の狩り,獵殺百回,zh-TW
12 Gefangene Männer,十二囚犯,zh-TW
12 Homens Presos,十二囚犯,zh-TW
12 Imprisoned Men,十二囚犯,zh-TW
12 prisioneros,十二囚犯,zh-TW
12 prisonniers,十二囚犯,zh-TW
12명의 죄수들,十二囚犯,zh-TW
1511 Lines,第1511行,zh-TW
1511 Linhas,第1511行,zh-TW
1511 Reihen,第1511行,zh-TW
1511 líneas,第1511行,zh-TW
1m 내에서 치샤의 강공격을 사용하여 적 10회 격파,1公尺之內使用熾霞重擊擊敗敵人10次。,zh-TW
1m之内使用炽霞重击击败敌人10次。,1公尺之內使用熾霞重擊擊敗敵人10次。,zh-TW
1つの戦術テストで3つの戦術目標を達成,完成一個戰術測試中的三個戰術目標。,zh-TW
1メートル以内、熾霞の重撃で10回敵を倒す,1公尺之內使用熾霞重擊擊敗敵人10次。,zh-TW
1人の共鳴者が共鳴階級ランク6を突破（レベル上限突破）,共鳴者的共鳴等階首次突破至6階。,zh-TW
1回の「夢の館」挑戦で夢扉ガーディアンを1体倒す,在單次「扉淵夢居」挑戰中擊敗1名扉淵守衛,zh-TW
1回の「夢の館」挑戦で夢扉ガーディアンを2体倒す,在單次「扉淵夢居」挑戰中擊敗2名扉淵守衛,zh-TW
1回の「夢の館」挑戦で夢扉ガーディアンを3体倒す,在單次「扉淵夢居」挑戰中擊敗3名扉淵守衛,zh-TW
1回の「夢の館」挑戦で夢扉ガーディアンを4体倒す,在單次「扉淵夢居」挑戰中擊敗4名扉淵守衛,zh-TW
1回の「夢の館」挑戦で夢扉ガーディアンを5体倒す,在單次「扉淵夢居」挑戰中擊敗5名扉淵守衛,zh-TW
1回の夢燃ゆる黒焔の挑戦において、激闘評定ランクを5回最大に上げる,在一次燃夢的黑炎挑戰中啟動5次最高激鬥等級,zh-TW
