source,target,tgt_lng
Abgrundbote – Reißender Strom,Apóstolo do Abismo - Corrente Torrencial,pt-BR
Abgrundsänger – Abgrundflammen,Bardo do Abismo - Chamas Abismais,pt-BR
Abgrundsänger – Lila Blitze,Bardo do Abismo - Trovão Violeta,pt-BR
Abyss Herald - Wicked Torrents,Apóstolo do Abismo - Corrente Torrencial,pt-BR
Abyss Herald: Wicked Torrents,Apóstolo do Abismo - Corrente Torrencial,pt-BR
Abyss Lector - Fathomless Flames,Bardo do Abismo - Chamas Abismais,pt-BR
Abyss Lector - Violet Lightning,Bardo do Abismo - Trovão Violeta,pt-BR
Abyss Lector: Fathomless Flames,Bardo do Abismo - Chamas Abismais,pt-BR
Abyss Lector: Violet Lightning,Bardo do Abismo - Trovão Violeta,pt-BR
Aerofidio Sacróseo,Cobra Voadora da Ossada Sagrada,pt-BR
Agente dei Fatui di Pyro,Fatui - Agente Pyro,pt-BR
Alhacén,Alhaitham,pt-BR
All-Devouring Narwhal,Baleia Devoradora,pt-BR
Altın Alevli Gukuzor Tiran,Tirano Qucussauro da Chama Dourada,pt-BR
Apep Vahası'nın Muhafızı,Guardião do Oásis de Apep,pt-BR
Apostolo dell'Abisso: Torrenti maligni,Apóstolo do Abismo - Corrente Torrencial,pt-BR
Apôtre de l'Abîme - Torrent,Apóstolo do Abismo - Corrente Torrencial,pt-BR
Asceta Espiritista,Errante do Proferespírito,pt-BR
Asi Hermetik Ruh Sözcüsü,Errante do Proferespírito,pt-BR
Ateş ve Demir İmparatoru,Imperador do Fogo e Ferro,pt-BR
Avare,Andarilho,pt-BR
Aynalı Rahibe,Fatui - Dama do Espelho,pt-BR
Aşınmış Kadim Ateşin Efendisi,Lorde do Fogo Original Erodido,pt-BR
Bardo del Abismo - Llamas abismales,Bardo do Abismo - Chamas Abismais,pt-BR
Bardo del Abismo - Trueno púrpura,Bardo do Abismo - Trovão Violeta,pt-BR
Beschützer von Apeps Oase,Guardião do Oásis de Apep,pt-BR
Bestia zannuta consacrata,Besta de Presas da Ossada Sagrada,pt-BR
Bin Yıllık İnci Denizatı,Cavalo-Marinho Perolado Milenar,pt-BR
Black Serpent Knight: Rockbreaker Ax,Cavaleiro da Serpente Negra - Machado Quebra-rocha,pt-BR
Black Serpent Knight: Windcutter,Cavaleiro da Serpente Negra - Quebra-Vento,pt-BR
Bruja Carmesí de las Ascuas,Bruxa das Chamas Carmesim,pt-BR
Brutovéreux Hydro,Hilichurl Patrulheiro Hydro,pt-BR
Buz Ajanı,Fatui Oficial do Gelo,pt-BR
Buz Hipostazı,Hypostasis Cryo,pt-BR
Bárbara,Barbara,pt-BR
Bò Cạp Độc Thánh Hóa,Escorpião da Ossada Sagrada,pt-BR
Băng Nguyên Bản,Hypostasis Cryo,pt-BR
Bạo Chúa Qucusaur Lửa Vàng,Tirano Qucussauro da Chama Dourada,pt-BR
Caballero Serpiente Negra - Aire afilado,Cavaleiro da Serpente Negra - Quebra-Vento,pt-BR
Caballero Serpiente Negra - Hachero demolerrocas,Cavaleiro da Serpente Negra - Machado Quebra-rocha,pt-BR
Caniné sacralisé,Besta de Presas da Ossada Sagrada,pt-BR
Cantore dell'Abisso: Fiamme imperscrutabili,Bardo do Abismo - Chamas Abismais,pt-BR
Cantore dell'Abisso: Fulmine viola,Bardo do Abismo - Trovão Violeta,pt-BR
Cavaliere del Serpente nero: Fendivento,Cavaleiro da Serpente Negra - Quebra-Vento,pt-BR
Cavaliere del Serpente nero: Scure spaccapietra,Cavaleiro da Serpente Negra - Machado Quebra-rocha,pt-BR
Champieffroi panaché,Terrorgumelo Emplumado,pt-BR
Chantre de l'Abîme - Flamme abyssale,Bardo do Abismo - Chamas Abismais,pt-BR
Chantre de l'Abîme - Foudre pourpre,Bardo do Abismo - Trovão Violeta,pt-BR
Chef Brutorocheux,Lawachurl da Pedra Oculta,pt-BR
Chevalier des Serpents noirs - Casseur de pierre,Cavaleiro da Serpente Negra - Machado Quebra-rocha,pt-BR
Chevalier des Serpents noirs - Fendeur de vent,Cavaleiro da Serpente Negra - Quebra-Vento,pt-BR
Chúa Tể Lửa Nguồn Ăn Mòn,Lorde do Fogo Original Erodido,pt-BR
Citlalí,Citlali,pt-BR
Colmibestia Sacrósea,Besta de Presas da Ossada Sagrada,pt-BR
Consecrated Fanged Beast,Besta de Presas da Ossada Sagrada,pt-BR
Consecrated Flying Serpent,Cobra Voadora da Ossada Sagrada,pt-BR
Consecrated Horned Crocodile,Crocodilo da Ossada Sagrada,pt-BR
Consecrated Scorpion,Escorpião da Ossada Sagrada,pt-BR
Corcel de Mar Perlamilenario,Cavalo-Marinho Perolado Milenar,pt-BR
Corniodrilo Sacróseo,Crocodilo da Ossada Sagrada,pt-BR
Cornodrillo consacrato,Crocodilo da Ossada Sagrada,pt-BR
Crimson Witch of Embers,Bruxa das Chamas Carmesim,pt-BR
Crococornu sacralisé,Crocodilo da Ossada Sagrada,pt-BR
Cryo Hypostasis,Hypostasis Cryo,pt-BR
Cá Ngựa Ngọc Trai Ngàn Năm,Cavalo-Marinho Perolado Milenar,pt-BR
Cá Sấu Sừng Thánh Hóa,Crocodilo da Ossada Sagrada,pt-BR
Dama degli specchi,Fatui - Dama do Espelho,pt-BR
Deneysel Alan Oluşturucu,Gerador de Campo Experimental,pt-BR
Eccentrica seclusa Cercaspiriti,Errante do Proferespírito,pt-BR
Electro Hypostasis,Hypostasis Electro,pt-BR
Elektrik Hipostazı,Hypostasis Electro,pt-BR
Elektro-Hypostase,Hypostasis Electro,pt-BR
Emisario del Abismo - Rápidos malignos,Apóstolo do Abismo - Corrente Torrencial,pt-BR
Emperador Piroacorazado,Imperador do Fogo e Ferro,pt-BR
Empereur du feu ferreux,Imperador do Fogo e Ferro,pt-BR
Emperor of Fire and Iron,Imperador do Fogo e Ferro,pt-BR
Eremita Danzacróbata,Eremita Dançarina Floral,pt-BR
Eremita Susurrarenas,Eremita Narradora da Areia Ardente,pt-BR
Eremita danzatrice dell'anello floreale,Eremita Dançarina Floral,pt-BR
Eremita maestra del folklore infuocato,Eremita Narradora da Areia Ardente,pt-BR
Eremite - Diệp Luân Vũ Giả,Eremita Dançarina Floral,pt-BR
Eremite - Người Kể Chuyện Cát Nóng,Eremita Narradora da Areia Ardente,pt-BR
Eremite Floral Ring-Dancer,Eremita Dançarina Floral,pt-BR
Eremite Scorching Loremaster,Eremita Narradora da Areia Ardente,pt-BR
Escorpión Sacróseo,Escorpião da Ossada Sagrada,pt-BR
Espantohongo Plumaverde,Terrorgumelo Emplumado,pt-BR
Experimental Field Generator,Gerador de Campo Experimental,pt-BR
Experimenteller Feldgenerator,Gerador de Campo Experimental,pt-BR
Faruzán,Faruzan,pt-BR
Fatui - Cryo Cicin Mage,Fatui - Feiticeira Cicin Cryo,pt-BR
Fatui - Electro Cicin Mage,Fatui - Feiticeira Cicin Electro,pt-BR
Fatui - Frost Operative,Fatui Oficial do Gelo,pt-BR
Fatui - Mirror Maiden,Fatui - Dama do Espelho,pt-BR
Fatui - Người Xử Lý Nợ Hỏa,Fatui - Agente Pyro,pt-BR
Fatui - Pyro Agent,Fatui - Agente Pyro,pt-BR
Fatui - Thiếu Nữ Kính,Fatui - Dama do Espelho,pt-BR
Fatui - Thuật Sĩ Cicin Băng,Fatui - Feiticeira Cicin Cryo,pt-BR
Fatui - Thuật Sĩ Cicin Lôi,Fatui - Feiticeira Cicin Electro,pt-BR
Fatui - Đặc Vụ Băng,Fatui Oficial do Gelo,pt-BR
Fatui Ateş Tetikçisi,Fatui - Agente Pyro,pt-BR
Fatui Buz Cicini Büyücüsü,Fatui - Feiticeira Cicin Cryo,pt-BR
Fatui Cryo Cicin Mage,Fatui - Feiticeira Cicin Cryo,pt-BR
Fatui Electro Cicin Mage,Fatui - Feiticeira Cicin Electro,pt-BR
Fatui Elektrik Cicini Büyücüsü,Fatui - Feiticeira Cicin Electro,pt-BR
Fatui Pyro Agent,Fatui - Agente Pyro,pt-BR
Fatui – Elektro-Cicin-Zauberin,Fatui - Feiticeira Cicin Electro,pt-BR
Fatui – Frostdienerin,Fatui Oficial do Gelo,pt-BR
Fatui – Kryo-Cicin-Zauberin,Fatui - Feiticeira Cicin Cryo,pt-BR
