source,target,tgt_lng
Abedular,Rừng gỗ bạch dương,vi-VN
Abedular ancestral,Rừng bạch dương nguyên sinh,vi-VN
Abetal,Rừng núi phủ tuyết,vi-VN
Abgetragene Tafelberge,Vùng đất cằn cỗi bị biến đổi,vi-VN
Abisso oscuro,Bóng tối sâu thẳm,vi-VN
Abîmes,Bóng tối sâu thẳm,vi-VN
Alacalı Orman,Rừng lốm đốm,vi-VN
Alm,Thảo điền,vi-VN
Altopiano della savana,Cao nguyên Xavan,vi-VN
Ayçiçeği Ovaları,Đồng bằng hướng dương,vi-VN
Aşınmış Kırgıbayır,Vùng đất cằn cỗi bị biến đổi,vi-VN
Badlands,Vùng đất cằn cỗi,vi-VN
Badlands boisées,Rừng cằn cỗi,vi-VN
Badlands érodées,Vùng đất cằn cỗi bị biến đổi,vi-VN
Bamboo Jungle,Rừng tre,vi-VN
Bambu Ormanı,Rừng tre,vi-VN
Bambusdschungel,Rừng tre,vi-VN
Basalt Deltas,Châu thổ đá bazan,vi-VN
Basaltdeltas,Châu thổ đá bazan,vi-VN
Bataklık,Đầm lầy,vi-VN
Bazalt Deltaları,Châu thổ đá bazan,vi-VN
Beach,Bãi biển,vi-VN
Berghain,Rừng núi phủ tuyết,vi-VN
Bewaldete Tafelberge,Rừng cằn cỗi,vi-VN
Birch Forest,Rừng gỗ bạch dương,vi-VN
Birken-Urwald,Rừng bạch dương nguyên sinh,vi-VN
Birkenwald,Rừng gỗ bạch dương,vi-VN
Blasser Garten,Khu vườn nhợt nhạt,vi-VN
Blumenwald,Rừng hoa,vi-VN
Boschetto,Rừng núi phủ tuyết,vi-VN
Boschetto di ciliegi,Rừng núi anh đào,vi-VN
Bosque,Rừng,vi-VN
Bosque,Rừng núi phủ tuyết,vi-VN
Bosque carmesí,Rừng đỏ thẫm,vi-VN
Bosque distorsionado,Rừng kì dị,vi-VN
Bosque floral,Rừng hoa,vi-VN
Bosque moteado,Rừng lốm đốm,vi-VN
Bosque oscuro,Rừng tối,vi-VN
Bosque ventiscoso,Rừng lộng gió,vi-VN
Bosquet,Rừng núi phủ tuyết,vi-VN
Bosquet de cerisiers,Rừng núi anh đào,vi-VN
Boşluk,Cõi hư không,vi-VN
Buntwald,Rừng lốm đốm,vi-VN
Buz Dikitleri,Mũi băng,vi-VN
Calanchi,Vùng đất cằn cỗi,vi-VN
Calanchi boscosi,Rừng cằn cỗi,vi-VN
Calanchi erosi,Vùng đất cằn cỗi bị biến đổi,vi-VN
Campi fungosi,Đồng bằng nấm,vi-VN
Campo de champiñones,Đồng bằng nấm,vi-VN
Campos de cogumelos,Đồng bằng nấm,vi-VN
Cavernas de enxofre,Hang lưu huỳnh,vi-VN
Cavernas de espeleotemas,Hang động thạch nhũ,vi-VN
Cavernas verdejantes,Hang động tươi tốt,vi-VN
Caverne di speleotemi,Hang động thạch nhũ,vi-VN
Caverne di zolfo,Hang lưu huỳnh,vi-VN
Caverne rigogliose,Hang động tươi tốt,vi-VN
Cavernes de soufre,Hang lưu huỳnh,vi-VN
Cavernes de spéléothèmes,Hang động thạch nhũ,vi-VN
Cavernes luxuriantes,Hang động tươi tốt,vi-VN
Cerejal,Rừng núi anh đào,vi-VN
Cerezal,Rừng núi anh đào,vi-VN
Champs de champignons,Đồng bằng nấm,vi-VN
Cherry Grove,Rừng núi anh đào,vi-VN
Cold Ocean,Đại dương lạnh giá,vi-VN
Colinas das ventanias,Đồi lộng gió,vi-VN
Colinas de cascalho das ventanias,Đồi sỏi lộng gió,vi-VN
Colinas pedregosas ventiscosas,Đồi sỏi lộng gió,vi-VN
Colinas ventiscosas,Đồi lộng gió,vi-VN
Colline di ghiaia ventose,Đồi sỏi lộng gió,vi-VN
Colline ventose,Đồi lộng gió,vi-VN
Collines graveleuses venteuses,Đồi sỏi lộng gió,vi-VN
Collines venteuses,Đồi lộng gió,vi-VN
Costa rocciosa,Bờ đá,vi-VN
Costa rochosa,Bờ đá,vi-VN
Costa rocosa,Bờ đá,vi-VN
Crimson Forest,Rừng đỏ thẫm,vi-VN
Cuevas de azufre,Hang lưu huỳnh,vi-VN
Cuevas frondosas,Hang động tươi tốt,vi-VN
Cuevas kársticas,Hang động thạch nhũ,vi-VN
Cumbres escarpadas,Đỉnh núi lởm chởm,vi-VN
Cumbres heladas,Đỉnh núi băng giá,vi-VN
Cumbres rocosas,Đỉnh núi đá,vi-VN
Côte rocheuse,Bờ đá,vi-VN
Damla Taş Mağaraları,Hang động thạch nhũ,vi-VN
Dappled Forest,Rừng lốm đốm,vi-VN
Dark Forest,Rừng tối,vi-VN
Das Ende,The End,vi-VN
Deep Cold Ocean,Đại dương lạnh giá sâu thẳm,vi-VN
Deep Dark,Bóng tối sâu thẳm,vi-VN
Deep Frozen Ocean,Đại dương băng giá sâu thẳm,vi-VN
Deep Lukewarm Ocean,Đại dương âm ấm sâu thẳm,vi-VN
Deep Ocean,Đại dương sâu thẳm,vi-VN
Delta di basalto,Châu thổ đá bazan,vi-VN
Deltas de basalte,Châu thổ đá bazan,vi-VN
Deltas de basalto,Châu thổ đá bazan,vi-VN
Derin Donmuş Okyanus,Đại dương băng giá sâu thẳm,vi-VN
Derin Ilık Okyanus,Đại dương âm ấm sâu thẳm,vi-VN
Derin Okyanus,Đại dương sâu thẳm,vi-VN
Derin Soğuk Okyanus,Đại dương lạnh giá sâu thẳm,vi-VN
Descampado do Nether,Vùng Nether hoang vu,vi-VN
Desert,Sa mạc,vi-VN
Deserto,Sa mạc,vi-VN
Desierto,Sa mạc,vi-VN
Desiertos del Nether,Vùng Nether hoang vu,vi-VN
Die Leere,Cõi hư không,vi-VN
Distese del Nether,Vùng Nether hoang vu,vi-VN
Donmuş Nehir,Sông băng giá,vi-VN
Donmuş Okyanus,Đại dương băng giá,vi-VN
Donmuş Tepeler,Đỉnh núi băng giá,vi-VN
Dripstone Caves,Hang động thạch nhũ,vi-VN
Dschungel,Rừng nhiệt đới,vi-VN
Dunkler Wald,Rừng tối,vi-VN
Désert,Sa mạc,vi-VN
Ebene,Đồng bằng,vi-VN
Eiszapfentundra,Mũi băng,vi-VN
El Değmemiş Huş Ormanı,Rừng bạch dương nguyên sinh,vi-VN
El Değmemiş Ladin Ormanı,Rừng Taiga vân sam nguyên sinh,vi-VN
El Değmemiş Çam Ormanı,Rừng Taiga nguyên sinh,vi-VN
El End,The End,vi-VN
El End (islas pequeñas),Đảo End nhỏ,vi-VN
El End (zona elevada),Cao nguyên End,vi-VN
El End (zona media),Trung nguyên End,vi-VN
El End (zona árida),Đồng hoang End,vi-VN
El vacío,Cõi hư không,vi-VN
Encostas nevadas,Dốc tuyết,vi-VN
End,The End,vi-VN
End Barrens,Đồng hoang End,vi-VN
End Dağlıkları,Cao nguyên End,vi-VN
End Highlands,Cao nguyên End,vi-VN
End Midlands,Trung nguyên End,vi-VN
End Çayırları,Trung nguyên End,vi-VN
End Çorakları,Đồng hoang End,vi-VN
End-Hochland,Cao nguyên End,vi-VN
End-Kargland,Đồng hoang End,vi-VN
End-Mittelland,Trung nguyên End,vi-VN
Engebeli Tepeler,Đỉnh núi lởm chởm,vi-VN
Eroded Badlands,Vùng đất cằn cỗi bị biến đổi,vi-VN
Esintili Orman,Rừng lộng gió,vi-VN
Esintili Savan,Xavan lộng gió,vi-VN
Esintili Tepeler,Đồi lộng gió,vi-VN
Esintili Çakıllı Tepeler,Đồi sỏi lộng gió,vi-VN
Fichten-Urtaiga,Rừng Taiga vân sam nguyên sinh,vi-VN
Fiume,Sông,vi-VN
Fiume ghiacciato,Sông băng giá,vi-VN
Floresta,Rừng,vi-VN
Floresta carmesim,Rừng đỏ thẫm,vi-VN
Floresta das ventanias,Rừng lộng gió,vi-VN
Floresta de bétulas,Rừng gỗ bạch dương,vi-VN
Floresta de bétulas antigas,Rừng bạch dương nguyên sinh,vi-VN
Floresta de flores,Rừng hoa,vi-VN
Floresta distorcida,Rừng kì dị,vi-VN
Floresta escura,Rừng tối,vi-VN
Floresta salpicada,Rừng lốm đốm,vi-VN
Flower Forest,Rừng hoa,vi-VN
Fluss,Sông,vi-VN
Forest,Rừng,vi-VN
Foresta,Rừng,vi-VN
Foresta ambrata,Rừng lốm đốm,vi-VN
Foresta cremisi,Rừng đỏ thẫm,vi-VN
Foresta di betulle,Rừng gỗ bạch dương,vi-VN
Foresta di betulle secolari,Rừng bạch dương nguyên sinh,vi-VN
Foresta distorta,Rừng kì dị,vi-VN
Foresta floreale,Rừng hoa,vi-VN
Foresta ventosa,Rừng lộng gió,vi-VN
Forêt,Rừng,vi-VN
Forêt ambrée,Rừng lốm đốm,vi-VN
Forêt ancienne de bouleaux,Rừng bạch dương nguyên sinh,vi-VN
Forêt biscornue,Rừng kì dị,vi-VN
Forêt carmin,Rừng đỏ thẫm,vi-VN
Forêt de bouleaux,Rừng gỗ bạch dương,vi-VN
Forêt fleurie,Rừng hoa,vi-VN
Forêt sombre,Rừng tối,vi-VN
Forêt venteuse,Rừng lộng gió,vi-VN
Frozen Ocean,Đại dương băng giá,vi-VN
Frozen Peaks,Đỉnh núi băng giá,vi-VN
Frozen River,Sông băng giá,vi-VN
Giardino pallido,Khu vườn nhợt nhạt,vi-VN
Giungla,Rừng nhiệt đới,vi-VN
Giungla di bambù,Rừng tre,vi-VN
Giungla rada,Rừng nhiệt đới thưa thớt,vi-VN
Grove,Rừng núi phủ tuyết,vi-VN
Hautes terres de l'End,Cao nguyên End,vi-VN
Huş Ormanı,Rừng gỗ bạch dương,vi-VN
Ice Spikes,Mũi băng,vi-VN
Il vuoto,Cõi hư không,vi-VN
Ilhas pequenas do End,Đảo End nhỏ,vi-VN
Ilık Okyanus,Đại dương âm ấm,vi-VN
Interior do End,Trung nguyên End,vi-VN
Jagged Peaks,Đỉnh núi lởm chởm,vi-VN
Jardim pálido,Khu vườn nhợt nhạt,vi-VN
Jardin pâle,Khu vườn nhợt nhạt,vi-VN
Jardín pálido,Khu vườn nhợt nhạt,vi-VN
Jungla,Rừng nhiệt đới,vi-VN
Jungla de bambú,Rừng tre,vi-VN
Jungla dispersa,Rừng nhiệt đới thưa thớt,vi-VN
