source,target,tgt_lng
%s Oyuncusunun Kafası,Đầu của %s,vi-VN
%s 的頭顱,Đầu của %s,vi-VN
%s's Head,Đầu của %s,vi-VN
%sの頭,Đầu của %s,vi-VN
%s的头,Đầu của %s,vi-VN
%s의 머리,Đầu của %s,vi-VN
Abgestorbene Blasenkoralle,San hô bong bóng chết,vi-VN
Abgestorbene Feuerkoralle,San hô lửa chết,vi-VN
Abgestorbene Geweihkoralle,San hô sừng chết,vi-VN
Abgestorbene Hirnkoralle,San hô não chết,vi-VN
Abgestorbene Orgelkoralle,San hô ống tròn chết,vi-VN
Abgestorbener Blasenkorallenblock,Khối san hô bong bóng chết,vi-VN
Abgestorbener Blasenkorallenfächer,San hô bong bóng hình quạt chết,vi-VN
Abgestorbener Blasenkorallenwandfächer,Cành san hô bong bóng hình quạt chết,vi-VN
Abgestorbener Feuerkorallenblock,Khối san hô lửa chết,vi-VN
Abgestorbener Feuerkorallenfächer,San hô lửa hình quạt chết,vi-VN
Abgestorbener Feuerkorallenwandfächer,Cành san hô lửa hình quạt chết,vi-VN
Abgestorbener Geweihkorallenblock,Khối san hô sừng chết,vi-VN
Abgestorbener Geweihkorallenfächer,San hô sừng hình quạt chết,vi-VN
Abgestorbener Geweihkorallenwandfächer,Cành san hô sừng hình quạt chết,vi-VN
Abgestorbener Hirnkorallenblock,Khối san hô não chết,vi-VN
Abgestorbener Hirnkorallenfächer,San hô não hình quạt chết,vi-VN
Abgestorbener Hirnkorallenwandfächer,Cành san hô não hình quạt chết,vi-VN
Abgestorbener Orgelkorallenblock,Khối san hô ống tròn chết,vi-VN
Abgestorbener Orgelkorallenfächer,San hô ống tròn hình quạt chết,vi-VN
Abgestorbener Orgelkorallenwandfächer,Cành san hô ống tròn hình quạt chết,vi-VN
Abóbora,Bí ngô,vi-VN
Abóbora de Halloween,Đèn bí ngô,vi-VN
Abóbora Esculpida,Bí ngô được khắc,vi-VN
Acacia Button,Nút gỗ xiêm gai,vi-VN
