source,target,tgt_lng
'execute as' 등의 명령어에서 쓰일 수 있는 맥락의 최대 개수.,El número máximo de contextos que se pueden utilizar en comandos como «execute as».,es-ES
A porcentagem de jogadores que devem dormir para passar a noite.,El porcentaje necesario de jugadores que deben dormir para pasar la noche.,es-ES
A quantidade de chunks que permanecem carregados ao redor do ponto de nascimento na Superfície.,Cantidad de chunks que se mantienen cargados alrededor del punto de aparición.,es-ES
Accesso al Nether,Permitir Nether,es-ES
Accès au Nether,Permitir Nether,es-ES
Actions destructives des créatures,Permitir que las criaturas destruyan,es-ES
Actualisation du feu loin des joueurs,Cargar fuego lejos de los jugadores,es-ES
Actualisations du monde,Actualizaciones del mundo,es-ES
Administratorbefehle protokollieren,Notificar uso de comandos de admin.,es-ES
Advance time of day,Avanzar ciclo de día y noche,es-ES
"Akan lav, iki tarafı lav kaynaklarıyla çevrildiğinde kaynağa dönüşür.","Cuando una corriente de lava está rodeada de más lava por dos de sus lados, se convierte en una fuente.",es-ES
"Akan su, iki tarafı su kaynaklarıyla çevrildiğinde kaynağa dönüşür.","Cuando una corriente de agua está rodeada de más agua por dos de sus lados, se convierte en una fuente.",es-ES
"Al verificarsi di determinati eventi, come la generazione di un boss, il suono verrà udito globalmente.","Cuando se producen ciertos eventos durante la partida, como que aparezca un jefe, el sonido se escucha en todas partes.",es-ES
Alcune entità potrebbero avere regole separate.,Algunas entidades pueden tener sus propias reglas.,es-ES
Algumas entidades podem ter regras separadas.,Algunas entidades pueden tener sus propias reglas.,es-ES
Alguns itens largados por blocos destruídos em explosões de criaturas são perdidos na detonação.,Algunos de los objetos soltados por bloques destruidos a causa de explosiones derivadas de criaturas desaparecen con la explosión.,es-ES
Alguns itens largados por blocos destruídos em explosões de TNT são perdidos na detonação.,Algunos de los objetos soltados por bloques destruidos a causa de explosiones derivadas de la dinamita desaparecen con la explosión.,es-ES
Alguns itens largados por blocos destruídos na explosão de outros blocos são perdidos na detonação.,Algunos de los objetos soltados por bloques destruidos a causa de explosiones derivadas de interacciones con bloques desaparecen con la explosión.,es-ES
Allgemeine Verärgerung,Ira universal,es-ES
Allow destructive mob actions,Permitir que las criaturas destruyan,es-ES
"Allow entities with passengers to teleport through Nether Portals, End Portals, and End Gateways.","Permite a las entidades viajar con pasajeros a través de portales del Nether, del End y nexos del End.",es-ES
Allow Nether,Permitir Nether,es-ES
Allow spectators to generate terrain,Generar terreno en modo espectador,es-ES
Allow TNT to be activated and to explode,Permitir explosiones de dinamita,es-ES
Altezza di accumulo della neve,Altura de acumulación de nieve,es-ES
Altura de acumulação de neve,Altura de acumulación de nieve,es-ES
"Angered neutral mobs attack any nearby player, not just the player that angered them. Works best if forgive_dead_players is disabled.","Las criaturas neutrales que estén enfadadas atacarán a cualquier jugador cercano, no solo al que las hizo enfadar. Funciona mejor si «Perdonar jugadores muertos» se desactiva.",es-ES
"Angered neutral mobs attack any nearby player, not just the player that angered them. Works best if forgiveDeadPlayers is disabled.","Las criaturas neutrales que estén enfadadas atacarán a cualquier jugador cercano, no solo al que las hizo enfadar.
Funciona mejor si «Perdonar jugadores muertos» se desactiva.",es-ES
Angered neutral mobs stop being angry when the targeted player dies nearby.,Las criaturas neutrales que estén enfadadas dejarán de estarlo cuando el jugador al que persigan muera cerca.,es-ES
Announce advancements,Anunciar progresos,es-ES
Anunciar comandos de administrador,Notificar uso de comandos de admin.,es-ES
Anunciar progressos,Anunciar progresos,es-ES
Anunciar saída dos Blocos de Comando,Notificar uso de bloques de comandos,es-ES
Anında yeniden canlanma,Reaparición instantánea,es-ES
"Ao ativar, os jogadores só poderão fabricar receitas desbloqueadas.","Si se activa, solo se podrán fabricar recetas aprendidas.",es-ES
"Ao ativar, uma barra na tela indica a direção dos jogadores.","Cuando está activada, se muestra una barra en la pantalla que indica la dirección de otros jugadores.",es-ES
"Ao nevar, as camadas de neve formadas no solo podem atingir até essa altura.","Cuando nieva, se forma este número máximo de capas de nieve en el suelo.",es-ES
Aplicável às cadeias de blocos de comando e funções.,Se aplica a las cadenas de bloques de comandos y funciones.,es-ES
Apparition,Generación de criaturas,es-ES
Apparition des créatures,Generar criaturas,es-ES
Apparition des marchands ambulants,Generar vendedores ambulantes,es-ES
Apparition des monstres,Generar monstruos,es-ES
Apparition des patrouilles de pillards,Generar bandas de saqueadores,es-ES
Apparition des Phantoms,Generar fantasmas,es-ES
Apparition des Wardens,Generar wardens,es-ES
Applies to command block chains and functions.,Se aplica a las cadenas de bloques de comandos y funciones.,es-ES
Are you sure you want to discard your pending game rule changes?,¿Seguro que quieres descartar tus cambios?,es-ES
As entidades com passageiros podem atravessar portais,Las entidades con pasajeros pueden utilizar portales,es-ES
Ateş hasarı alma,Daño por fuego,es-ES
Ateş ve lavın herhangi oyuncudan 8 yığın uzakta yayılabilmesini kontrol eder.,Controla si el fuego o la lava deberían estar cargados al estar a más de 8 chunks de distancia de cualquier jugador.,es-ES
Ateş yayılabilsin,Propagación del fuego,es-ES
