source,target,tgt_lng
/s,sp/秒,ja-JP
/秒,sp/秒,ja-JP
/초,sp/秒,ja-JP
1 additional stack,される,ja-JP
5 times,5回,ja-JP
5회,5回,ja-JP
6-hit combo,6回攻撃,ja-JP
6연 공격,6回攻撃,ja-JP
ASPD,攻撃速度,ja-JP
ASPD,攻撃速度が,ja-JP
ASPD. The summons deal,召喚物の通常攻撃が,ja-JP
ATK,攻撃力,ja-JP
ATK and Max HP increase after every battle,の効果を得る,ja-JP
ATK until skill ends,スキル終了まで継続,ja-JP
ATK. If,所持コストが,ja-JP
Advanced Armory Plug-in,上級戦術プラグイン,ja-JP
Allied units with,攻撃範囲内の,ja-JP
Anti-Witchcraft Repositionable Bomb,対巫術軌道式爆弾,ja-JP
AoE,範囲攻撃,ja-JP
Applies,敵全員に,ja-JP
Arts Fragility,対術脆弱,ja-JP
Arts damage,術ダメージ,ja-JP
Arts on the field at once,つまで,ja-JP
Attack Interval slightly,通常攻撃の間隔を,ja-JP
Attack Range,攻撃距離,ja-JP
Attack Range expands,攻撃範囲が拡大,ja-JP
Attack range,攻撃距離,ja-JP
Attack range becomes,攻撃範囲が自身の,ja-JP
Attacks 2 enemies simultaneously,攻撃対象数+1,ja-JP
Attacks at most,敵最大,ja-JP
Attacks deal,攻撃時、敵に攻撃力の,ja-JP
Attacks hit,追加効果：代わりに敵,ja-JP
Attacks ignore,攻撃時、対象の術耐性を,ja-JP
Barrier,までの被ダメージを吸収可能なバリアを獲得する,ja-JP
Barrier,バリア,ja-JP
Become immune to,スキル発動中,ja-JP
Bind,バインド,ja-JP
Block,ブロック数,ja-JP
Blocks the water flow,水流を遮断,ja-JP
Blood Amber,血珀,ja-JP
Bloodborn Spawn,新生の血裔,ja-JP
Burn,灼熱損傷,ja-JP
Camouflage,迷彩,ja-JP
Charged,オーバーチャージ,ja-JP
Cherry-3,チェリー3号が,ja-JP
Cinder lasts until this skill expires,付与した灼痕はスキル終了まで効果が持続する,ja-JP
Clockwork Fowlbeast gains,カラクリ羽獣の攻撃速度,ja-JP
Clockwork Fowlbeasts gain,カラクリ羽獣の攻撃力,ja-JP
Cold,寒冷,ja-JP
Collects,周囲にいる敵1体につき、調査熟練度+,ja-JP
Corrosion,侵蝕損傷,ja-JP
Critically Wounded,重傷,ja-JP
DEF,配置後防御力,ja-JP
DEF,防御力,ja-JP
DEF (triggers once per deployment,1回の配置につき、1回のみ発動可能,ja-JP
Deals,敵1体に攻撃力の,ja-JP
Deployment Points ATK,攻撃力,ja-JP
Destroy to gain materials,破壊すると素材を獲得できる,ja-JP
Destroy to gain treasure,破壊すると宝物を獲得できる,ja-JP
Destroy to unlock hidden area,破壊すると隠しエリアが解放される,ja-JP
Does not stack,同一対象への効果は重複しない,ja-JP
Elemental Injury,元素損傷,ja-JP
Elite,精鋭,ja-JP
Enemies will attack this drone first,敵はこの装置を優先して攻撃する,ja-JP
Enfeeble,虚弱,ja-JP
Equipment Alteration,戦術換装,ja-JP
Equipped Operator takes,装備者は1秒ごとに,ja-JP
Expert Facility Builders,上級施設建設作業員,ja-JP
Extends,特性による,ja-JP
Facility Builders,施設建設作業員,ja-JP
Fear,恐怖,ja-JP
Foldable Facility Maintainer,競技用防壁,ja-JP
Foldable Facility Maintainer,競技装置整備士,ja-JP
Fragile,脆弱,ja-JP
Freeling,小自在,ja-JP
Frighten,戦慄,ja-JP
Frightened,戦慄,ja-JP
Frozen,凍結,ja-JP
Gains,配置後、自身が,ja-JP
Gains 1 Device on skill activation,スキル発動時、装置を1個獲得,ja-JP
Gitano stops attacking for,効果時間終了後,ja-JP
Gives 1 deployment slot after deployment,配置後、配置可能数+1,ja-JP
Gradually generates,所持コストが徐々に増加（合計,ja-JP
Gradually recovers,スキル発動中、所持コストが徐々に増加（合計,ja-JP
HP,減少,ja-JP
HP increase stacks up to,最大HP上昇効果は最大,ja-JP
HP per second instead,になる,ja-JP
HP 증가 버프는 최대,最大HP上昇効果は最大,ja-JP
HP가,HPが,ja-JP
Healing range,治療範囲が,ja-JP
If the equipped Operator is from Tier,等級,ja-JP
Immediately,即座に,ja-JP
Immediately fire an arrow that deals,攻撃力の,ja-JP
Immediately loses,HPが現在値の,ja-JP
Immediately summons,即座に攻撃範囲内に「レヴァナントの影」を,ja-JP
Increase the maximum number of jumps to,し、攻撃の最大跳躍回数が,ja-JP
Increases,上昇し,ja-JP
Increases the ATK of the next attack to,次の通常攻撃時、攻撃力が,ja-JP
Increases the Max HP,最大HPが上昇,ja-JP
Inflicts,攻撃範囲内の敵全員に,ja-JP
Initial,自身の初期,ja-JP
Inspiration,鼓舞,ja-JP
Invisibility,ステルス,ja-JP
Invisible,ステルス,ja-JP
Laios's Party,ライオスパーティー,ja-JP
Lazy Charge,怠惰割薬,ja-JP
Levitates,浮遊,ja-JP
Lower Level Test Area,下層テストエリア,ja-JP
Mana,魔力,ja-JP
Max HP,回復,ja-JP
Max HP,最大HP,ja-JP
Moves,移動,ja-JP
Necrosis,壊死損傷,ja-JP
Nervous Impairment,神経損傷,ja-JP
Next attack strikes twice with,次の通常攻撃が攻撃力,ja-JP
Nyamu Yūtenji can,祐天寺にゃむは,ja-JP
Operator,に昇進させる,ja-JP
Operator in the Deployment Waiting Zone,名のオペレーターの配置コスト,ja-JP
Operator within range gains ATK,名が攻撃力,ja-JP
Overload,オーバードライブ,ja-JP
Paralysis,麻痺,ja-JP
Physical,物理,ja-JP
Physical damage,物理ダメージ,ja-JP
Piano,ピアノ,ja-JP
Poison Mist Control Parameters,毒霧のパラメーターをコントロールする,ja-JP
RES,無視,ja-JP
RES,術耐性,ja-JP
Randomly drops,攻撃範囲内のランダムな位置に爆弾を,ja-JP
Range,攻撃範囲,ja-JP
Realigned Flux,指揮光線,ja-JP
Redeployment Time,再配置時間,ja-JP
Releases Drone to attack enemies,自動索敵して攻撃する浮遊ユニットを放出する,ja-JP
Replenishes,給弾,ja-JP
Restore,攻撃範囲内の味方ユニット1体のHPを,ja-JP
Rhine Lab Operators,ライン生命,ja-JP
SP after deployment,回復,ja-JP
SP every,秒ごとにSPが追加で,ja-JP
SP recovery rate,SP自然回復速度,ja-JP
SP 자연 회복 속도,SP自然回復速度,ja-JP
Sanctuary,加護,ja-JP
Shield,シールド,ja-JP
Shields,シールド,ja-JP
Shoots,次の通常攻撃時,ja-JP
Significant,大幅に短縮,ja-JP
Skill activation grants,合計,ja-JP
Sleep,睡眠,ja-JP
Slow,足止め,ja-JP
Sniper,狙撃オペレーター,ja-JP
Starting SP,ストックSP,ja-JP
Stops attacking,攻撃しなくなり,ja-JP
Support Device,個獲得,ja-JP
Tactical Equipment,2つ,ja-JP
Takes Off,離陸,ja-JP
Talent 1 activation chance increases to,第一素質の発動確率が,ja-JP
Tenacity,不屈,ja-JP
The duration of the Talent's,素質による,ja-JP
The next attack deals,次の通常攻撃時、敵に攻撃力の,ja-JP
The next attack deals an additional,次の通常攻撃時、追加で攻撃力の,ja-JP
The next attack has,次の通常攻撃時、ダメージ発生範囲,ja-JP
The next attack shoots,次の通常攻撃時,ja-JP
The next attack targets,次の通常攻撃時、攻撃対象数,ja-JP
Training Handbooks,訓練マニュアル,ja-JP
Trait Max drone damage increased to,特性による浮遊ユニットのダメージ上限が,ja-JP
Trait effect increased by,特性の効果が,ja-JP
Trait effect increases to,特性の効果が,ja-JP
Triggers the Vengeance status,復讐開始,ja-JP
True,確定,ja-JP
True damage every second,の確定ダメージを受ける,ja-JP
Unlimited duration,退場まで効果継続,ja-JP
Vigor,勇猛,ja-JP
Weakness damage,弱点ダメージ,ja-JP
Weightless,反重力,ja-JP
When inflicting,敵を,ja-JP
Whenever an enemy triggers a,敵の,ja-JP
additional bullet(s,発の弾を追加装填できる,ja-JP
additional times,になる,ja-JP
all,すべて,ja-JP
all enemies within Attack Range are put to,攻撃範囲内の敵全員を,ja-JP
allied units instead of attacking,行動になる,ja-JP
allies by,人のHPをダメージの,ja-JP
ammo,発になる,ja-JP
ammo,発補充,ja-JP
ammo to resist the damage,発の弾薬を消費してその被ダメージを無効化する,ja-JP
any,任意,ja-JP
attack range increases,攻撃範囲が拡大,ja-JP
attack target count,攻撃対象数,ja-JP
attacks Silence the target for,攻撃対象の一部の特殊能力を,ja-JP
attacks cannot be dodged,攻撃が回避されなくなる,ja-JP
attacks continuously lock onto,し、敵,ja-JP
attacks deal,し、敵に攻撃力の,ja-JP
attacks deal,通常攻撃が対象に,ja-JP
attacks deal an additional,攻撃対象に追加で術ダメージの,ja-JP
attacks have increased splash area,ダメージ発生範囲が拡大する,ja-JP
attacks hit,通常攻撃が,ja-JP
auto-activated,自動発動,ja-JP
boomerang projectiles deal,旋回投擲物が攻撃力の,ja-JP
burst,の爆発効果が終了するまで継続,ja-JP
but ASPD,攻撃速度,ja-JP
but no longer targets enemies below,HPが,ja-JP
cannot attack,攻撃不能,ja-JP
chance of triggering an additional heal,の確率で追加でもう1回治療を行う,ja-JP
chance to inflict,の確率で対象を,ja-JP
chance to refund half the SP cost,の確率で即座にSPを最大値の50%回復,ja-JP
changes,変化,ja-JP
changing the Hui-Ming Attribute,属性変化,ja-JP
continuously attack,常時攻撃,ja-JP
deals an additional,の爆発効果中の場合、追加で攻撃力の,ja-JP
deals damage an extra time,ダメージ発生回数+1,ja-JP
deployment slots,返還される,ja-JP
duration,の効果時間をやや延長する,ja-JP
effect of Talent 1 by,の効果値,ja-JP
enemies,体になる,ja-JP
enemies,体を同時に攻撃,ja-JP
enemies at once,体を同時に攻撃,ja-JP
enemies within range,体を攻撃,ja-JP
expands,拡大,ja-JP
expands forward and to both sides,前方と両側に拡大,ja-JP
expands significantly,大幅に拡大,ja-JP
expands significantly,更に拡大,ja-JP
expands slightly,やや拡大,ja-JP
explosion area and increasing ATK to,し、攻撃力が,ja-JP
from Trait,の効果時間を延長,ja-JP
gain,重複付与,ja-JP
gains,が爆発するたびに,ja-JP
greatly,かなりの力,ja-JP
greatly,かなりの力で,ja-JP
greatly increased,大幅に延長,ja-JP
greatly increased,大幅に拡大,ja-JP
greatly reduced,大幅に低下,ja-JP
half,半分,ja-JP
heals,治療,ja-JP
heals,治療対象数,ja-JP
hit combos,連撃になる,ja-JP
if the equipped Operator also has,装備者が,ja-JP
increases,延長,ja-JP
increases,拡大,ja-JP
increases a bit,わずかに延長,ja-JP
lose their special ability,特殊能力が無効化,ja-JP
more boomerang projectile,個放つ,ja-JP
no longer deal reduced damage,発生しなくなる,ja-JP
normal attacks deal,通常攻撃が,ja-JP
notes deal,音符の飛行速度が低下。,ja-JP
now,通常攻撃が味方に対する,ja-JP
piano (starting,「ピアノ」（初期状態,ja-JP
points if not destroyed,ポイント獲得できる,ja-JP
