source,target,tgt_lng
# 박사님,Dr.#,ja-JP
#를 친구로 추가하시겠습니까?,#に戦友申請を送りますか？,ja-JP
'' 만료 시간:,「」有効期限：,ja-JP
'' 획득:,「」を獲得しました：,ja-JP
''을 사용하여 작전을 시작하시겠습니까?,「」を使用して行動を開始しますか？,ja-JP
'Song of the Pack' has been awakened,「高らかな合唱」が起こされた,ja-JP
's Base,の基地,ja-JP
's Basic Badge,の基礎記章,ja-JP
's Exclusive Outfit,専用コーデ,ja-JP
's Order,のオーダー,ja-JP
's production finished,製造完了,ja-JP
's resume,の履歴書,ja-JP
'액체 렌즈'를 처치하여 [제식 도구]를 획득하였습니다!,「流体レンズ」を撃破したため、【制式道具】を獲得しました！,ja-JP
'우렁찬 합창'이 깨어남,「高らかな合唱」が起こされた,ja-JP
'조력자'가 개방되었습니다!,「リトル・ハンディ」が解放されました！,ja-JP
'험로' 실험 연산 개방 중,「危道」試験演算が解放されました,ja-JP
"'험로' 실험 연산 종료 후 데이터는 전부 초기화되며, 실험 연산에서 생성된 데이터는 기록되지 않습니다",「危道」試験演算を終了した場合、データは開始前の状態にリセットされ、試験演算中に実行されたデータも記録されません,ja-JP
'험로' 실험 연산에 진입하시겠습니까?,「危道」試験演算に入りますか？,ja-JP
'험로'를 종료하시겠습니까?,「危道」を終了しますか？,ja-JP
'흔적을 찾아' 개방 중,心境究明が開放されました,ja-JP
( more Toil and your mind will be Fractured),（混乱まで残り負荷）,ja-JP
( more Toil and your mind will be Obstructed),（阻害まで残り負荷）,ja-JP
( remaining),（残り）,ja-JP
( times left),(残り回),ja-JP
(Applicable to Class Conversion status.),（ の昇格状態に適用可能）,ja-JP
(Current exploration's savings - ),(今回の貯蓄残高-),ja-JP
(Currently /),（/選択済）,ja-JP
(Currently held: ),（所持数： ）,ja-JP
(Error Code: ),エラーコード:,ja-JP
(Exchangeable at Store),（交換可能対象）,ja-JP
(Max / in Reception Room),応接室の配置制限数：/個,ja-JP
(Remaining: ),（在庫：）,ja-JP
(You can also go back to proceed with a regular Dispatch that will not cost Life Points),(前に戻って耐久値消費不要な通常の派遣を行うこともできます),ja-JP
(must be claimed in Trial Tasks after completion),（達成後試練任務画面で受け取り）,ja-JP
(s),（s）,ja-JP
(也可返回上一步进入无需消耗目标生命值的普通派遣),(前に戻って耐久値消費不要な通常の派遣を行うこともできます),ja-JP
(会客室内限制摆放/件),応接室の配置制限数：/個,ja-JP
(剩余次),(残り回),ja-JP
(本次储备余额-),(今回の貯蓄残高-),ja-JP
(本次儲備餘額-),(今回の貯蓄残高-),ja-JP
(錯誤號:),エラーコード:,ja-JP
(错误号:),エラーコード:,ja-JP
(구매센터에서 교환 가능),（交換可能対象）,ja-JP
(달성 후 시련 임무에서 수령 가능),（達成後試練任務画面で受け取り）,ja-JP
(부하 획득 시 정체 발생),（阻害まで残り負荷）,ja-JP
(부하 획득 시 혼란 발생),（混乱まで残り負荷）,ja-JP
(에러 코드: ),エラーコード:,ja-JP
(예치금 잔액 -),(今回の貯蓄残高-),ja-JP
(응접실 가구 배치 제한 /개),応接室の配置制限数：/個,ja-JP
(의 프로모션 상태에 적용 가능),（ の昇格状態に適用可能）,ja-JP
(잔여 개),（残り）,ja-JP
(잔여: ),（在庫：）,ja-JP
(지난 화면으로 돌아가 일반 파견도 가능합니다),(前に戻って耐久値消費不要な通常の派遣を行うこともできます),ja-JP
(현재 /),（/選択済）,ja-JP
(현재 개 보유 중),（所持数： ）,ja-JP
(회 남음),(残り回),ja-JP
* 2차 정예화 후 모듈 시스템이 개방됩니다,昇進段階2到達でモジュールシステム解放,ja-JP
* EXP will be wasted,経験値超過： 超過分は返還されません,ja-JP
* EXP 초과,経験値超過： 超過分は返還されません,ja-JP
* Reach Lv. to obtain,※のレベルがに到達後獲得可能,ja-JP
* Reach Lv. to obtain,※のレベルがに到達時獲得可能,ja-JP
* 돌파 마일스톤 Lv. 달성 시 획득,*突破記録のレベルがに到達後受取可能,ja-JP
* 레벨,到達報酬,ja-JP
* 레벨 달성 시 획득,※のレベルがに到達時獲得可能,ja-JP
* 레벨 달성 후 획득,※のレベルがに到達後獲得可能,ja-JP
* 마일스톤 격려 +%,ブースト+%,ja-JP
* 마일스톤 보상은 표준 및 고난 환경만 해당,※通常実戦と厄難奮戦でのみマイルストーンの任務を達成できます,ja-JP
* 새 구역에 진입하면 주화 던지기 가격이 초기화됩니다,*新たなエリアに入ると、振り直しに必要な遊覧券の枚数がリセットされます,ja-JP
* 에 시설 배치 시 이곳에 관련 정보 표시,*に設備を配置すると、こちらにその状態がリアルタイムで表示されます,ja-JP
"* 위기 협약 기간 동안, 지원 유닛이 타인에게 사용되면 추가로 크레딧을 획득합니다",※危機契約開催中は、サポートオペレーターが危機契約クリアに使用されると、追加でFPを獲得できます,ja-JP
* 재고량이 이번 주기 유지 불가,*支援効果を維持するには足りません,ja-JP
"* 재도전 가능, 작전 상황에 따라 정산, 거점 진행도 저장",繰り返し挑戦可能。現在の進捗状況でリザルト集計を行い、進捗は保存されます,ja-JP
* 지원 유닛의 스킬과 모듈을 변경할 수 있습니다,※サポートオペレーターのスキルとモジュールをタップすることでデフォルトの設定を変更できます,ja-JP
* 최초 클리어 시 획득,※初回クリアでを獲得可能,ja-JP
* 해당 테마의 남은 가구는 '' 이벤트에서 획득 가능,*同テーマの他の家具はイベント『』で獲得可能,ja-JP
*Assistant entrance animations will no longer be played if turned off,※OFFにすると、ログイン時に秘書の入場アニメーションが再生されません,ja-JP
*Cannot be set when dynamic art entrance animations are turned off,※入場アニメーション設定がOFFの状態では設定できません,ja-JP
*Cannot be set when dynamic art-related settings are turned off,※立ち絵アニメーション設定がOFFの状態では設定できません,ja-JP
*Entering a new floor will reset the cost of re-tossing coins,*新たなエリアに入ると、振り直しに必要な遊覧券の枚数がリセットされます,ja-JP
*Entrance animations will no longer be played if turned off (except manual playback),※OFFにすると、入場アニメーションが再生されません（自分で再生する場合を除く）,ja-JP
*Milestone rewards open for collection on Standard and Adverse Difficulties,※通常実戦と厄難奮戦でのみマイルストーンの任務を達成できます,ja-JP
*Not enough to last through cycle,*支援効果を維持するには足りません,ja-JP
*Obtain after clearing stages for the first time,※初回クリアでを獲得可能,ja-JP
*Reach Breakthrough Milestone Lv. to collect,*突破記録のレベルがに到達後受取可能,ja-JP
*Reach Lv.,到達報酬,ja-JP
*Tap a support unit's skill or module to change the default settings.,※サポートオペレーターのスキルとモジュールをタップすることでデフォルトの設定を変更できます,ja-JP
*The remaining furniture from this set can be obtained from '',*同テーマの他の家具はイベント『』で獲得可能,ja-JP
"*While Contingency Contract is active, support units earn extra Credits from helping others complete Contingency Contract missions.",※危機契約開催中は、サポートオペレーターが危機契約クリアに使用されると、追加でFPを獲得できます,ja-JP
*Will be updated in real time after a Construct is placed in the,*に設備を配置すると、こちらにその状態がリアルタイムで表示されます,ja-JP
*会产生EXP的浪费,経験値超過： 超過分は返還されません,ja-JP
*关闭后将不会播放入场动画（主动播放除外）,※OFFにすると、入場アニメーションが再生されません（自分で再生する場合を除く）,ja-JP
*关闭后登录将不会播放助理的入场动画,※OFFにすると、ログイン時に秘書の入場アニメーションが再生されません,ja-JP
*动态形象入场动画相关设置关闭时不可设置,※入場アニメーション設定がOFFの状態では設定できません,ja-JP
*动态形象相关设置关闭时不可设置,※立ち絵アニメーション設定がOFFの状態では設定できません,ja-JP
*動態形象入場動畫相關設置關閉時不可設置,※入場アニメーション設定がOFFの状態では設定できません,ja-JP
*動態形象相關設置關閉時不可設置,※立ち絵アニメーション設定がOFFの状態では設定できません,ja-JP
*在內放置設施後，即時狀態將在此更新,*に設備を配置すると、こちらにその状態がリアルタイムで表示されます,ja-JP
*在内放置设施后，实时状态将在此处更新,*に設備を配置すると、こちらにその状態がリアルタイムで表示されます,ja-JP
*在危机合约期间，助战干员帮助他人通过危机合约将会获得额外的信用点数,※危機契約開催中は、サポートオペレーターが危機契約クリアに使用されると、追加でFPを獲得できます,ja-JP
*在危機合約期間，助戰幹員幫助他人通過危機合約將會獲得額外的信用點數,※危機契約開催中は、サポートオペレーターが危機契約クリアに使用されると、追加でFPを獲得できます,ja-JP
*库存不足以维持本周期增益,*支援効果を維持するには足りません,ja-JP
*庫存不足以維持本週期增益,*支援効果を維持するには足りません,ja-JP
*會產生EXP的浪費,経験値超過： 超過分は返還されません,ja-JP
*点击助战干员的技能和模组来更换默认配置,※サポートオペレーターのスキルとモジュールをタップすることでデフォルトの設定を変更できます,ja-JP
*突破里程碑等級達到級領取,*突破記録のレベルがに到達後受取可能,ja-JP
*突破里程碑等级达到级领取,*突破記録のレベルがに到達後受取可能,ja-JP
*等級達,到達報酬,ja-JP
*等級達到級獲得,※のレベルがに到達後獲得可能,ja-JP
*等級達到級獲得,※のレベルがに到達時獲得可能,ja-JP
*等级达,到達報酬,ja-JP
*等级达到级获得,※のレベルがに到達後獲得可能,ja-JP
*等级达到级获得,※のレベルがに到達時獲得可能,ja-JP
"*該主題剩餘傢俱可在""""活動中獲得",*同テーマの他の家具はイベント『』で獲得可能,ja-JP
"*该主题剩余家具可在""""活动中获得",*同テーマの他の家具はイベント『』で獲得可能,ja-JP
*进入新一层时，重新投钱的价格将重置,*新たなエリアに入ると、振り直しに必要な遊覧券の枚数がリセットされます,ja-JP
*進入新一層時，重新投錢的價格將重置,*新たなエリアに入ると、振り直しに必要な遊覧券の枚数がリセットされます,ja-JP
*里程碑奖励开放领取的难度为标准或磨难,※通常実戦と厄難奮戦でのみマイルストーンの任務を達成できます,ja-JP
*里程碑獎勵開放領取的難度為標準或磨難,※通常実戦と厄難奮戦でのみマイルストーンの任務を達成できます,ja-JP
*關閉後將不會播放入場動畫（主動播放除外）,※OFFにすると、入場アニメーションが再生されません（自分で再生する場合を除く）,ja-JP
*關閉後登入將不會播放助理的入場動畫,※OFFにすると、ログイン時に秘書の入場アニメーションが再生されません,ja-JP
*首次通关可取得,※初回クリアでを獲得可能,ja-JP
*首次通關可取得,※初回クリアでを獲得可能,ja-JP
*點擊助戰幹員的技能和模組來更換預設配置,※サポートオペレーターのスキルとモジュールをタップすることでデフォルトの設定を変更できます,ja-JP
+ Toil Limit,負荷臨界点+,ja-JP
"- 이벤트 미개방, 개방 후 참여 및 코팅 가능",-現在加工不可。当該イベント期間中のみ加工可能,ja-JP
"- 이벤트 미개방, 개방 후 참여 및 획득 가능",-現在獲得不可。当該イベント期間中のみ獲得可能,ja-JP
- 획득 불가,-獲得不可,ja-JP
-- expiring in days,-- 日後期限切れ,ja-JP
-- 日后过期,-- 日後期限切れ,ja-JP
-- 日後過期,-- 日後期限切れ,ja-JP
-- 일 후 유효기간 만료,-- 日後期限切れ,ja-JP
"-Event is not available, can be obtained during the event",-現在獲得不可。当該イベント期間中のみ獲得可能,ja-JP
"-Event is not available, can be trimmed during the event",-現在加工不可。当該イベント期間中のみ加工可能,ja-JP
-Unable to obtain,-獲得不可,ja-JP
-已无法获得,-獲得不可,ja-JP
-已無法獲得,-獲得不可,ja-JP
-活动未开启，开启期间可参与获取,-現在獲得不可。当該イベント期間中のみ獲得可能,ja-JP
-活动未开启，开启期间可参与镀层,-現在加工不可。当該イベント期間中のみ加工可能,ja-JP
-活動未開啟，開啟期間可參與獲取,-現在獲得不可。当該イベント期間中のみ獲得可能,ja-JP
-活動未開啟，開啟期間可參與鍍層,-現在加工不可。当該イベント期間中のみ加工可能,ja-JP
-獲得枚前置蝕刻章,-指定の功績勲章を枚獲得。,ja-JP
-获得枚前置蚀刻章,-指定の功績勲章を枚獲得。,ja-JP
-지정된 훈장을 개 획득,-指定の功績勲章を枚獲得。,ja-JP
/ :~/ : days hrs remaining,/ :~/ : 残り日時間,ja-JP
/ :~/ : 剩余日时,/ :~/ : 残り日時間,ja-JP
/ :~/ : 剩餘日時,/ :~/ : 残り日時間,ja-JP
/ :~/ : 일 시간 남음,/ :~/ : 残り日時間,ja-JP
/ Assistants selected,/名の秘書選択中,ja-JP
/ Obtained,獲得状況 /,ja-JP
/ Outfits selected,/着のコーデ選択中,ja-JP
/ 已獲得,獲得状況 /,ja-JP
/ 已获得,獲得状況 /,ja-JP
/ 选择干员以提升负荷临界点,/ 負荷分担者を指定してください,ja-JP
/ 選擇幹員以提升負荷臨界點,/ 負荷分担者を指定してください,ja-JP
/ 오퍼레이터를 등록해 임계치 상승,/ 負荷分担者を指定してください,ja-JP
/ 획득,獲得状況 /,ja-JP
// : Remaining,// : 残り,ja-JP
// : remaining,// : 残り,ja-JP
// : 剩余,// : 残り,ja-JP
// : 剩餘,// : 残り,ja-JP
// : 잔여,// : 残り,ja-JP
//:~//: remaining,//:~//: 残り,ja-JP
//:~//: 剩余,//:~//: 残り,ja-JP
//:~//: 剩餘,//:~//: 残り,ja-JP
//:~//: 남음,//:~//: 残り,ja-JP
/per recruitment,/毎回,ja-JP
/每招募,/毎回,ja-JP
/단계,STEP/,ja-JP
/모집 시마다,/毎回,ja-JP
1 Sanity will be restored in:,後理性が1回復,ja-JP
10 times per day at most,毎日最大10回,ja-JP
1개 소모하여 교환하시겠습니까?,を枚消費してパックと交換しますか？,ja-JP
1개를 소모하여 전권 위임 대리 지휘를 진행하시겠습니까?,を1枚使用して 全権委託自動指揮を一回実行しますか？,ja-JP
1명 이상의 오퍼레이터를 배치해야 오더를 수주할 수 있습니다.,最低でも1名 配属してください,ja-JP
1명 이상의 오퍼레이터를 배치해야 제조를 시작할 수 있습니다.,最低でも1名 配属してください,ja-JP
