source,target,tgt_lng
'Courage' Badge,「勇気」のバッジ,ja-JP
'Emergency Supplies' Blueprint Chip,「非常用物資」設計図チップ,ja-JP
'Expeditioners' Redemption Point,「探索者」交換ポイント,ja-JP
'Strategist' Point,「戦略家」ポイント,ja-JP
'용기'의 배지,「勇気」のバッジ,ja-JP
'응급물자' 블루프린트 칩,「非常用物資」設計図チップ,ja-JP
'전략가' 포인트,「戦略家」ポイント,ja-JP
'탐험가' 포인트,「探索者」交換ポイント,ja-JP
1101 Birthday Cake,1101バースデーケーキ,ja-JP
1101 생일 케이크,1101バースデーケーキ,ja-JP
1101生日糕点,1101バースデーケーキ,ja-JP
1101生日蛋糕,1101バースデーケーキ,ja-JP
1호 프로젝트 결정판,第一号プロジェクト決定版,ja-JP
2024感谢庆典物资补给,補給物資・感謝祭,ja-JP
2025感謝慶典物資補給,補給物資・感謝祭,ja-JP
2025感谢庆典招聘补给,求人物資・感謝祭,ja-JP
2025感谢庆典物资补给,補給物資・感謝祭,ja-JP
2026感謝慶典招聘補給,求人物資・感謝祭,ja-JP
2026感謝慶典物資補給,補給物資・感謝祭,ja-JP
2차 인증 엠블럼,二次認証徽章,ja-JP
32-hour Strategic Ration,32h戦略補給,ja-JP
32h 전략 보급,32h戦略補給,ja-JP
32h战略配给,32h戦略補給,ja-JP
32h戰略配給,32h戦略補給,ja-JP
A Bold Individual,豪快な者,ja-JP
A Pleasant Banquet Headhunting Permit,6.5周年記念10回スカウト券,ja-JP
A Walk in the Dust Furniture Pack,遺塵の道を家具パック,ja-JP
Absinthe's Personal Letter,アブサントの手紙,ja-JP
Advanced Material Voucher,T3素材交換券,ja-JP
Altered Flag,塗り替えられた旗,ja-JP
Amiya's Birthday Cake,アーミヤのバースデーケーキ,ja-JP
Amiya's Blissful Universe,彼女が見た宇宙,ja-JP
Amiya's Grilled Flavor Biscuit,アーミヤのクッキー,ja-JP
Anonymous Tags,名無しのタグ,ja-JP
Aristocrat's Antique Aureus,貴族領の古き鋳貨,ja-JP
Arsalan Furniture Collection I,アルサラン家具パックvol.1,ja-JP
Arsalan Furniture Collection II,アルサラン家具パックvol.2,ja-JP
Astgenne's Personal Letter,アステジーニの手紙,ja-JP
Attainment Point,勝利記念品,ja-JP
Automatic Chip Etcher,SoCセルフプリンター,ja-JP
Automatic Chip Pack Etcher,中級SoCセルフプリンター,ja-JP
Automatic Chip Pack Printer,中級SoCセルフプリンター,ja-JP
Automatic Chip Printer,初級SoCセルフプリンター,ja-JP
Autumn Jade,清秋玉,ja-JP
Autumn's Eve,臨秋意,ja-JP
Awakening Commemoration Permit,1周年記念10回スカウト券,ja-JP
Badge of Prosperity,繁栄の証,ja-JP
Ballad of Vagabonds Headhunting Permit,6周年記念10回スカウト券,ja-JP
Ballads Tumbling Through Myriad Dreams Headhunting Permit,夢に沈む哀歌10回スカウト券,ja-JP
Beachside Impressions Furniture Pack I,海辺風家具パックvol.1,ja-JP
Beachside Impressions Furniture Pack II,海辺風家具パックvol.2,ja-JP
Bena's Personal Letter,ベナの手紙,ja-JP
Best-selling Peterheim Cookies,ぺテルヘイムクッキー,ja-JP
Bison's Personal Letter,バイソンの手紙,ja-JP
Black-White Taro Cake,白黒のタロイモモチ,ja-JP
Bone Fragments,欠けた骨,ja-JP
