source,target,tgt_lng
"""Crimson Witch of Embers""",Crimson Witch of Embers,en-US
"""Công Việc Dọn Dẹp""","""Called In For Cleanup""",en-US
"""Lavoro di pulizia""","""Called In For Cleanup""",en-US
"""Temizlik İşi Vardı""","""Called In For Cleanup""",en-US
"""Trabalho de limpeza""","""Called In For Cleanup""",en-US
"""รูปแบบไร้พลังงาน""",Deactivated,en-US
A Estrela Chegou: Grande Colapso Vulcânico,Guardian Vent: Volcano Kablam,en-US
Abenteuer,Adventure,en-US
Abilità passiva,Passive Skill,en-US
Absorción de poder elemental,Elemental Absorption,en-US
Absorption de la puissance d'un élément correspondant,Elemental Absorption,en-US
Absorve o poder do elemento correspondente,Elemental Absorption,en-US
Abstimmung,Tune,en-US
Abwerfen,Discard,en-US
Acción adicional,Extra Action,en-US
Acción de combate,Combat Action,en-US
Acción rápida,Fast Action,en-US
Action de combat,Combat Action,en-US
Action rapide,Fast Action,en-US
Action supplémentaire,Extra Action,en-US
Adil Yargı,Equitable Judgment,en-US
Aggressore dei Fatui,Fatui Ambusher,en-US
Ahorros de Taroumaru,Taroumaru's Savings,en-US
Ajuste de cuentas,"""Called In For Cleanup""",en-US
Aktif Karakterine En Yakın Karakter,Character Closest to Your Current Active Character,en-US
Aldatıcı Tohum,Seeds of Deceit,en-US
Alev Bariyeri,Blazing Barrier,en-US
Alles wendender Heiliger Fürst,Tide-Turning Sacred Lord,en-US
Alt Akıntının Laneti,Curse of the Undercurrent,en-US
Amparo plumífero,Crowfeather Cover,en-US
Anemo-Reaktionen,Anemo-Related Reactions,en-US
Anemo-Schaden,Anemo DMG,en-US
Angriff aus dem Fall,Plunging Attack,en-US
Anémo,Anemo,en-US
Aplicación Cryo,Cryo Application,en-US
Aplicación Dendro,Dendro Application,en-US
Aplicación Electro,Electro Application,en-US
Aplicación Geo,Geo Application,en-US
Aplicación Hydro,Hydro Application,en-US
Aplicación Pyro,Pyro Application,en-US
Aplicação Cryo,Cryo Application,en-US
Aplicação Dendro,Dendro Application,en-US
Aplicação Electro,Electro Application,en-US
Aplicação Geo,Geo Application,en-US
Aplicação Hydro,Hydro Application,en-US
Aplicação Pyro,Pyro Application,en-US
Application Cryo,Cryo Application,en-US
Application Dendro,Dendro Application,en-US
Application Géo,Geo Application,en-US
Application Hydro,Hydro Application,en-US
Application Pyro,Pyro Application,en-US
Application Électro,Electro Application,en-US
Applicazione di Cryo,Cryo Application,en-US
Applicazione di Dendro,Dendro Application,en-US
Applicazione di Electro,Electro Application,en-US
Applicazione di Geo,Geo Application,en-US
Applicazione di Hydro,Hydro Application,en-US
Applicazione di Pyro,Pyro Application,en-US
Areia e Sonhos,Sand and Dreams,en-US
Arenas y sueños,Sand and Dreams,en-US
Armadilha da Ventania,Pressurized Collapse,en-US
Armonia,Tune,en-US
Armonia non consentita,Untunable,en-US
Aspect étoilé,Starry Semblance,en-US
