source,target,tgt_lng
1か所の宿舎の快適度を4000にする,擁有1間氛圍值達到4000的宿舍,zh-TW
1つの勢力の構成員を全て獲得する,獲得1個勢力的全部成員,zh-TW
1개 세력의 모든 멤버 획득,獲得1個勢力的全部成員,zh-TW
1차 정예화 이상의 오퍼레이터 1명 보유,擁有任意1個達到精英階段1的幹員,zh-TW
1차 정예화 이상의 오퍼레이터 2명 보유,擁有任意2個達到精英階段1的幹員,zh-TW
1차 정예화 이상의 오퍼레이터 8명 보유,擁有任意8個達到精英階段1的幹員,zh-TW
2차 정예화 이상의 오퍼레이터 1명 보유,擁有任意1個達到精英階段2的幹員,zh-TW
3つの勢力の構成員を全て獲得する,獲得3個勢力的全部成員,zh-TW
3回,三次,zh-TW
3개 세력의 모든 멤버 획득,獲得3個勢力的全部成員,zh-TW
3회,三次,zh-TW
ASPD,未阻擋敵人時攻擊速度,zh-TW
Activity Room,活動室,zh-TW
"Add 1 Defender, 1 Vanguard, 1 Medic and 1 Sniper Operator to the same squad",在同個編隊中編入重裝、先鋒、醫療和狙擊幹員各一個,zh-TW
Alliance/Supportive Operator's Badge,盟約·輔助幹員證章,zh-TW
An Operator can be equipped with a different skill when he/she is in a different squad,相同幹員可以在不同編隊中配置不同技能,zh-TW
An assigned trainer can reduce the training time,訓練室進駐協助者可縮短訓練者的訓練時間,zh-TW
AoE Arts Damage,群體法術傷害,zh-TW
AoE damage,群體傷害,zh-TW
Arts Fragility,法術脆弱,zh-TW
Arts damage,法術傷害,zh-TW
"Arts damage ignores the target's DEF, but will be reduced by a percentage based upon the target's RES",法術攻擊造成的傷害無視目標的防禦力，但是會受到目標法術抗性的百分比減免,zh-TW
Assign an Assistant Operator in the Base,安排一名基建副手,zh-TW
Assigning Operators to Power Plants increases the charge speed of drones,發電站進駐幹員可加快無人機的恢復速度,zh-TW
Assigning Operators to facilities allows them to benefit from both Base skills as well as their innate skills,設施進駐幹員除了自身後勤技能的效率加成外，還會獲得設施基礎效率加成,zh-TW
