source,target,tgt_lng
'블러드 다이아몬드'의 노래,“血鑽”的歌聲,zh-TW
'이런' 일,這種事,zh-TW
...Ask What I Seek,謂我何求,zh-TW
2차 돌격,二次衝鋒,zh-TW
600ポンド,六百鎊,zh-TW
A Bitterest Rhizome,苦澀的根莖,zh-TW
A Bolt From the Blue Oasis,綠洲驚雷,zh-TW
A Bright Flame in the Dark Forest,林昏焰明,zh-TW
A Chance Encounter,不期而遇,zh-TW
A Citadel and Its Walls,堅城高牆,zh-TW
A Complete Surprise,純屬意外,zh-TW
A Curse Without Words,無字詛咒,zh-TW
A Dance Together,共舞,zh-TW
A Day's Calamity,一日之禍,zh-TW
A Dilemma of Values,數字問題,zh-TW
A Dream,大夢,zh-TW
A Dream Under Rice,禾下夢,zh-TW
A Face-to-Face Meeting,一場相見,zh-TW
A Flower that Blooms Rot,傾瀉腐朽的花,zh-TW
A Fowl Through the Window,飛進窗的羽獸,zh-TW
A Fulfilling Holiday,充實的假期,zh-TW
A Funeral,一場葬禮,zh-TW
A Game of Cards,牌局,zh-TW
A Game of Scents,氣味遊戲,zh-TW
A Glass with Old Stories,杯中舊事,zh-TW
"A Grand, Distant Ideal",遠大理想,zh-TW
A Gunshot Rings Out,銃聲迴響,zh-TW
A Hero's Final Bow,英雄的落幕,zh-TW
A Hundred Years in Daily Steps,百年一日,zh-TW
A Job for a Museum Collection,文物也上班,zh-TW
A Knight's Journey,騎士的旅程,zh-TW
A Letter,來信,zh-TW
A Life for a Life,以命換命,zh-TW
A Lone Soul,隻影孤身,zh-TW
A Lonely Winter's Night,雪夜獨行,zh-TW
"A Long, Long Time Ago",很久很久以前,zh-TW
A Matter of Public Health,注意衛生,zh-TW
A Night of Terror,驚弓一夜,zh-TW
A Pair of Fowlbeasts,一雙羽獸,zh-TW
A Perilous Road,崎路前行,zh-TW
A Piece of Graffiti,一個塗鴉,zh-TW
"A Pilgrimage, A Knell",聖巡與喪鐘,zh-TW
A Pincer's Grace,一鉗之恩,zh-TW
A Plan,計劃外的情況，我會自行判斷。,zh-TW
A Poem's Looks,詩的容貌,zh-TW
A Prayer for Peace,平安祈願,zh-TW
A Priceless Medal,無價的勳章,zh-TW
A Question's Answer,一問之答,zh-TW
A Sailor Went to Sea,一個水手出海了,zh-TW
A Sigh,歎息,zh-TW
A Sliver of Light,一絲光亮,zh-TW
A Sob,一聲嗚咽,zh-TW
A Song Called April,四月的歌,zh-TW
A Song and a Blue Feather,藍色羽毛與歌,zh-TW
A Streetcar Named Faith,信仰號街車,zh-TW
A Thousand Years in a Sigh,千年一歎,zh-TW
A Town Amidst the Clouds,小鎮翳雲,zh-TW
"A Trickle, a Rapids",涓滴亦江流,zh-TW
A Walk in the Rain,雨中漫步,zh-TW
A Word to the Audience,致觀眾,zh-TW
Above the Dome,穹頂之上,zh-TW
Above the Embers,餘燼之上,zh-TW
Acceptance Speech,獲獎感言,zh-TW
Accidental Participation,意外入選,zh-TW
Accidental Reunion,重逢不乏意外,zh-TW
Across the Battlefield's Line,戰場內外,zh-TW
Acute Stress Disorder,應激反應,zh-TW
Additional Ticket,補票！,zh-TW
Adhaint an Ghrian,尋燈續晝,zh-TW
"Adios, Salt Flat",永別了，鹽漠,zh-TW
"Adios, Tierra",永別了，大地,zh-TW
Adjournment,封盤,zh-TW
Aegis of the Infected-1,感染者之盾-1,zh-TW
Aegis of the Infected-2,感染者之盾-2,zh-TW
Afraid to Return Home,近鄉情怯,zh-TW
After the Choice,抉擇過後,zh-TW
After-class Homework,課後作業,zh-TW
Afterdream,夢的餘韻,zh-TW
Against the Light,逆光陰影,zh-TW
Aim,瞄準,zh-TW
Alcohol and Placebo,酒精與安慰劑,zh-TW
All Roads...,殊途,zh-TW
All She Cares About,祂所關心的,zh-TW
All Things Have a Soul,萬物有靈,zh-TW
All the Same,我們都一樣,zh-TW
All the Unrevealed,未明啟示,zh-TW
Alternate Reality Tourism,沉浸式遊覽,zh-TW
Ambiguous Appearance,模糊的面容,zh-TW
Amidst the Wailing,呼號聲中,zh-TW
Among Snowy Shrubs,雪灌木中,zh-TW
Among the Light and the Dust,和光同塵,zh-TW
An Absurd Morning,一個荒唐的早晨,zh-TW
"An Epilogue, or a Beginning",尾聲，抑或開始,zh-TW
An Ordinary Sunset,尋常夕陽,zh-TW
An Unexpected Journey,意外之旅,zh-TW
An Unplanned Meeting,不虞之會,zh-TW
Anathema of Ægir,阿戈爾失格,zh-TW
Ancient Forge - Act I,洪爐示歲·迎春,zh-TW
Ancient Forge - Act II,洪爐示歲·賀歲,zh-TW
Ancient Forge - Act III,洪爐示歲·拜年,zh-TW
Ancient Mutters,曠古之晤,zh-TW
Anguish Hangs O'er,苦厄盤桓,zh-TW
Anniversary,紀念日,zh-TW
Anorexia,厭食,zh-TW
Another Breath of Death,腐敗終息,zh-TW
Another Perspective,另一個視角,zh-TW
Another Round,再弈,zh-TW
Answer Me,回答我,zh-TW
Anterior,我無懼前路何往,zh-TW
Anti-Art Movement,反藝術運動,zh-TW
Anywhere I Wander,我如浮萍,zh-TW
Apparition,化物,zh-TW
Apparitional Waves,鬼影如潮,zh-TW
"Appassionata, ou Pathétique",熱情，或悲愴,zh-TW
"Apple Pie Party, Now Preparing!",蘋果派對準備中！,zh-TW
Apples,蘋果,zh-TW
Approaching Blizzard,大雪將至,zh-TW
April Showers,無根之雨,zh-TW
"Arise, Treading Through Flames",昂首，足踐烈焰,zh-TW
Armor and Crossbow,裝甲與重弩,zh-TW
Arrival,降臨,zh-TW
Artificial Cold,人工製冷,zh-TW
As A Medic,身為醫者,zh-TW
As Time Itself,你與時間同長,zh-TW
Asking For Trouble,自討苦吃,zh-TW
Aspiration,憧憬,zh-TW
Astray,不知返,zh-TW
Astray,失途,zh-TW
Asymmetrical Garden,不對稱庭園,zh-TW
At Vendetta's Close,仇怨的盡頭,zh-TW
At a Standstill,停滯,zh-TW
At the End of the Night,夜盡之時,zh-TW
Atop the Skyscrapers,高樓之上,zh-TW
Attack! King of the Skies!,來襲！天空的王者！,zh-TW
Aufführung im Abendrot,晚霞下的演奏,zh-TW
Awakening in Exhaustion,在疲憊中甦醒,zh-TW
"Awakening, A Dream's End",甦醒，浮出夢鄉,zh-TW
Away in the Painting,畫中,zh-TW
Azure,藍色,zh-TW
Azure Memories,幽藍懷想,zh-TW
Back Cover,封底紀事,zh-TW
Back on Track,重回正軌,zh-TW
Backflow Current,如海流倒灌,zh-TW
Bad Mesh,嚙合不良,zh-TW
Bad to the Bone,徹入骨髓,zh-TW
Bai Jin,白錦,zh-TW
Ballroom,宴會廳,zh-TW
Band of Outsiders,法外之徒,zh-TW
Banner,旗幟,zh-TW
Banner in the Wind,風中旗幟,zh-TW
Bar Shin-Matsuri,新茉莉酒館,zh-TW
Battered and Bruised,千瘡百孔,zh-TW
Battle for the Core,核心艙攻防戰,zh-TW
Battle of the Lord's Manor,領主宅邸攻防戰,zh-TW
Battle! Blazin' Soul of a Warrior!,決戰！燃燒的狩魂！,zh-TW
Battlefield Rescue,戰地救援,zh-TW
Beach Blockade,沙灘阻擊,zh-TW
Beach Landing,搶灘登陸,zh-TW
"Bear Witness, the Death of the Gods",目擊眾神死亡的荒原,zh-TW
Bearer of the Sword,執此劍者,zh-TW
Before I Say Goodbye,再見以前,zh-TW
Before Spring's Coming,在春天之前,zh-TW
Before the Rain,雨落之前,zh-TW
Before the Spilling Sunlight,陽光灑落之前,zh-TW
Beg for Mercy,求生,zh-TW
"Behold, the Twilight Comes",睜眼，便是日暮,zh-TW
Believe My Belief,信我所信,zh-TW
Believer,篤信者,zh-TW
Bells of Liberation,解開鈴鐺,zh-TW
Belonging,歸屬,zh-TW
Beneath the Worthy Wheel,巨輪之下,zh-TW
Benevolent Betrayal,善意背叛,zh-TW
Betrayal,背叛,zh-TW
Between Past and Present,過去與現在的交會,zh-TW
Beyond Cure,病入膏肓,zh-TW
Beyond the Snowy Mountain,雪山外,zh-TW
Beyond the Veil,柳暗花明,zh-TW
Birth,降生,zh-TW
"Black Rabbit, White Rabbit","黑兔子,白兔子",zh-TW
Black Rocks,黑色石頭,zh-TW
Blind Journey,盲盒旅途,zh-TW
Blizzards Be Your Voice,風雪代為傳達,zh-TW
Blockade Running,突圍,zh-TW
Blood Diamond's Song,“血鑽”的歌聲,zh-TW
Bloodblade on High,血刃高懸,zh-TW
Bloom Season,花期,zh-TW
Blue Ear Wine Cellar,藍耳酒窖,zh-TW
Blue Notes,藍調,zh-TW
Boiling Point,蓋不住的鍋蓋,zh-TW
Bound by Pain,痛覺相連,zh-TW
Boundless Wilds,荒野路漫漫,zh-TW
Bouquet of Mourning,一束哀悼,zh-TW
Braised Wax Gourd Cube,勝肉火方,zh-TW
Brand New Life,嶄新生活,zh-TW
Brave Wind and Rain,徹風雨,zh-TW
"Bravery, Stupidity",勇敢，莽撞,zh-TW
Brawl,混戰,zh-TW
Break Free,掙脫,zh-TW
Break Free,衝破藩籬,zh-TW
Breaking the Ice,破冰,zh-TW
Breaking the Silence,通訊靜默解除,zh-TW
Breath of the City,城市的呼吸,zh-TW
"Breeze's Warmth, Chilled Forest",風暖寒林,zh-TW
Briefly Gathered,短暫齊聚,zh-TW
Brink of the Abyss,深淵之側,zh-TW
Brittle Steel,脆鋼,zh-TW
Broadcast Hotline is Busy,廣播熱線正繁忙,zh-TW
Broca's Anger,憤怒的布洛卡,zh-TW
Broken Echoes,破碎迴響,zh-TW
Broken Strings,斷弦,zh-TW
Broken Wings,破空的飛羽,zh-TW
Browntail,布朗陶,zh-TW
Brutal Perpetrator,野蠻肇事者,zh-TW
Bubbles,泡沫,zh-TW
Building Urtica Together,共同建設烏提卡領,zh-TW
Bunker Defense Line,地堡防線,zh-TW
Bureaucracy,官僚主義,zh-TW
Buried,埋藏,zh-TW
