source,target,tgt_lng
"""A Vida é Bela""","""ยิ้มเถิดโลกนี้ไม่มีสิ้นหวัง""",th-TH
"""A vida é bela"".",สิ่งที่งดงามที่สุด... คือการได้ใช้ชีวิต,th-TH
"""Baiadoce"" lançado","ใช้ ""พัฟรสหวาน"" แล้ว",th-TH
"""Baiadoces"" insuficientes","""พัฟรสหวาน"" ไม่เพียงพอ",th-TH
"""Bountiful Waves"" event","ได้รับจากกิจกรรม ""บรรณาการคลื่นสมุทร""",th-TH
"""Cena de Reparo do Departamento de Engenharia""","""งานซ่อมของแผนกวิศวกรรม""",th-TH
"""Coisinha""","""เจ้าตัวจิ๋ว""",th-TH
"""Cracked! Bolt!"" Fish Jar","ปลาหมัก ""ร้าวแล้วเผ่น""",th-TH
"""Cubie Derby: Warmup"" Event","กิจกรรม ""แข่งลูกบาศก์จิ๋ว: อุ่นเครื่อง""",th-TH
"""Department of Engineering Repair Scene""","""งานซ่อมของแผนกวิศวกรรม""",th-TH
"""Esfera Armilar Celeste""",เครื่องนภาจารึก,th-TH
"""Every cloud tenderly kisses your soul.""","""เมฆทุกก้อนจุมพิตจิตวิญญาณเจ้าด้วยความอ่อนโยน""",th-TH
"""Feliz Aniversário""","""สุขสันต์วันเกิด""",th-TH
"""Festivais Não Fazem Bis""","""งานฉลองอันแสนล้ำค่า""",th-TH
"""Festivals Don't Encore""","""งานฉลองอันแสนล้ำค่า""",th-TH
"""Happy Birthday""","""สุขสันต์วันเกิด""",th-TH
"""Hop on!""","""ขึ้นรถ!""",th-TH
"""I will remain here and fulfill my duties.""","""ฉันจะอยู่ที่นี่และทำหน้าที่ของตัวเองให้เสร็จสิ้น""",th-TH
"""Into the Land of Paradox"" event","ได้รับจากกิจกรรม ""สำรวจเขตแดนปฏิทรรศน์""",th-TH
"""Journey well.""","""ขอให้สนุกกับการเดินทาง""",th-TH
"""Lady Miko"" de Ashinohara","""ท่านมิโกะ"" แห่งอาชิโนะฮาระ",th-TH
"""Let's Go Back Together""","""กลับไปด้วยกันเถอะ""",th-TH
"""Life is Beautiful""","""ยิ้มเถิดโลกนี้ไม่มีสิ้นหวัง""",th-TH
"""Life is beautiful.""",สิ่งที่งดงามที่สุด... คือการได้ใช้ชีวิต,th-TH
"""Life of a Resonator""","""ชีวิตอัศจรรย์ของผู้พเนจร""",th-TH
"""Little Thing""","""เจ้าตัวจิ๋ว""",th-TH
"""Masque por Mais 5 Segundos""","""ขอหม่ำต่ออีก 5 วิ!""",th-TH
"""Monster"" in the Train","""อสูร"" ในขบวนรถไฟ",th-TH
"""Monstro"" no Trem","""อสูร"" ในขบวนรถไฟ",th-TH
"""Munch for 5 More Seconds""","""ขอหม่ำต่ออีก 5 วิ!""",th-TH
"""Pequeñaja""","""เจ้าตัวจิ๋ว""",th-TH
"""Phantasma Dreamland"" Event","กิจกรรม ""แดนฝันลวงตา""",th-TH
"""Roteiro""","""บทละคร""",th-TH
"""Script""","""บทละคร""",th-TH
"""Second Coming of Solaris: Collab Season"" event","ได้รับจากกิจกรรม ""ซีซันคอลแลปส์ 'โซลาริสที่สอง'""",th-TH
"""Sol"" Subterrâneo","""สุริยะ"" ใต้ดิน",th-TH
"""Sonhos Negociáveis""","""ความฝันที่แลกเปลี่ยนได้""",th-TH
"""Souvenir"" Geschäft",ร้านของที่ระลึก,th-TH
"""Suba!""","""ขึ้นรถ!""",th-TH
"""Sweet Puff"" launched","ใช้ ""พัฟรสหวาน"" แล้ว",th-TH
"""Tenha uma boa viagem.""","""ขอให้สนุกกับการเดินทาง""",th-TH
"""Then let's fall together... You and I.""","""งั้นมาจมลงไปด้วยกัน... คุณกับฉัน""",th-TH
"""Tradable Dreams""","""ความฝันที่แลกเปลี่ยนได้""",th-TH
"""Vamos Voltar Juntos""","""กลับไปด้วยกันเถอะ""",th-TH
"""Vida de um Ressonante""","""ชีวิตอัศจรรย์ของผู้พเนจร""",th-TH
"""Whoa, there are so many Aetherfins here!""","""โอ้โห! ที่นี่มีปลาเอเธอร์ฟินเยอะแยะเลย!""",th-TH
"""{0}"" and ""{1}"" cannot be equipped at the same time",ไม่สามารถติดตั้ง {0} และ {1} พร้อมกันได้,th-TH
"""{0}"" e ""{1}"" não podem ser equipados ao mesmo tempo",ไม่สามารถติดตั้ง {0} และ {1} พร้อมกันได้,th-TH
"""{0}"" 임무를 먼저 완료해야 합니다","คุณต้องทำภารกิจ ""{0}"" ให้เสร็จก่อน",th-TH
"""여기서 제 사명을 다할게요.”","""ฉันจะอยู่ที่นี่และทำหน้าที่ของตัวเองให้เสร็จสิ้น""",th-TH
"""우와, 여기 회유어 엄청 많아!""","""โอ้โห! ที่นี่มีปลาเอเธอร์ฟินเยอะแยะเลย!""",th-TH
"""쪼꼬미""","""เจ้าตัวจิ๋ว""",th-TH
% de Popularité,สัดส่วนค่าความนิยม,th-TH
%sを所持,มี %,th-TH
(Appui longuement) Déverrouiller la cible,ปิดการล็อกเป้า (ค้าง),th-TH
(Bruit d'effort),(เสียงหายใจ),th-TH
(COST {0}),({0}C),th-TH
(Chat) halten,(กดค้าง) แชต,th-TH
(Drücke und halte) Daten zusammenführen,(กดค้าง) รวมข้อมูล,th-TH
(Effort sound),(เสียงหายใจ),th-TH
(Essayer d'analyser),กำลังพยายามวิเคราะห์,th-TH
(Gedrückt halten) Mitfahren,(กดค้าง) เพื่อนั่งซ้อน,th-TH
(Gedrückt halten) Schnellbauen,(กดค้าง) สร้างอย่างรวดเร็ว,th-TH
(Gedrückt halten) Überspringen,(กดค้าง) ข้าม,th-TH
(Halten)Filter zurücksetzen,(กดค้าง) รีเซ็ตตัวกรอง,th-TH
(Halten)Spiel verlassen,(กดค้าง) ออกจากเกม,th-TH
(Hold) Chat,(กดค้าง) แชต,th-TH
(Hold) Data Merge,(กดค้าง) รวมข้อมูล,th-TH
(Hold) Quick Build,(กดค้าง) สร้างอย่างรวดเร็ว,th-TH
(Hold) Quit Game,(กดค้าง) ออกจากเกม,th-TH
(Hold) Reset Filter,(กดค้าง) รีเซ็ตตัวกรอง,th-TH
(Hold) Share Ride,(กดค้าง) เพื่อนั่งซ้อน,th-TH
(Hold) Skip,(กดค้าง) ข้าม,th-TH
(Lange drücken) Überspringen,(กดค้างยาว) ข้าม,th-TH
(Long Press) Skip,(กดค้างยาว) ข้าม,th-TH
(Maintenir) Construction rapide,(กดค้าง) สร้างอย่างรวดเร็ว,th-TH
(Maintenir) Discuter,(กดค้าง) แชต,th-TH
(Maintenir) Déverrouiller la cible,ปิดการล็อกเป้า (ค้าง),th-TH
(Maintenir) En duo,(กดค้าง) เพื่อนั่งซ้อน,th-TH
(Maintenir) Fusionner les données,(กดค้าง) รวมข้อมูล,th-TH
(Maintenir) Passer,(กดค้าง) ข้าม,th-TH
(Maintenir) Quitter le jeu,(กดค้าง) ออกจากเกม,th-TH
(Maintenir) Réinitialiser le filtre,(กดค้าง) รีเซ็ตตัวกรอง,th-TH
(Maintenir) Skip,(กดค้างยาว) ข้าม,th-TH
(Manter pressionado) Construção Rápida,(กดค้าง) สร้างอย่างรวดเร็ว,th-TH
(Manter pressionado) Pular,(กดค้าง) ข้าม,th-TH
(Mantén pulsado) Charlar,(กดค้าง) แชต,th-TH
(Mantén pulsado) Compartir viaje,(กดค้าง) เพื่อนั่งซ้อน,th-TH
(Mantén pulsado) Construcción rápida,(กดค้าง) สร้างอย่างรวดเร็ว,th-TH
(Mantén pulsado) Saltar,(กดค้าง) ข้าม,th-TH
(Mantén pulsado) Saltar,(กดค้างยาว) ข้าม,th-TH
(Mantén) Fusionar datos,(กดค้าง) รวมข้อมูล,th-TH
(Mantén) Reiniciar,(กดค้าง) รีเซ็ตตัวกรอง,th-TH
(Mantén) Salir,(กดค้าง) ออกจากเกม,th-TH
(Nom du joueur en six caractères),(ชื่อผู้เล่น),th-TH
(Nombre del jugador),(ชื่อผู้เล่น),th-TH
(Nome do jogador),(ชื่อผู้เล่น),th-TH
(Player Name),(ชื่อผู้เล่น),th-TH
(Pressione e segure) Pular,(กดค้างยาว) ข้าม,th-TH
(Segurar) Bate-papo,(กดค้าง) แชต,th-TH
(Segurar) Carona de Moto,(กดค้าง) เพื่อนั่งซ้อน,th-TH
(Segurar) Fusão de dados,(กดค้าง) รวมข้อมูล,th-TH
(Segurar) Redefinir filtro,(กดค้าง) รีเซ็ตตัวกรอง,th-TH
(Segurar) Sair do jogo,(กดค้าง) ออกจากเกม,th-TH
(Som de esforço),(เสียงหายใจ),th-TH
(Spielername),(ชื่อผู้เล่น),th-TH
({0}/{1}),{0}/{1},th-TH
({0}/{1}) 리셋,รีเฟรช ({0}/{1}),th-TH
(길게 누르기) 동승,(กดค้าง) เพื่อนั่งซ้อน,th-TH
(길게 누름) 건너뛰기,(กดค้าง) ข้าม,th-TH
(길게 누름) 건너뛰기,(กดค้างยาว) ข้าม,th-TH
(길게 누름) 나가기,(กดค้าง) ออกจากเกม,th-TH
(길게 누름) 데이터 융합,(กดค้าง) รวมข้อมูล,th-TH
(길게 누름) 동승,(กดค้าง) เพื่อนั่งซ้อน,th-TH
(길게 누름) 목표 고정 해제,ปิดการล็อกเป้า (ค้าง),th-TH
(길게 누름) 빠른 구성,(กดค้าง) สร้างอย่างรวดเร็ว,th-TH
(길게 누름) 채팅,(กดค้าง) แชต,th-TH
(길게 누름) 필터링 리셋,(กดค้าง) รีเซ็ตตัวกรอง,th-TH
(유저 명칭 6자),(ชื่อผู้เล่น),th-TH
(호흡),(เสียงหายใจ),th-TH
* 8,x8,th-TH
* Buff effect changes based on your Combat Rank,* เอฟเฟกต์บัฟจะเปลี่ยนไปตามอันดับการต่อสู้ของคุณ,th-TH
* Dados de jogadores ativos recentes,* ข้อมูลจากผู้เล่นที่ออนไลน์ล่าสุด,th-TH
* Data from recently active players,* ข้อมูลจากผู้เล่นที่ออนไลน์ล่าสุด,th-TH
* Datos de jugadores recientemente activos.,* ข้อมูลจากผู้เล่นที่ออนไลน์ล่าสุด,th-TH
* El efecto de mejora cambia según tu Rango de combate,* เอฟเฟกต์บัฟจะเปลี่ยนไปตามอันดับการต่อสู้ของคุณ,th-TH
* O efeito de bônus muda com base no seu Ranque de Combate,* เอฟเฟกต์บัฟจะเปลี่ยนไปตามอันดับการต่อสู้ของคุณ,th-TH
* {0},x{0},th-TH
* 버프 효과는 테크닉 랭크에 따라 변화됩니다,* เอฟเฟกต์บัฟจะเปลี่ยนไปตามอันดับการต่อสู้ของคุณ,th-TH
* 해당 데이터는 최근 활약 플레이어의 데이터를 기반으로 합니다,* ข้อมูลจากผู้เล่นที่ออนไลน์ล่าสุด,th-TH
*1,x1,th-TH
*8,x8,th-TH
*99,x99,th-TH
*Daten stammen von kürzlich aktiven Spielern,* ข้อมูลจากผู้เล่นที่ออนไลน์ล่าสุด,th-TH
*Daten stammen von kürzlich aktiven Spielern,ข้อมูลจากผู้เล่นที่ออนไลน์ล่าสุด,th-TH
*Daten stammen von kürzlich aktiven Spielern,ข้อมูลจากผู้เล่นที่ใช้งานเมื่อเร็วๆ นี้,th-TH
*Données récupérées des joueurs actives récents.,* ข้อมูลจากผู้เล่นที่ออนไลน์ล่าสุด,th-TH
*Emotion*,(เสียงหายใจ),th-TH
*L'effet de Bonus sera changé selon le Rang de Combat.,* เอฟเฟกต์บัฟจะเปลี่ยนไปตามอันดับการต่อสู้ของคุณ,th-TH
*Sonido de esfuerzo*,(เสียงหายใจ),th-TH
*增益效果随技巧评分变化,* เอฟเฟกต์บัฟจะเปลี่ยนไปตามอันดับการต่อสู้ของคุณ,th-TH
*增益效果隨技巧評分變化,* เอฟเฟกต์บัฟจะเปลี่ยนไปตามอันดับการต่อสู้ของคุณ,th-TH
*数据来源于近期活跃玩家,* ข้อมูลจากผู้เล่นที่ออนไลน์ล่าสุด,th-TH
*數據來源於近期活躍玩家,* ข้อมูลจากผู้เล่นที่ออนไลน์ล่าสุด,th-TH
+2 espacios para objetos.,ได้รับช่องพร็อพแดนฝันอีก 2 อัน,th-TH
+{0},0,th-TH
+{0}まで強化し、サブステータスを解放,อัปเกรดเป็น +{0} และเปิดใช้งานค่าสถานะรอง,th-TH
+{0}まで強化するとチューニング可能,อัปเกรดเป็น +{0} เพื่อปรับจูน,th-TH
+{0}까지 강화 및 부음 속성 활성화,อัปเกรดเป็น +{0} และเปิดใช้งานค่าสถานะรอง,th-TH
+{0}까지 강화 시 옵티마이즈 가능,อัปเกรดเป็น +{0} เพื่อปรับจูน,th-TH
-,.,th-TH
- 20 %,ลด 20%,th-TH
- Aucun résultat de recherche -,- ไม่มีผลลัพธ์การค้นหา -,th-TH
- Clases de objetivo,-เป้าหมาย,th-TH
- Classes Alvo,-เป้าหมาย,th-TH
- Drops mejorados restantes,-จำนวนครั้งเพิ่มอัตราการดรอปคงเหลือ,th-TH
- Kein Echo zum Ausrüsten -,- ไม่มีเอคโค่ให้ติดตั้ง -,th-TH
