source,target,tgt_lng
"""A Small Workspace""","""ห้องทำงานเล็กๆ""",th-TH
"""Baiadoce"" insuficiente","""พัฟรสหวาน"" ไม่เพียงพอ",th-TH
"""Banners Never Fall"" Challenges","การท้าทาย ""ผืนธงไม่เคยร่วงหล่น""",th-TH
"""Dream of Azure Sky"" Event","ได้รับจากกิจกรรม ""ฝันใต้ฟ้าจรัสแสง""",th-TH
"""Dreaming Deep"" Event","กิจกรรม ""ก้นบึ้งที่หลับฝัน""",th-TH
"""I miss you all the time""",I miss you all the time,th-TH
"""Into the Land of Paradox"" event","ได้รับจากกิจกรรม ""สำรวจเขตแดนปฏิทรรศน์""",th-TH
"""Lament Recon: Solaris Soldier"" Limited-Time Event","กิจกรรมจำกัดเวลา ""หน่วยลาดตระเวนอาดูรการณ์: ทหารโซลาริส""",th-TH
"""Mingshen Notices"" event","ได้รับจากกิจกรรม ""บันทึกคดีแห่งพินิจการณ์""",th-TH
"""O Final""","""ศึกสุดท้าย""",th-TH
"""Operation: Frontier Renewal"" Event","ได้รับจากกิจกรรม ""ปฏิบัติการฟื้นฟูศูนย์สังเกตการณ์""",th-TH
"""Perfect Trade""","""การค้าขายสมบูรณ์แบบ""",th-TH
"""Sinto sua falta o tempo todo""",I miss you all the time,th-TH
"""Startorch Racing, Rerun!"" Event","ได้รับจากกิจกรรม ""สตาร์ทอร์ชซิ่งทะยาน: ซีซันใหม่!""",th-TH
"""Stranger Things in Honami"" Event","ได้รับจากกิจกรรม ""เรื่องประหลาดแห่งโฮนามิ""",th-TH
"""The Finale""","""ศึกสุดท้าย""",th-TH
"""The Lament""",อาดูรการณ์,th-TH
"""Um Pequeno Espaço de Trabalho""","""ห้องทำงานเล็กๆ""",th-TH
"""Where Stars Cascade Down"" Event","สามารถรับได้จากกิจกรรม ""ยามธารดาราจักรโปรยปราย""",th-TH
"""Whispers Between Stars"" Event","รับได้จากกิจกรรม ""ภาษาลับแห่งหมู่ดาว""",th-TH
"""{0}"" exploration has been completed","การสำรวจ ""{0}"" สำเร็จแล้ว",th-TH
"""{0}"" 임무 완료 후 오픈","ทำภารกิจให้สำเร็จ: ""{0}"" เพื่อปลดล็อก",th-TH
"""{0}"" 탐험을 완료했습니다","การสำรวจ ""{0}"" สำเร็จแล้ว",th-TH
%s,%,th-TH
%s Stufe,ด่าน %,th-TH
%s stage,ด่าน %,th-TH
%s阶,ด่าน %,th-TH
%s階,ด่าน %,th-TH
(;_;),ร้องไห้,th-TH
(A activer),(รอการเปิดใช้งาน),th-TH
(Aguardando ativação),(รอการเปิดใช้งาน),th-TH
(Awaiting activation),(รอการเปิดใช้งาน),th-TH
(Esperando activación),(รอการเปิดใช้งาน),th-TH
(Opcional) {0} ahora en {1}; no puede seguir.,(ทางเลือก) {0} ถูกยึดครองใน {1} ภารกิจนี้ไม่สามารถใช้งานได้,th-TH
(Opcional) {0} está em {1} no momento. Esta missão está indisponível.,(ทางเลือก) {0} ถูกยึดครองใน {1} ภารกิจนี้ไม่สามารถใช้งานได้,th-TH
(Optional) {0} is occupied in {1}. This quest is unavailable.,(ทางเลือก) {0} ถูกยึดครองใน {1} ภารกิจนี้ไม่สามารถใช้งานได้,th-TH
(Optional){0} ist derzeit in Mission {1} und kann die Mission nicht fortsetzen,(ทางเลือก) {0} ถูกยึดครองใน {1} ภารกิจนี้ไม่สามารถใช้งานได้,th-TH
(Wartet auf Aktivierung),(รอการเปิดใช้งาน),th-TH
(待啟動),(รอการเปิดใช้งาน),th-TH
(待激活),(รอการเปิดใช้งาน),th-TH
(활성화 필요),(รอการเปิดใช้งาน),th-TH
+2 Tage,+2 วัน,th-TH
+2 days,+2 วัน,th-TH
+2 dias,+2 วัน,th-TH
+2 días,+2 วัน,th-TH
+2 jours,+2 วัน,th-TH
+2日,+2 วัน,th-TH
+2일,+2 วัน,th-TH
+5까지 강화 후 에코 옵티마이즈 해제 가능,อัปเกรดเป็น +5 เพื่อปลดล็อกการปรับจูนเอคโค่,th-TH
+{0}強化で音骸チューニングを解放,อัปเกรดเป็น +{0} เพื่อปลดล็อกการปรับจูน,th-TH
+{0}까지 강화 시 에코 옵티마이즈 해제,อัปเกรดเป็น +{0} เพื่อปลดล็อกการปรับจูน,th-TH
/,test,th-TH
/test a atteint son nombre maximum,ถึงจำนวนสูงสุดแล้ว,th-TH
"0,0",0,th-TH
0.0,0,th-TH
01,1,th-TH
02,2,th-TH
03,3,th-TH
04,4,th-TH
05,5,th-TH
06,6,th-TH
07,7,th-TH
08,8,th-TH
09,9,th-TH
1 Compañero alcanza 150 en el atributo de Acción.,เพิ่มการกระทำของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1 Compañero alcanza 150 en el atributo de Conocimiento.,เพิ่มความรู้ของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1 Compañero alcanza 150 en el atributo de Cooperación.,เพิ่มทีมเวิร์กของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1 Compañero alcanza 210 en el atributo de Cooperación.,เพิ่มค่าสถานะหนึ่งของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 210,th-TH
1 Gefährte erreicht 150 Aktionen,เพิ่มการกระทำของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1 Gefährte erreicht 150 Teamarbeit,เพิ่มทีมเวิร์กของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1 Gefährte erreicht 150 Wissen,เพิ่มความรู้ของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1 Gefährte erreicht Bindungsstufe 10,เพิ่มค่าความชอบของเพื่อนร่วมทาง 1 คนให้ถึง Lv.10,th-TH
1 Gefährte erreicht Bindungsstufe 2,เพิ่มค่าความชอบของเพื่อนร่วมทาง 1 คนให้ถึง Lv.2,th-TH
1 beliebiger Wunsch erreicht Stufe SS,ได้ระดับ SS หรือสูงกว่าในความปรารถนาใดก็ได้,th-TH
1.0,1,th-TH
10,X,th-TH
10 h,10 โมงเช้า,th-TH
100 000 dégâts critiques cumulés,"สร้างความเสียหายคริติคัลรวม 100,000 หน่วย",th-TH
10:00 Uhr,10 โมงเช้า,th-TH
10个摊位等级达到5级,อัปเกรดซุ้มใดก็ได้ 10 แห่งเป็น Lv.5,th-TH
10個攤位等級達到5級,อัปเกรดซุ้มใดก็ได้ 10 แห่งเป็น Lv.5,th-TH
10軒の露店がレベル5を達成,อัปเกรดซุ้มใดก็ได้ 10 แห่งเป็น Lv.5,th-TH
12 characters max,สูงสุด 12 อักขระ,th-TH
120 FPS,120,th-TH
120fps,120,th-TH
1280 x 720,1280*720,th-TH
1366 x 768,1366*768,th-TH
1440 x 900,1440*900,th-TH
1600 x 900,1600*900,th-TH
1920 x 1080,1920*1080,th-TH
1920 x 1200,1920*1200,th-TH
1Pの戦闘不能になった共鳴者は{0}後に蘇生します,เรโซเนเตอร์ของผู้เล่น 1 จะคืนชีพใน {0},th-TH
1P倒下的共鳴者將在{0}後恢復,เรโซเนเตอร์ของผู้เล่น 1 จะคืนชีพใน {0},th-TH
1P倒下的共鸣者将在{0}后恢复,เรโซเนเตอร์ของผู้เล่น 1 จะคืนชีพใน {0},th-TH
1m 내에서 치샤의 강공격을 사용하여 몬스터 10회 처치,เอาชนะศัตรู 10 ตัวด้วยการโจมตีหนักของ Chixia จากระยะ 1 เมตรหรือใกล้กว่า,th-TH
1m之內用熾霞重擊擊殺怪物10次,เอาชนะศัตรู 10 ตัวด้วยการโจมตีหนักของ Chixia จากระยะ 1 เมตรหรือใกล้กว่า,th-TH
1m之内用炽霞重击击杀怪物10次,เอาชนะศัตรู 10 ตัวด้วยการโจมตีหนักของ Chixia จากระยะ 1 เมตรหรือใกล้กว่า,th-TH
1×,1x,th-TH
1メートル以内、熾霞の重撃で敵を10回倒す,เอาชนะศัตรู 10 ตัวด้วยการโจมตีหนักของ Chixia จากระยะ 1 เมตรหรือใกล้กว่า,th-TH
1ヶ月内,เดือนนี้,th-TH
1人の経営仲間の「協調性」が150を達成,เพิ่มทีมเวิร์กของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1人の経営仲間の「学識」が150を達成,เพิ่มความรู้ของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1人の経営仲間の「実行力」が150を達成,เพิ่มการกระทำของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1人の経営仲間の任意のステータスが210を達成,เพิ่มค่าสถานะหนึ่งของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 210,th-TH
1人の経営仲間の好感度がレベル10を達成,เพิ่มค่าความชอบของเพื่อนร่วมทาง 1 คนให้ถึง Lv.10,th-TH
1人の経営仲間の好感度がレベル2を達成,เพิ่มค่าความชอบของเพื่อนร่วมทาง 1 คนให้ถึง Lv.2,th-TH
1位伙伴任意属性达到210,เพิ่มค่าสถานะหนึ่งของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 210,th-TH
1位伙伴协作属性达到150,เพิ่มทีมเวิร์กของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1位伙伴好感度等级达到10级,เพิ่มค่าความชอบของเพื่อนร่วมทาง 1 คนให้ถึง Lv.10,th-TH
1位伙伴好感度等级达到2级,เพิ่มค่าความชอบของเพื่อนร่วมทาง 1 คนให้ถึง Lv.2,th-TH
1位伙伴学识属性达到150,เพิ่มความรู้ของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1位伙伴行动属性达到150,เพิ่มการกระทำของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1位夥伴任意屬性達到210,เพิ่มค่าสถานะหนึ่งของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 210,th-TH
1位夥伴協作屬性達到150,เพิ่มทีมเวิร์กของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1位夥伴好感度等級達到10級,เพิ่มค่าความชอบของเพื่อนร่วมทาง 1 คนให้ถึง Lv.10,th-TH
1位夥伴好感度等級達到2級,เพิ่มค่าความชอบของเพื่อนร่วมทาง 1 คนให้ถึง Lv.2,th-TH
1位夥伴學識屬性達到150,เพิ่มความรู้ของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1位夥伴行動屬性達到150,เพิ่มการกระทำของเพื่อนร่วมทางคนใดก็ได้ให้ถึง 150,th-TH
1分後自動に削除,ลบโดยอัตโนมัติภายใน 1 นาที,th-TH
1分鐘內自動刪除,ลบโดยอัตโนมัติภายใน 1 นาที,th-TH
1分钟内自动删除,ลบโดยอัตโนมัติภายใน 1 นาที,th-TH
1周內,สัปดาห์นี้,th-TH
1周内,สัปดาห์นี้,th-TH
1天內,วันนี้,th-TH
1天内,วันนี้,th-TH
1日内,วันนี้,th-TH
1日未満,< 1 วัน,th-TH
1時間未満,< 1 ชม.,th-TH
1月內,เดือนนี้,th-TH
1月内,เดือนนี้,th-TH
1級故障方塊,บล็อกผิดปกติระดับ 1,th-TH
1级故障方块,บล็อกผิดปกติระดับ 1,th-TH
1週間内,สัปดาห์นี้,th-TH
1개월 이내,เดือนนี้,th-TH
1단계 소원 의뢰 첫 완료,ทำความปรารถนาขั้น 1 สำเร็จเป็นครั้งแรก,th-TH
1분 후 자동삭제,ลบโดยอัตโนมัติภายใน 1 นาที,th-TH
1시간 미만,< 1 ชม.,th-TH
1인 던전 매칭이 불가합니다,ไม่สามารถจับคู่ผู้เล่นสำหรับดันเจี้ยนผู้เล่นคนเดียวได้,th-TH
1인 던전은 매칭이 불가합니다,ไม่สามารถจับคู่กับดันเจี้ยนผู้เล่นคนเดียวได้,th-TH
1일 미만,< 1 วัน,th-TH
1일 이내,วันนี้,th-TH
1주일 이내,สัปดาห์นี้,th-TH
1차 시험을 완료하지 않아 2차 시험에 진입할 수 없습니다,การสอบรอบแรกยังไม่เสร็จสิ้น ไม่สามารถเข้าสู่การสอบรอบสองได้,th-TH
2 Days Later,2 วันหลังจากนี้,th-TH
2 Dias Depois,2 วันหลังจากนี้,th-TH
2 días después,2 วันหลังจากนี้,th-TH
2 jours après,2 วันหลังจากนี้,th-TH
2-Star Echo,เอคโค่ 2 ดาว,th-TH
2-Sterne Echo,เอคโค่ 2 ดาว,th-TH
2.0,2,th-TH
200% 이상의 보상 배율로 「꿈을 찾는 자 Ⅲ」 클리어,"ผ่านด่าน ""ผู้ล่าฝัน III"" ด้วยด้วยตัวคูณรางวัล 200% ขึ้นไป",th-TH
200%以上の報酬倍率で「夢を求める者Ⅲ」をクリア,"ผ่านด่าน ""ผู้ล่าฝัน III"" ด้วยด้วยตัวคูณรางวัล 200% ขึ้นไป",th-TH
2025 Birthday Blessing,ได้รับจากของขวัญวันเกิดปี 2025,th-TH
2025年誕生日ギフトで入手可能,ได้รับจากของขวัญวันเกิดปี 2025,th-TH
2025년 생일 축하 선물에서 획득,ได้รับจากของขวัญวันเกิดปี 2025,th-TH
2026 Birthday Blessing,ได้รับจากของขวัญวันเกิดปี 2026,th-TH
2026 Gifts of Grand Celebration Limited-Time Event,"ได้รับจากกิจกรรมจำกัดเวลา ""ของขวัญแห่งการฉลองครั้งใหญ่"" ปี 2026",th-TH
2026 Presentes da Grande Celebração - Evento por Tempo Limitado,"ได้รับจากกิจกรรมจำกัดเวลา ""ของขวัญแห่งการฉลองครั้งใหญ่"" ปี 2026",th-TH
2026 「축제의 선물」 기간 한정 이벤트에서 획득,"ได้รับจากกิจกรรมจำกัดเวลา ""ของขวัญแห่งการฉลองครั้งใหญ่"" ปี 2026",th-TH
2026年「盛会赠礼」限时活动中获得,"ได้รับจากกิจกรรมจำกัดเวลา ""ของขวัญแห่งการฉลองครั้งใหญ่"" ปี 2026",th-TH
2026年「盛會贈禮」限時活動中獲得,"ได้รับจากกิจกรรมจำกัดเวลา ""ของขวัญแห่งการฉลองครั้งใหญ่"" ปี 2026",th-TH
2026年期間限定イベント「慶びのプレゼント」で獲得,"ได้รับจากกิจกรรมจำกัดเวลา ""ของขวัญแห่งการฉลองครั้งใหญ่"" ปี 2026",th-TH
2026年誕生日ギフトで入手可能,ได้รับจากของขวัญวันเกิดปี 2026,th-TH
2026년 생일 축하 선물에서 획득,ได้รับจากของขวัญวันเกิดปี 2026,th-TH
24fps,24,th-TH
2560 x 1440,2560*1440,th-TH
2×,2x,th-TH
2つ目のキャラダンジョンクリア後に解放,สำเร็จเนื้อเรื่องตัวละครบทที่ 2 เพื่อปลดล็อก,th-TH
2倍,โบนัส,th-TH
2倍：{0},โบนัส: {0},th-TH
2天后,2 วันหลังจากนี้,th-TH
2天後,2 วันหลังจากนี้,th-TH
2級故障方塊,ลูกบาศก์ขัดข้องขั้นที่ 2,th-TH
2级故障方块,ลูกบาศก์ขัดข้องขั้นที่ 2,th-TH
2단계 소원 의뢰 첫 완료,ทำความปรารถนาขั้น 2 สำเร็จเป็นครั้งแรก,th-TH
2배,โบนัส,th-TH
2배:{0},โบนัส: {0},th-TH
2성 에코,เอคโค่ 2 ดาว,th-TH
2일 후,2 วันหลังจากนี้,th-TH
3 Gefährten erreichen Bindungsstufe 4,เพิ่มค่าความชอบของเพื่อนร่วมทาง 3 คนให้ถึง Lv.4,th-TH
3-Star Echo,เอคโค่ 3 ดาว,th-TH
3-Sterne Echo,เอคโค่ 3 ดาว,th-TH
3.0,3,th-TH
300秒內擊敗所有怪物,เอาชนะศัตรูทั้งหมดภายใน 300 วินาที,th-TH
300秒内にすべての敵を撃破してください,เอาชนะศัตรูทั้งหมดภายใน 300 วินาที,th-TH
300秒内击败所有怪物,เอาชนะศัตรูทั้งหมดภายใน 300 วินาที,th-TH
300초 내 모든 몬스터를 처치하세요,เอาชนะศัตรูทั้งหมดภายใน 300 วินาที,th-TH
30fps,30,th-TH
